[00:00] 欢迎收听赵华语古惑仔第1098集
[05:49] 美国开放的十家中国的企业
[05:52] 可以来买200件事情
[05:54] 可能中国就不会阻挡了
[05:55] 所以它是在一个合理的推测情况之下
[05:58] 所以今天有一个不合理的股价
[06:00] 所以它绝对不是在中美的和谈
[06:03] 发生什么事情
[06:04] 而是在我们自己的外围发生什么事情
[06:07] 那因为三星的罢工会造成HBM的短缺
[06:11] 那就会让市场开始联想说
[06:13] 那会不会后面AI的产品的进度就会delay
[06:16] 其实主要是在这个联想的部分
[06:18] 那因为台湾本身也是AI的
[06:20] 重中之重的国家
[06:21] 所以今天你看很多的高价股
[06:23] 就开始下来
[06:24] 其实下跌都是找借口
[06:26] 找理由
[06:27] 所以他们基本上
[06:28] 因为涨多了下跌
[06:30] 所以我觉得
[06:30] 你像很多公司
[06:32] 我觉得跌的也不算深
[06:34] 其实跌停锁的也不多
[06:36] 例如说像金测
[06:38] 我看到跌停锁也不到100张
[06:40] 对
[06:41] 锁的不多意思是说
[06:43] 锁住的张数不多
[06:44] 不然今天跌停加速也是不少
[06:46] 然后你像那个
[06:47] 今天硬能不能大跌
[06:48] 好像没有大跌
[06:49] 但是它也跌了
[06:49] 它本来盘中还试图要
[06:51] 手稳在平盘附近的
[06:53] 可是尾盘也杀下来
[06:54] 就告诉你
[06:55] 其实很多公司是
[06:56] 本来想要撑住的
[06:58] 可因为今天这盘拉得很凶
[07:00] 就把它整个拖下来
[07:02] 整个拖下来
[07:03] 但是要注意
[07:03] 今天这个盘的走势
[07:06] 确实有点不太妙
[07:08] 但是我必须讲
[07:09] 就是说因为
[07:10] 我刚刚在跟赵老师讲说
[07:11] 看起来我觉得应该还不至于
[07:13] 为什么呢
[07:14] 因為今天大盤的大量高在41575
[07:16] 這個州大量高
[07:18] 日大量高在41575
[07:20] 第一在40616
[07:22] 今天的大盤收在41172
[07:23] 也就是他把大盤的日大量高跌破了
[07:27] 那距離州的大量低41014
[07:30] 大概不太遠
[07:32] 只剩下100多點
[07:33] 那你去想一件事情
[07:35] 目前台積電的25%的這個基金條款
[07:39] 還沒有完全的開放
[07:41] 所以代表台積電還是有撐的
[07:43] 还是有撑的
[07:44] 所以张永强说
[07:45] 我自己认为
[07:46] 基本上短时间的大盘
[07:49] 应该风险还是没那么的大
[07:51] 但是我觉得
[07:52] 一旦台电的条款过了之后
[07:55] 会不会大盘的风险就来了
[07:57] 这是要观察的
[07:58] 那我们来看OTC
[07:59] OTC的日大量高在416.46
[08:02] 低在399.85
[08:04] 今天说在411.78
[08:05] 一样也是跌破日大量高
[08:07] 可是如果你去看
[08:08] 贵买的周大量低
[08:10] 是在385.82
[08:12] 其實還離更遠
[08:13] 所以告訴你說其實這個地方
[08:15] 與其說看起來今天櫃馬好像跌得比較重
[08:17] 覺得比較危險
[08:19] 但是我覺得其實還好
[08:20] 就是它純粹只是一個漲多的宣洩
[08:23] 漲多的宣洩
[08:24] 所以今天很多高價股回檔
[08:26] 你就去觀察說
[08:27] 它是鎖真的還鎖假的
[08:30] 如果它今天鎖的張數就是
[08:32] 假設它的size
[08:35] 就是說資本額2億多好了
[08:38] 3億好了
[08:39] 3億的話的成交率是3萬張
[08:41] 全部流通
[08:42] 三万张
[08:43] 假如今天锁的张数是不到三百张
[08:45] 那其实我觉得是不用太担心
[08:47] 不用太担心
[08:48] 但假如今天是锁六千张
[08:50] 那你就要担心一下
[08:52] 感觉好像怪怪的
[08:54] 我现在一家家想检查
[08:56] 好像大家都想跑掉的感觉
[08:58] 如果不是
[08:59] 基本上我觉得就也还好
[09:01] 那这几天很强的记忆体
[09:03] 其实今天就很明显的拉回
[09:05] 因为我们刚刚讲
[09:06] 三星的HBM
[09:08] 它不是会带动台湾的DDR4的需求
[09:12] 不是,它是把整個市場的這個供需破壞掉
[09:17] 有人會講說那HBM罷工,那三星HBM罷工
[09:20] 這個報價繼續漲啊
[09:22] 對,但是漲HBM的報價其實跟DDR4也沒關係啊
[09:25] 台灣的DDR4公司主要是看股價啦
[09:29] 我們主要是看美光、HINIS跟Samsung的股價有沒有漲
[09:33] 他們漲了,台灣就會漲
[09:36] 所以我在我的FB上講嘛
[09:37] 我說美光是脫薑的野馬
[09:40] 台灣是家裡的嘛
[09:42] 看到人家拖槍以馬隊跑掉
[09:43] 他也想跳出家裡的牢籠
[09:45] 也想跑出去
[09:46] 所以你看南亞克就創一個新高
[09:50] 創新高又壓回
[09:51] 所以我覺得盤勢是蠻奧妙的
[09:54] 就是說在這個環境裡面
[09:56] 基本上我有一點
[09:57] 接近上個禮拜的口徑一致
[10:00] 就是他其實在輪序的在找
[10:03] 相對還沒有漲的股票
[10:05] 他在找相對沒有漲
[10:06] 為什麼大立公會漲
[10:08] 就是因为它相对还没有涨到
[10:10] 我们刚才讲
[10:10] 我说国巨也相对没有涨到
[10:12] 这两档都复制
[10:13] 对不对
[10:13] 国巨也涨了
[10:15] 然后今天国巨也稍微休息一下
[10:17] 那国巨涨不得了
[10:19] 因为它把整个备用链都带起来
[10:21] 所以什么金山店
[10:21] 利龙店
[10:22] 和生堂
[10:23] 信商店
[10:23] 噼里啪啦全部都大
[10:24] 可是今天全部几乎都压回
[10:26] 几乎都压回
[10:27] 所以告诉你说
[10:28] 其实资金就不断地在寻找
[10:30] 低位阶的股票
[10:31] 所以你就是找说
[10:32] 你的股票是不是相对低位阶
[10:35] 再就是你去留意一件事情
[10:36] 就是最后的15分钟
[10:39] 他的走势是逆势往上的
[10:42] 还是往下
[10:43] 如果他是逆势往上的
[10:45] 就告诉你说
[10:46] 主力还是想要做多的
[10:47] 但往下也不要太难过
[10:49] 往下只告诉你说
[10:51] 主力不想撑
[10:52] 就让他下去
[10:53] 所以不要因为他下
[10:55] 你就觉得不太好
[10:56] 但是你要注意
[10:57] 如果今天收盘是收在最后
[10:59] 是收在大量的低点
[11:01] 然后他又锁了很多的张数
[11:03] 那确实就要小心
[11:04] 那如果他
[11:05] 我就刚刚讲
[11:06] 他就鎖了一兩百張
[11:07] 嗯
[11:08] 基本上也還好
[11:10] 就是假設鎖了一兩百張不用太擔心假設他今天是收最低可是不是爆大量那也不用担心这些基本上都是后面还有结的股票反之是今天报大量
[11:21] 他又收最低
[11:22] 那就要很小心
[11:24] 表示什么
[11:24] 表示已经有人在出货了
[11:26] 例如说最近我觉得重灾区
[11:29] 像南电
[11:30] 南电一开始出现的状况
[11:32] 就是因为南亚又在申报转让南电
[11:34] 集团的申报转让
[11:36] 说实话杀伤力真的蛮大的
[11:38] 因为南亚科
[11:39] 即使他角数非常好的
[11:41] 获利成绩单
[11:41] 或者是我们常常讲
[11:43] 获利成绩单
[11:44] 已经跟国际市场的股价
[11:45] 比起来已经落后太多
[11:47] 都会是基地体
[11:47] 这波涨上来的一个原因
[11:49] 但涨上来之后
[11:51] 它可能会相对颠簸
[11:52] 就是会时不时有这样的一些状况
[11:55] 压抑着基地体
[11:55] 刚刚讲到凯克影响基地体
[11:57] 那回到南电身上
[11:58] 南电那时候
[11:59] 其实我们发现
[12:00] 载板的势如破竹
[12:01] 可是就在南亚说
[12:02] 要申报转让南电之后
[12:04] 这个族群就开始颠簸了
[12:05] 然后南电就变成核心
[12:07] 因为它看起来
[12:08] 就从1000块跌到700多
[12:10] 不可说不多
[12:12] 相当多
[12:13] 所以等一下也会请凯哥
[12:16] 就载板来帮我们看一下
[12:17] 但我们也可以看一下
[12:18] 今天有所谓的族群性的是机器人
[12:21] 今天机器人就蛮多当掌听的
[12:23] 蒙利 隐汉
[12:25] 机器人相关大银围 全球传动
[12:28] 它就是所谓我们前一阵子提到的
[12:30] 第一位街
[12:31] 但是大户已经进来了
[12:32] 6月的Computex展
[12:34] 也会有机器人专区
[12:35] 现在看起来
[12:36] 它就成为大盘在沙盘的时候
[12:38] 里面一个还蛮重要的角色
[12:40] 大力光我是不是非常开心
[12:41] 因为大家如果有听过
[12:42] 我们的古惑仔应该知道
[12:44] 我们是一直一直一直
[12:45] 觉得大力光冤枉
[12:47] 因为他说做CPU
[12:48] 就是一定有CPU
[12:50] 他说2028
[12:51] 请问台湾哪一家
[12:52] 有可能2028大幅量产
[12:55] 其实可能大家都没有把握
[12:57] 可是大家都故弄玄虚
[12:58] 不说话也是一种艺术
[13:00] 可是老实术
[13:01] 就是很喜欢说实话
[13:03] 群创也说实话
[13:04] 说实话市场就先教训
[13:06] 教训完想想
[13:07] 人家真的有在做
[13:08] 又跑回来
[13:09] 所以大力光现在复制
[13:10] 联发科的模式
[13:11] 很开心
[13:12] 希望之前有因此
[13:14] 愿意去DJ大力光的朋友
[13:16] 现在也是觉得开心
[13:17] 今天还有索罗美
[13:18] 也是机器人
[13:19] 被动元件
[13:20] 日电帽
[13:21] 日电帽今天还是有一个代表
[13:24] 蜜忘石
[13:25] 虽然信仓店大跌
[13:26] 是因为20分钟分盘也涨多
[13:28] 所以代表这些火种
[13:29] 大家可以从涨的里面看火种
[13:31] 还有大家一直很期待
[13:33] 要涨的历程
[13:34] 今天是不是也有表态
[13:35] 很调皮
[13:36] 就是之前大盘一直涨
[13:39] 然后历程怎么了
[13:40] 它现在也涨了
[13:41] 今天擅出行风庄
[13:42] 有微科也涨停
[13:43] 所以擅出行风庄这件事情
[13:45] 还是有
[13:46] 或是叫做Corpus相关的概念
[13:49] 今天盘面上也是有
[13:50] 所以从涨的来看
[13:52] 我觉得大盘里面的热门族群
[13:54] 并没有死掉
[13:54] 只是高低位阶的轮动而已
[13:56] 对 其实我们刚才讲的机器人展
[13:59] 其实我觉得它有点提前发动
[14:01] 对 提前发动
[14:02] 因为我本来觉得它应该是在
[14:03] 6月
[14:04] 6月之后
[14:05] 就是当大盘开始失去亮点的时候
[14:08] 他们就开始跳活跃起来
[14:10] 这个机械人就自己动起来
[14:12] 因为他们就是这个自动化的机器人
[14:15] 但其实他们因为有一些是有AI的
[14:18] 所以他们就提前在这时候就开始发动
[14:20] 因为他还伴随着台积电的
[14:22] 这个三层的这个结构的上面
[14:25] 其实蒙利也是
[14:26] 其实蒙利其实去年就应该要涨
[14:28] 其实你不要忘记
[14:30] 蒙利其实是台积电里面
[14:32] 做运输设备很重要的厂商
[14:34] 而且是在运面板的上面
[14:37] 对
[14:38] 那Corpus就是会运到
[14:39] 运用到面板
[14:40] 所以其实萌力其实在涨
[14:42] 现在不纯然是
[14:44] 这个所谓的机器人展
[14:46] 而是在于
[14:47] 它在这个先进制程的Corpus上面
[14:50] 其实扮演一个很重要的角色
[14:51] 那机器人展其实
[14:53] 机器人其实很多
[14:54] 我们之前就讲过
[14:55] 我说像什么职德
[14:57] 全球传送大英文
[14:58] 好像感觉都跃跃欲试
[15:00] 感觉好像你也快要活过来了
[15:02] 但是你注意
[15:03] 他们其实都没有很多的投信买单
[15:05] 对
[15:05] 其实都没有
[15:06] 其实大部分都是外资买单
[15:09] 对
[15:09] 外资买单
[15:09] 尤其像值得
[15:11] 其实外资一直买一直买
[15:12] 回过头来
[15:13] 刚刚讲到一家公司叫做力成
[15:15] 是
[15:15] 力成其实是一个很妙的公司
[15:17] 就是
[15:17] 我不知道大家对于
[15:20] Google TPU的这个东西
[15:22] 是
[15:23] 到底有没有厘清那个想法
[15:25] 就是
[15:26] 大家之前在涨联发科的时候
[15:28] 是
[15:29] 就在讲说
[15:30] 联发科去主导了TPU的ASIC
[15:32] 可是最近又传出一个消息
[15:35] 就是台积电要帮TPU
[15:39] 做最后的晶圆代工
[15:41] 所以他把这一些
[15:42] 所有的制成的细节
[15:44] 全部由台积电掌握
[15:46] 所以就让很多股票其实大跌
[15:48] 但我并不想问一些
[15:50] 大跌股票讲太多的话
[15:51] 我只想为涨的股票讲一些话
[15:53] 其实在这个里面
[15:56] 其实过去大家讲说是
[15:58] 联发跟台积电之争
[16:00] 就是因为这个东西
[16:01] 对台积电它只是一点点的利润
[16:05] 可是对联发科是大大的利润
[16:07] 而且如果今天台积电掌握了这个东西
[16:11] 基本上联发科做这件事情
[16:12] 基本上它纯粹就只是练功
[16:14] 它是赚不到什么钱的
[16:16] 那也是因为这样
[16:17] 所以最后台积电把这个权利
[16:19] 交给联发科去处理
[16:21] 好 那我讲一件事情
[16:22] 就是联发科在做这个TPU里面的
[16:25] 封装测试交给了谁
[16:27] 交给了立成跟日月光的细品
[16:31] 这就是为什么让历程今天突然翻身
[16:35] 其实之前很多人都不太清楚
[16:37] 那也一样
[16:39] 正因为还是联发科在主导
[16:41] 所以他的原本的探针的厂商
[16:44] 就还是原本的那些
[16:46] 因为最近有这些传言
[16:48] 所以就把这些有些公司
[16:50] 把它股价打烂了
[16:51] 但是我们就不特别去想去哪一家
[16:53] 但是我们讲说
[16:54] 像历程他就是被平反
[16:56] 他其实有机会
[16:58] 但是我要讲
[16:59] 其实历程只是接到一部分的订单
[17:01] 因为这个main source
[17:02] 应该是日月光的细品
[17:04] 不是立成
[17:05] 但是立成确实是有吃到
[17:06] 一部分的订单
[17:07] 所以你看基本上
[17:08] 他有订单他就怎样
[17:09] 他之前没有涨
[17:10] 他就涨
[17:11] 那之前已经涨过的
[17:13] 可能最近就回来休息
[17:15] 所以我觉得其实市场上
[17:16] 都是这样的一个逻辑
[17:18] 其实我们上次有来
[17:20] 节目上有讲到
[17:21] 建策跟起红
[17:23] 其实我们在讲的是说
[17:24] 因为建策的那个东西
[17:27] 基本上我说
[17:28] 它就是从两片市
[17:29] 又改回一片市
[17:31] 但是就两滤
[17:34] 应该讲说
[17:35] 就两滤还有散热的效果
[17:37] 但两片式的是最好
[17:39] 因为其实AMD
[17:40] 很早就导入两片式了
[17:42] NVIDIA是后面
[17:43] 才开始导入两片式
[17:44] 所以假设今AMD能做
[17:46] 那为什么NVIDIA不能做
[17:48] 所以我还想讲说
[17:49] 基本上假设
[17:50] 今天市场的结果
[17:52] 是还可以接受
[17:54] 我觉得NVIDIA
[17:55] 会把它囤下去
[17:56] 就是它一定要咬着牙
[17:58] 继续地做制程的前进
[18:00] 而不是说因为良率不高
[18:02] 我就退回来一片市
[18:04] 因为同业都已经进入两片市了
[18:06] 那在我们这个讲到说
[18:07] 基本上建策的东西
[18:09] 我觉得是可以解的
[18:10] 可是你们那天
[18:11] 讲完之后的礼拜一很开心
[18:13] 因为我记得那天
[18:15] 我跟小哥一起来
[18:16] 我们都异口同声讲说
[18:17] 这个跌停看起来是有猫腻的
[18:19] 果然礼拜一就拉上去了
[18:21] 可是礼拜一拉上去之后
[18:22] 后来掉下来为什么
[18:23] 因为还是有很多的停损单要出来
[18:25] 因为它已经跌很多了
[18:27] 那你看像今天
[18:28] 这个大盘这样的状况之下
[18:30] 基本上今天的建策是没有跌的
[18:32] 就告诉你说
[18:33] 他已经开始在打底了
[18:35] 他在打底
[18:35] 那我们来看奇鸿
[18:37] 我那时候讲说
[18:38] 基本上看完建策
[18:39] 我觉得比较担心的是奇鸿
[18:41] 但是奇鸿不是担心
[18:42] 这个什么一片是两片是
[18:43] 而是在于秦城去跟
[18:46] Cooler Master做了一个合作
[18:48] 但是你要知道
[18:49] 也有人说
[18:51] 他们不是早就合作了吗
[18:52] 凯哥我们现在提
[18:53] 以为有观众这样回应我
[18:55] 没有没有
[18:55] 他是深度合作
[18:56] 但你去想一件事情
[18:58] 库勒马舍是全球的
[19:00] 散热的前两大厂
[19:02] 琴城充其量
[19:04] 只是这个饥渴的前十大厂
[19:07] 你觉得是谁会吃到
[19:08] 谁比较多的市场
[19:09] 加金合作的话
[19:10] 但是小的会吃到
[19:11] 多的比较多的
[19:12] 大的反而吃到小的市场
[19:14] 比较少
[19:15] 所以你就直接讲
[19:17] 难怪为什么
[19:18] 这个琴城跟
[19:19] 这个库勒马舍合作之后
[19:21] 马上银帮就跌了
[19:23] 而奇鸿
[19:24] 双鸿这些反而
[19:25] 都还撑在这里
[19:26] 虽然今天其农是跌的
[19:28] 虽然财报也还行
[19:30] 对
[19:30] 我要讲的是
[19:31] 他其实是涨多的回档
[19:33] 他看起来并不太受到
[19:35] 这个Cooler Master
[19:35] 跟秦城合作的影响
[19:37] 反而是饥渴的这一端
[19:39] 相对来讲比较大
[19:40] 所以就是你要
[19:42] 就是这个事情
[19:43] 还是有一个强弱度的差异
[19:45] 强弱度的差异
[19:46] 那我仔细再去看一下
[19:48] 其实还是有客户的差异
[19:50] 就是你可以看
[19:52] 像我们讲完之后
[19:54] 那个麦克
[19:55] 蹦蹦蹦还是往上走
[19:56] 对不对
[19:57] 所以其实告诉你说
[19:59] 其实散热还是有分
[20:00] 你是哪一家客户的
[20:02] 的机种
[20:03] 像这个迈克主要是
[20:05] for AWS的
[20:06] 可能就跟这个
[20:07] Cooler Master
[20:08] 比较没有冲突到
[20:09] 那再来就是像秦城
[20:11] 他其实讲完之后
[20:13] 银帮跌了
[20:14] 可是JPKY也没有跌
[20:15] JPKY还在往上走
[20:17] 所以就告诉你
[20:18] 其实产业还要再往下去
[20:19] 区隔说
[20:20] 你到底是哪个产品线
[20:22] 去被人家侵蚀到了
[20:24] 对
[20:25] 所以不是说我们今天讲一件事情
[20:27] 然后你就把所有东西通通圈起来
[20:29] 说这些都该死
[20:30] 不是这样子
[20:30] 我们只是说
[20:31] 这东西有一个状况出来
[20:33] 我们要把这个圈圈里面的东西
[20:35] 稍微再做更多的厘清
[20:37] 这样你才有办法
[20:38] 不能讲选中求胜
[20:41] 就是稳扎稳打
[20:42] 当然我个人就是
[20:44] 除非你对这个产业非常之有兴趣
[20:47] 然后可以判断谁是错杀
[20:49] 谁是真杀
[20:50] 因为真杀错杀
[20:51] 其实都有因应的方式
[20:53] 错杀当然不用讲
[20:54] 去减便宜
[20:55] 就算是真杀
[20:56] 他也会跌到一个平衡点
[20:57] 像那天小哥就有去教
[20:59] 王老师跟凯歌同场
[21:01] 还是下一场来的时候有教
[21:02] 怎么去抢建策的地板
[21:04] 就怎么样去评估建策
[21:06] 跌得差不多了
[21:07] 所以真杀跟这个错杀
[21:10] 各自有他的方法
[21:12] 但对我来说有时候比较简单
[21:13] 有时候我就不躺浑水
[21:14] 就是我没有那么快的手脚
[21:16] 去抢建策那一天的反弹
[21:18] 我可能也觉得
[21:19] 其后搞不好
[21:20] 这个大家要市场分辨一段时间
[21:22] 我就先去看别的族群
[21:24] 有道理
[21:24] 对我就去看被动元件
[21:26] 我之前有跟大家讲
[21:27] 我就觉得被动元件
[21:27] 有些小标兵
[21:28] 当然小标兵今天长得也有回跌
[21:30] 像我之前有提过的信昌店
[21:32] 但我不觉得如何
[21:33] 长那么多了
[21:34] 你拉回跌一下
[21:35] 很正常
[21:36] 日电猫就接棒了
[21:38] 所以这里面像机器人
[21:40] 其实我也是对机器人心怀阴影
[21:43] 大家知道吗
[21:43] 我以前也觉得机器人很棒
[21:45] 可是实在很难做
[21:46] 然后做一做我就想
[21:47] 我不要碰
[21:48] 可是现在我就觉得
[21:49] 从大英围冲出来之后
[21:50] 我也有赚钱要谢谢凯哥
[21:52] 我机器里面赚最多钱就是新代
[21:54] 可是新代涨到1000多
[21:56] 我就没有了
[21:57] 谁知道它会涨到快3000
[21:59] 现在新代也有回档
[22:00] 但还是2000多块的股票
[22:02] 整体的机器人里面
[22:04] 凯哥觉得我们要怎么去里面挑
[22:07] 就是要挑
[22:08] 例如说设备的吗
[22:09] 还是要挑它本来获利就非常好的呢
[22:11] 我觉得机器人要区分成两部分
[22:14] 第一是
[22:15] 现在机器人大部分都是有AI
[22:17] 就是有打入半导体的这一块
[22:19] 有半导体的这一块优先
[22:20] 对
[22:20] 所以像什麼大英圍啦
[22:22] 像值得啊
[22:24] 他們是有打入半導體設備的
[22:26] 純機器人我覺得他們就相對比較落後他們可能就真的是要等到6月之後才會開始真的表演今天会表演主要是因为资金其实大部分跑掉了一直在找没有动的股票
[22:38] 所以今天才会造成
[22:39] 整个机器人百花齐放
[22:41] 所以我觉得重点还会是在
[22:43] 有半导体的机器人
[22:44] 大家都在讲说
[22:46] 今天这个台积电的法说里面
[22:48] 也有讲到机器人
[22:50] 那对新代难道没有帮助吗
[22:51] 确实没有什么太大帮助
[22:53] 因为新代主要是中国市场
[22:56] 中国市场的木工机
[22:58] 它的市占率已经超越法纳克了
[23:00] 所以它在这一块
[23:01] 其实是节节上升的
[23:03] 它跟台建在讲的机器人
[23:04] 其实是没有太大的关系
[23:06] 应该讲说
[23:07] 台湾大部分机器人
[23:08] 属于美系的机器人
[23:10] 属于中系的机器人比较少
[23:11] 所以那时候我们讲说
[23:12] 其实它是比较
[23:14] 怎么讲呢
[23:16] 不一定讲高傲
[23:17] 就是有点孤芳至上
[23:19] 就是其实市场知道的人不多
[23:21] 那愿意去捧它的人
[23:23] 应该也相对比较少
[23:24] 但是因为它充满干净
[23:25] 所以就一路往上涨
[23:27] 我刚刚有讲到一个
[23:28] 就是刚刚赵老师讲说
[23:29] ABF到底怎么看
[23:31] 对
[23:31] 不好意思忘了帮大家介绍
[23:33] 南电跌了那么多
[23:34] 对
[23:35] 其实我稍微看了一下
[23:36] 其实南电应该快要止跌了
[23:38] 快要止跌
[23:39] 但是其实
[23:39] 如果以形态上来看
[23:41] 其实南电是最弱的
[23:42] 真的啊
[23:43] 对
[23:43] 就是因为它有这个
[23:44] 申报转让的问题
[23:45] 对
[23:45] 因为你看
