[00:00] 欢迎收听赵华宜古惑仔第1147集
[03:13] 我來的時候
[03:14] 我印象可以在那邊成交
[03:15] 委託成交盤後
[03:17] 然後我就說
[03:19] 你在買什麼
[03:20] 他说两点半来不及了
[03:21] 买什么
[03:23] 为什么不跟我说
[03:24] 不过我也不敢
[03:26] 因为今天大概你会发现说
[03:28] 不只是大盘就是收的一个长下影
[03:31] 因为大概有600点
[03:32] 其实很多股票
[03:34] 你发现很多中小型股
[03:35] 其实都很强
[03:36] 哪有很强
[03:37] 那是最后才变强
[03:38] 最后我说最后
[03:39] 盘中超级难过
[03:41] 盘中来讲
[03:42] 是让感觉快挂了
[03:44] 可是你看最后尾盘
[03:47] 包括被动有很多
[03:48] 当然你像国巨
[03:49] 也不得了
[03:50] 这个尾盘
[03:51] 等于是30块钱左右的下影线
[03:54] 所以我觉得下影线来讲
[03:56] 就代表说
[03:56] 这个明天谈
[03:58] 当然是有机会
[03:59] 对
[04:00] 那不过还是
[04:00] 我现在的这个尾盘的策略
[04:03] 还是以强反弹为一个基准
[04:06] 是
[04:06] 好 强反弹为一个基准
[04:08] 对 今天盘中
[04:10] 我不晓得大家的心情
[04:12] 不知道盘中
[04:13] 是不是已经真的有那一种
[04:15] 哎呀 再这样下去
[04:16] 我的获利要突光光的那种感受
[04:18] 可能会想要看
[04:19] 我今天真的是手帮起来
[04:21] 但是我还是有挂低
[04:22] 去捡一些东西
[04:23] 所以还是有捡到
[04:25] 不过我觉得纯属个人行为
[04:26] 我今天挂的ETF都没有成交
[04:28] 因为我可能预期
[04:29] 他们会跌得比较深
[04:30] 那所以也代表ETF
[04:32] 相对还是蛮抗跌的啦
[04:33] 就跌两三趴的话
[04:34] 可能就成交不了这样子
[04:36] 我是去捡跌比较深的个股
[04:38] 跌七八趴以上的
[04:39] 那有成交都是个股
[04:41] 但我觉得现阶段
[04:43] 跟大家聊个股
[04:44] 都有点
[04:45] 我有点担心
[04:46] 因为每一个人的风险承受度
[04:48] 真的不一样
[04:49] 但我必须跟大家讲
[04:50] 我今天的行为是这样
[04:51] 但是这边的话
[04:52] 就还是把棒子要交给云翔哥
[04:55] 以抢反弹为主
[04:56] 那反弹的条件是什么
[04:58] 尾盘
[04:59] 真的我看到云翔哥
[05:00] 一直在按尾头的
[05:01] 对
[05:02] 你会选择什么族群
[05:04] 来做这个抢反弹
[05:05] 基本上我觉得说
[05:06] 你既然要抢这个反弹的行为
[05:09] 第一个当然就是跌身
[05:11] 因为跌身就是一个最大的力度
[05:13] 我们讲说
[05:14] 在一个强反弹的过程里面
[05:17] 如果有些股票
[05:18] 基本上可能它跌到四成五成
[05:20] 最近发现蛮多这样的股票
[05:22] 可是未来
[05:23] 通过它具有未来性
[05:25] 然后它的一个
[05:26] 等于说它的基本面也蛮强的
[05:30] 等于说不只看到今年
[05:32] 可能看到明年的位置点也看来不错
[05:36] 那我倒觉得说
[05:37] 被动元件还是有机会
[05:39] 你不能说
[05:39] 被动元件现在大家是很看谁
[05:42] 一个月前大家都很看好
[05:44] 我觉得不能说看衰
[05:45] 因为跌到痛
[05:46] 跌到断头
[05:47] 那也没有办法
[05:49] 最痛就是被洗出去
[05:50] 不过你也想
[05:52] 就是说
[05:52] 我们简单讲一个数据
[05:55] 就是说你像国巨
[05:56] 国巨基本上在
[05:58] 一千两百多块的时候
[06:00] 它的本益比
[06:01] 预估的本益比
[06:02] 是已经到六十几倍
[06:04] 对六十几倍
[06:05] 那现在退到这个位置点来讲
[06:07] 大概你就是抓
[06:08] 大概是三十倍
[06:09] 其实你说三十倍高不高
[06:11] 坦白讲
[06:11] 对整体市场来讲
[06:13] 30倍不低
[06:14] 对不对
[06:15] 所以下来大家认为说
[06:17] 如果就本益比来看
[06:18] 它是比较偏高一点
[06:20] 可是问题是在于说
[06:22] 国巨它未来性可能是在
[06:24] 不是在26年
[06:25] 可能到27年
[06:26] 那2027年来讲
[06:28] 它可能它的一个估值
[06:30] 本益比的估值
[06:30] 搞不好拉到快40块钱
[06:32] 那不一样
[06:33] 那本益比可能就
[06:35] 一次就掉落到15 16倍
[06:37] 所以我倒觉得说
[06:38] 如果你现在是持有国巨的人
[06:40] 我倒觉得说
[06:41] 那你不应该在这个时候卖
[06:43] 既然你前面没有卖
[06:45] 对我们讲到1000的时候
[06:46] 我觉得就是除非是融资断头
[06:48] 所以常常跟大家讲
[06:49] 说你要真的杠杆要注意
[06:51] 就是杠杆这个基本上
[06:53] 当然你资金没有问题的情况下
[06:55] 这时候我觉得相对不应该卖
[06:57] 因为既然你看好
[06:58] 可能是要延续性的看好它27年
[07:00] 所以以它的情况下来讲
[07:02] 我觉得说
[07:03] 如果未来它的业绩持续去成长
[07:06] 那自然它的本益比
[07:07] 虽然现在修正
[07:09] 可是转化到2027年的时候
[07:11] 事实上这个本益比
[07:12] 当然是不单是可以接受
[07:14] 而且是比较偏低
[07:16] 那现在整个被动元件的族群里面
[07:19] 其实发现都是这样子
[07:20] 就是大幅的本益比修正
[07:22] 我觉得对于新的入场者
[07:25] 就是一个好事
[07:26] 对
[07:27] 就是说之前来讲很高
[07:29] 那现在当然一定要新的入场者
[07:32] 对这些旧的
[07:33] 已经在上面的投资者来讲
[07:35] 也是好事
[07:36] 你一直没有人接手
[07:38] 这个是一个最恐怖的事情
[07:40] 这个就等于是
[07:41] 连续的这种所谓的下跌原因
[07:44] 就是你的接手不足
[07:46] 包括现在来讲
[07:47] 就是承接上是在萎缩的情况下
[07:50] 那更会有这种感觉
[07:52] 就是说当开盘的时候发现
[07:54] 没有人敢去承接这个被动元件
[07:56] 那它持续下跌的机会就大
[07:59] 那到尾盘
[08:00] 开始有人接手的情况下
[08:02] 那你就发现说
[08:03] 其实坦白讲
[08:04] 它的筹码真的要拉
[08:06] 我觉得说基本上
[08:08] 它也不是说
[08:09] 压力很重的一个情况下
[08:11] 就是说如果有
[08:13] 这个所谓的积极的接手
[08:14] 我觉得还是起得来
[08:15] 那这时候我会去积极找说
[08:18] 比如说我认为
[08:18] 被动元件已经跌深了
[08:20] 那还是有机会
[08:21] 未来性还是够强
[08:22] 那我可能会承接一些
[08:24] 它的本益比
[08:25] 已经修正到非常低了
[08:27] 那另外来讲就是说
[08:28] 搞不好有些股票
[08:30] 都已经跌到
[08:31] 它的一个原始的起涨点
[08:33] 那这个之后
[08:34] 起涨点就是一个
[08:35] 很强力的一个支撑
[08:36] 对
[08:37] 好
[08:37] 不过刚刚云翔哥讲的
[08:39] 他跟每一个人
[08:40] 持有或没有持有
[08:41] 被动运进会有很大的关系
[08:43] 例如说
[08:43] 因为云翔哥是
[08:44] 在理财答案秀
[08:46] 跟大家聊过
[08:46] 国巨跌破一千块的时候
[08:48] 他反而觉得是转弱的讯号
[08:50] 所以他把
[08:51] 他很早就买的国巨
[08:53] 那时候做了获利了结
[08:54] 因此他在这方面是
[08:56] 好
[08:56] 低等的赢家
[08:58] 那我呢
[08:59] 大家如果听Parker
[09:01] 也知道嘛
[09:01] 我中间就是
[09:02] 例如说我不太敢做国巨
[09:04] 所以一下就有卖飞
[09:05] 可是卖飞后面
[09:06] 你就有点庆幸说
[09:07] 幸好那时候卖掉
[09:08] 还有新仓店
[09:09] 也是有卖飞
[09:10] 对不对
[09:11] 然后后来在回档的时候
[09:13] 我把获利回吐的台庆科
[09:15] 台美
[09:16] 心情
[09:17] 这些把它卖掉了
[09:18] 所以后来
[09:19] 以我来说
[09:20] 我就算第三等好了
[09:22] 因为我还是获利出场
[09:23] 可是因为我有获利回吐的感受
[09:26] 所以我就会有点怕怕
[09:27] 我就会觉得可以了吗
[09:29] 你看幸好昨天没有减
[09:31] 你看今天还要更低
[09:32] 那更比较糟糕的可能就是
[09:35] 是被断头的
[09:36] 或者是一直死抱活抱到现在
[09:38] 其实账上的亏损是负40负30的
[09:40] 也许就根本没有勇气再做进场
[09:44] 对我觉得是因为云翔哥
[09:45] 你是在一个比较好的tempo
[09:47] 把股票处理掉
[09:49] 所以我觉得这件事情
[09:49] 在这一次的回档修正中
[09:52] 也是大家要学习的
[09:53] 对因为我觉得新介入者来讲
[09:55] 就是一个机会
[09:56] 可是像我就会给他讲说
[09:58] 我之前回土
[09:59] 对呀很多才出掉的
[10:01] 可是其實你從這個市場上來看
[10:03] 就是說
[10:04] 因為我們上次講就是說
[10:05] 你現在在高位階剛跌破的
[10:08] 跟已經落底
[10:10] 落到這個低位階
[10:11] 當然這個差異來講
[10:13] 對你的這個信心度來講
[10:15] 也對
[10:15] 會有差異
[10:16] 一張變兩張
[10:17] 就是如果你現在
[10:18] 我直接講一個
[10:19] 比較實際一點的
[10:21] 比如說何生堂
[10:22] 何生堂本來很強
[10:23] 沒有錯
[10:24] 問題是
[10:24] 剛剛他跌破季線
[10:26] 現在才跌破第一根季線
[10:28] 對 我看一下
[10:29] 你對今天來講
[10:30] 他還是非常弱勢
[10:31] 因為連彈都彈不起來
[10:32] 它還沒到腰站
[10:33] 對 所以它剛剛等於是今天
[10:35] 直接灌破季線以後對 貼在地板上這個位置點來講是一個怎麼个市场上最难接受再去买的一个位阶因为等于是一个高点刚转落的一个位阶点
[10:50] 所以说如果以相对于这样的标的来讲
[10:53] 那你可能如果就看到一些
[10:55] 已经不要说腰斩
[10:57] 有些来讲可能它是回落到
[11:01] 这个所谓的一个之前的起涨点
[11:03] 比如说你看
[11:05] 3357这个台庆科
[11:07] 你发现今天非常强
[11:08] 台庆科还是涨的
[11:10] 大概应该有涨了
[11:12] 大概两三趴左右
[11:14] 也就是说
[11:15] 它今天本来就
[11:16] 大概跌得不深
[11:17] 那尾盘还直接
[11:19] 弹起来的情况下
[11:20] 就是说
[11:20] 因为它本来就是从
[11:22] 两百多块
[11:24] 两百一左右
[11:25] 等于是它一个
[11:26] 第一根的一个起涨点
[11:28] 一直拉伸到三百多
[11:29] 对不对
[11:30] 那现在回来
[11:31] 又回到这个
[11:31] 两百一左右的
[11:33] 这个等于是起涨点
[11:34] 所以200亿就不会变成
[11:36] 一个大的一个支撑
[11:37] 所以如果你买的情况下
[11:39] 是买在这个所谓的
[11:41] 低位阶的这个
[11:43] 就是起涨的一个落点
[11:45] 或者是在高位阶刚跌破
[11:48] 那当然对我来讲
[11:49] 我当然要找这种低位阶
[11:51] 那本益比相对比较低的
[11:53] 那对于你在后续来讲
[11:55] 你的这个信心度
[11:56] 就当然会比较高了
[11:58] 好 大家谈好看看
[12:00] 因为刚才我又把这个
[12:01] 台青科打开
[12:02] 也是狂拉尾盘
[12:04] 就刚刚有跟云翔哥讨论说
[12:06] 这新商店最后一盘谁拉的
[12:08] 拉了14%
[12:09] 算一下金额大概1亿元
[12:11] 这个为什么要在最后一盘做价
[12:13] 因为最后一盘说实话
[12:14] 中间就是我们也参与不到
[12:16] 对不对
[12:17] 我们也不会看到
[12:17] 有人拉赶快去买也来不及
[12:19] 除非盘后
[12:20] 我觉得就以我们讲说
[12:22] 主力的心态来讲
[12:24] 如果今天他介入新商店
[12:26] 他是一个亏损的状况
[12:28] 那势必他得要在这个
[12:30] 保住自己的一个资金的一个部位
[12:33] 因为在跌一根跌停不得了
[12:35] 它对它的一个受伤程度是非常重的
[12:38] 如果它今天来讲就是说
[12:40] 从跌停变成涨停
[12:41] 那相对从底部来讲
[12:44] 多拉了20%起来
[12:45] 那等于是对它的这个所谓的
[12:48] 一个前面的一个成本的平衡点来讲
[12:51] 相对就会比较贴近嘛
[12:53] 所以我觉得说这种有时候
[12:55] 在这种座架尾盘座架
[12:57] 有时候是自己主力受伤的一个座架行为
[13:00] 那我倒觉得说
[13:01] 可能这里当然也要小心
[13:03] 因为会不会在
[13:04] 它在拉高的时候
[13:06] 然后在这个时候
[13:07] 做一个所谓的一个
[13:08] 短冲的一个出货
[13:09] 也有可能
[13:10] 所以就说
[13:11] 检视一下这个
[13:12] 这个所谓尾盘这个量
[13:14] 但明天的延续性怎么样
[13:16] 那我觉得明天延续性
[13:17] 绝对不要一开盘就去做
[13:19] 这个相对追价的事情
[13:21] 你可能是延伸后面一点
[13:23] 看它的一个动作
[13:24] 好
[13:25] 这个真的是很奇妙
[13:27] 有钱人的
[13:28] 有钱人的手法
[13:30] 对不对
[13:31] 拿出个一亿
[13:32] 做这件事情
[13:33] 都有他背后的盘算
[13:34] 也许拉上来
[13:35] 明天信心回来了
[13:36] 他的上上减损会少
[13:38] 非常非常的多
[13:39] 最近说实话
[13:41] 不管大家是一般的小股民
[13:43] 或是少年股神
[13:44] 或是市场上打滚很久的人
[13:46] 这一波都是回土的
[13:48] 没有什么怎么讲
[13:50] 没有放过谁
[13:51] 都是回土的
[13:53] 但是就是大家的做法不同
[13:55] 例如说
[13:55] 有没有办法在第一时间
[13:57] 就先把资金收回来
[13:58] 因为云翔哥就是破月线之后
[14:00] 他会立刻收资金
[14:02] 对不对
[14:02] 站回月线
[14:03] 他会立刻再加资金
[14:04] 之前会觉得
[14:05] 那如果在月线来回的时候
[14:07] 他不是很痛苦
[14:08] 对
[14:08] 这就是要承受的痛苦
[14:10] 可是他在月线收资金的时候
[14:11] 等又到季线
[14:13] 其实就没有那么痛了
[14:14] 对不对
[14:14] 因为已经收回了
[14:16] 这个获利入袋的一些资金了
[14:17] 好
[14:18] 季线下就可以好好地来思考说
[14:20] 现在到底该怎么做
[14:21] 因为还是要讲一件事情
[14:23] 目前虽然陆续
[14:26] 我们有看到外资有去降频
[14:28] 一些公司的目标价
[14:30] 是有的
[14:30] 第一但幅度不多
[14:32] 第二公司的营运还是被看成长的
[14:35] 只是也许之前在多头市场
[14:38] 它的股价已经上去了
[14:39] 只好估一个更乐观的
[14:41] 现在都有微幅修正
[14:42] 可是你说有没有人修正到说
[14:43] 它就不赚钱
[14:44] 它就不成长了
[14:45] 倒也没有
[14:46] 所以这个基本面来说
[14:48] 我觉得必须重视一件事
[14:50] 是眼前看到的第三季
[14:51] 其实这个之前有跟大家聊过
[14:53] 第二季非常好
[14:54] 第一季也很好
[14:55] 可能第三季就会有旺季不够旺的问题
[14:58] 这个看起来是有可能的
[15:00] 因为现在我们也探讨了很多
[15:03] 涨价概念股涨到这边
[15:04] 会发现有很多的客户
[15:06] 吃不消这样的涨价
[15:09] 会跟你产生一个拉锯
[15:10] 就是你可能不能涨那么多
[15:12] 或是我就延后出货
[15:13] 客户的客户可能也延后拉货之类的
[15:16] 现在短期确实有这样的一个状况
[15:19] 所以要等这个市场秩序
[15:20] 重新再来整理一下
[15:23] 那因为在这个时候整理
[15:24] 你就会发现第三季是传统旺季
[15:26] 有可能会出现旺季不够旺的这个问题
[15:30] 但是股价回来了嘛
[15:31] 所以股价回来了
[15:33] 到了第三季
[15:34] 大家要去展望明年的时候
[15:36] 现在接下来会有很多重量级法说
[15:38] 我觉得大家要格外留意
[15:40] 说到明年还是很好的时候
[15:42] 市场信心就有可能会恢复了
[15:44] 对因为确实我觉得之前
[15:46] 坦白讲
[15:47] 这些法人估价也估得非常不合理
[15:51] 你把一支股票
[15:53] 像联发科什么东西
[15:55] 他们估到7000
[15:56] 估到1万
[15:57] 那我觉得说这个数字
[15:59] 本来就很偏离
[16:00] 这个本益比的行为
[16:02] 所以现在来讲
[16:03] 本来估高了以后
[16:04] 现在可能回调
[16:05] 那回调事实上也是
[16:07] 大概是比较接近
[16:08] 合理的一个位置点
[16:10] 不过有很多股票
[16:11] 它基本上这个本益比
[16:13] 事实上已经修正
[16:14] 修正到就是连它
[16:16] 估出来的这个数字来讲
[16:17] 可能比这数字还低很多
[16:19] 所以我倒觉得说
[16:21] 以現在的估值來講
[16:23] 本來市場就這樣
[16:24] 在很樂觀的時候
[16:26] 估值
[16:26] 本益比估值都會很高
[16:28] 那現在可能大家也清楚這件事
[16:30] 就是說
[16:31] 本益比有時候心中還是要有一把尺
[16:33] 對你就自己要抓一下說
[16:35] 這個類似的這個本益比
[16:36] 大概你可以容忍的這個位置點
[16:39] 大概落在哪裡
[16:40] 比如說我認為說這個
[16:42] 這個像這個
[16:43] 被動元件那我認為說
[16:45] 那二十幾倍
[16:46] 應該是一個
[16:47] 大概已經是
[16:48] 蠻合理的估值
[16:50] 對那
[16:50] 五六十倍
[16:51] 基本上我认为说
[16:52] 那我就暂时先不碰
[16:53] 那也不代表说
[16:55] 不会持有
[16:56] 就是说
[16:56] 当这个市场在疯狂的时候
[16:58] 我可能是
[16:58] 还是持有它嘛
[16:59] 不过它
[17:00] 技术面破线的时候
[17:02] 基本上我就应该要
[17:03] 急速地把它赶快
[17:05] 处理掉
[17:06] 那等回归到一个
[17:07] 市场比较合理的
[17:09] 一个本益比的状况
[17:10] 那可能我再做接入
[17:12] 也不迟这样
[17:13] 好
[17:13] 这个是在被动的部分
[17:15] 因为被动上面
[17:16] 真的还蛮多
[17:17] 投资朋友的
[17:18] 不妨参考一下
[17:20] 影响的是认为
[17:20] 在今天的尾盘这样拉
[17:22] 它其实有止跌的味道了
[17:24] 所以大家可以
[17:25] 如果真的
[17:27] 我必须讲
[17:27] 如果真的在这一波被吓到
[17:29] 因为我看到很多人说
[17:30] 就算现在知道股票会涨
[17:32] 也不敢买了
[17:32] 那我觉得先沉淀一下心情
[17:34] 真的不要硬买
[17:35] 对不对
[17:36] 因为刚刚提到了
[17:37] 我现在讲也很小心
[17:39] 是怕说
[17:39] 我可以承担
[17:41] 就算明后天
[17:42] 可能我买的股票又跌了
[17:43] 我可以承担
[17:43] 可是一般人可能
[17:44] 真的已经无法承担了
[17:45] 我觉得那就缓缓脚步
[17:47] 我觉得没有那么的严重
[17:48] 对
[17:49] 如果还有资金
[17:50] 不敢碰个股的
[17:51] 我还是觉得
[17:52] 市值型的ETF
[17:54] 总是一个最稳当的选择
[17:56] 甚或是
[17:57] 本来你就是每个月
[17:58] 本来就定期定额的
[17:59] 也千万不要在这个时候
[18:03] 突然自己停掉
[18:04] 这个时候最不能停掉了
[18:06] 对不要去预设
[18:08] 可能下个月再买会更低
[18:09] 就停掉
[18:10] 我是说本来就每个月
[18:11] 有拨一点钱
[18:12] 做这件事情的人
[18:13] 现在正好就是你在
[18:15] 平滑你的成本的最好时间
[18:17] 我觉得这些就是
[18:20] 很考验人性的时候
[18:24] 那如果不只看被动元件
[18:26] 云翔哥还有看哪一些产业
[18:28] 像今天的话
[18:29] 光学概念又相对比较热一点
[18:32] 就是因为可能有围绕在
[18:33] 所谓暗光纤的题材上
[18:35] 对对对
[18:35] 那基本上当然他也是
[18:37] 前面他是先修正
[18:38] 我们讲说
[18:39] 这个本质是不一样
[18:41] 因为一个
[18:42] 比如说被动元件是因为
[18:43] 拉到这个7月
[18:45] 刚好是最高峰的时候下来
[18:46] 所以你明显会看到
[18:48] 它的一个回荡状况
[18:49] 那CPU不一样
[18:51] CPU是从可能是年初过后
[18:54] 大概已经修正了好几个月
[18:56] 是的
[18:57] 所以最近反而CPU相对
[18:58] 所以你会看说修正
[18:59] 包括像今天这个文貌
[19:03] 文貌它基本上从600多
[19:05] 600多绝对不是7月开始修正
[19:08] 它可能是前两个月
[19:09] 其实你就开始修正
[19:10] 好 文貌被外资大降频
[19:12] 它不是小降频
[19:13] 它被大降频
[19:14] 所以基本上
[19:15] 已经修正好几个月之后
[19:17] 我觉得说当然
[19:18] 也会轮动到说
[19:19] 有些资金可能会去讲说
[19:21] 既然我已经修正到
[19:22] 这样子的情况
[19:23] 那另外一个族群
[19:24] 我觉得是
[19:24] 大家也可能要关注
[19:26] 就是刚好这个
[19:27] 最近的老AI
[19:28] 你发现说
[19:29] 其实这个
[19:30] 非常撑盘
[19:31] 对 非常撑盘
[19:32] 没有错
[19:32] 那虽然说今天这个
[19:33] 3231
[19:34] 对 伪创
[19:35] 今天稍微有下来
[19:37] 因为前三天太强
[19:38] 它也受了一个长下影线
[19:40] 是
[19:40] 也就是说
[19:40] 它已经是连续喷了
[19:42] 三四天的一个行情
[19:44] 没错
[19:44] 那我倒覺得說
[19:45] 總體來講等於是這個族群裡面
[19:48] 就不只是偽創嘛
[19:49] 不是音樂達啊對不對
[19:51] 然後這個3706啊對不對
[19:55] 那個像3706神達
[19:57] 最近其實都有一些利多的一個
[20:01] 就是消息出來
[20:03] 比如說像
[20:03] 神達最近是說這個美國這個
[20:07] 已經開始
[20:08] 擴廠已經開始運作了嘛
[20:10] 量已經開始出來
[20:11] 而且做的是我們講說
[20:13] Google的单子的CSP的单子
[20:15] 那大家也知道说
[20:16] 不只是NVIDIA嘛
[20:18] 对不对
[20:18] 不只是NVIDIA的这个GPU
[20:21] 包括TPU
[20:22] 现在来讲是
[20:23] 在市场上最热的这一块
[20:25] 那你想说
[20:27] 如果是这个3706
[20:29] 能够拿到这个单子
[20:30] 那相对于说
[20:32] 目前来讲
[20:32] 它还是倍比非常低的
[20:34] 大概是有11倍
[20:35] 我倒觉得说
[20:36] 这整个族群里面
[20:37] 当然伪创带动以后
[20:38] 相对有很多这个
[20:39] 所谓的以前的老AI
[20:41] 我觉得包括鸿海
[20:42] 可能搞不好都
[20:43] 最近可能都会动
[20:44] 鸿海今天也翻红
[20:45] 对对对
[20:45] 所以你会发现说
[20:46] 在这里面来讲
[20:47] 低本益比
[20:48] 然后有未来性
[20:49] 基本上相对抗跌的
[20:51] 我觉得说
[20:51] 你如果在这个时候
[20:52] 你比较担心说
[20:53] 这个市场会不会
[20:54] 持续这个有修正
[20:56] 那我觉得这些股票来讲
[20:57] 它就是一个避风港
[20:59] 好
[20:59] 这心情是很矛盾的
[21:01] 就是真的很多股票
[21:04] 已经先跌了
[21:05] 例如说像老爷好了
[21:06] 他们很多甚至都到年限
[21:08] 刚讲到这个鸿海
[21:10] 在年限的附近
[21:11] 但是最近反而就不跌了
[21:13] 对不对
[21:14] 所以如果以个股来看
[21:15] 跌到年限
[21:16] 以一个多头市场来说真的已经蛮凄惨的了对所以他在这段时间这些老AI们因为体质不错嘛这个我们也讲过好几次可是如果大家不喜欢毛利不高的公司
[21:28] 也许你就真的不喜欢
[21:30] 对不对
[21:30] 可是如果你希望要有避风港
[21:33] 那他们就是先叠先止叠
[21:35] 我觉得他们算是蛮明显的
[21:37] 对
[21:37] 那你说CPU
[21:38] 虽然赵华也觉得
[21:39] CPU前面都打到三折了啊
[21:41] 现在应该比较稳了
[21:43] 可是CPU也是一个考验人性的东西
[21:45] 对
[21:45] 他也是很考验大家的波动
[21:47] 我觉得大家要满手都去压CPU
[21:49] 是不太容易的
[21:50] 对刚刚讲到像文茂
[21:51] 例如说敌到这边了
[21:53] 大和突然出了一个报告
[21:54] 从目标价505
[21:56] 本来就给不高
[21:56] 然后下修到449
[21:58] 那次是永丰投股
[21:59] 从640块的目标价
[22:01] 直接下修到395
[22:02] 所以有时候
[22:03] 在市场好的时候
[22:05] 确实大家都会顺势提出
[22:07] 非常多惊人的报告
[22:08] 不过在逆势的时候
[22:10] 像今天很强的万润
[22:11] 瑞银
[22:12] 有把目标价上提到1550块
[22:14] 至胜
[22:15] 玉山头故事看673块
[22:17] 秦城
[22:18] 秦城其实也修正非常多
[22:20] 这个中信有看1685块
[22:23] 就等于是
[22:24] 在这样的情况里面
[22:25] 还有像影威也跌很多
[22:27] 那野村是有看高
[22:28] 可是影威
[22:30] 因为之前我记得
[22:31] 不知道大摩吧
[22:32] 有看到1万多块
[22:33] 野村提高
[22:33] 但是看8315
[22:35] 同步有看旺系到8000
[22:38] 所以探针系列
[22:39] 前一波是大家市场的宠儿
[22:41] 修正也超级多之后
[22:43] 现在有开始
[22:44] 外资也开始看好了
[22:45] 我觉得就是有一点
[22:47] 可能我们要把前七月的一些想法
[22:49] 重新reset一下
[22:51] 对
[22:52] 然后重新来看
[22:53] 现在大家又提出了一些报告的话
[22:55] 我觉得先看
[22:56] 就是对于未来的成长性
[22:57] 这件事情有没有大幅下修
[22:59] 假如没有
[23:00] 就完全符合云翔哥讲的
[23:01] 同样的EPS
[23:02] 同样的成长性
[23:03] 可是股价是对半砍
[23:05] 那就是重新进场布局的机会
[23:07] 但很看个人吃风险的能力
[23:09] 对
[23:10] 因为我倒觉得说
[23:11] 确实有蛮多的产业
[23:13] 基本上大概在这几年
[23:15] 可能搞不好两年三年
[23:17] 基本上这个数字
[23:19] 可能都是很容易估得出来
[23:20] 比如说美国在估这个CHP厂
[23:23] 它大概就是未来的第三季
[23:25] 大概这个营收都已经估得出来
[23:28] 所以就是说
[23:29] 目前来讲看起来是没问题
[23:31] 就是说这个整个市场
[23:33] 在资本制度的扩充还是很高
[23:35] 那相对于说
[23:36] 当然台积电这个不用讲
[23:38] 这个估值已经估到2030年
[23:40] 这段时间也是他在保护着台股
