[00:00] 欢迎收听赵华语古惑仔第1091集
[03:41] 到每一台电脑的这个过程当中
[03:44] 其实是一个很大的产业典范的移转
[03:46] 好
[03:46] 那个时候我们功逢其胜
[03:48] 因为你说实话
[03:50] 做充壓 零件 組裝
[03:53] 電腦 PC NB手機
[03:55] 這種硬道理
[03:56] 是我們台灣最會的
[03:58] 我們中小企業
[03:59] 大家打群架
[04:00] 更不用說做晶片的
[04:02] 後來例如說做智慧型手機
[04:05] 做所謂的電動車
[04:07] 甚至是網路的物聯網
[04:09] 我們簡單講就好
[04:11] 隊長的產業供應鏈很強
[04:13] 所以你看
[04:14] Apple的手機毛利率
[04:17] 我們就講Apple的財報
[04:18] 毛利率五成
[04:19] 他賺了那麼多錢
[04:21] 趙華根本一樣用Apple
[04:22] 對
[04:22] 而且我已經摔到西巴爛了
[04:24] 已經換一台了
[04:25] 我跟你講你知道什麼
[04:26] 是
[04:26] 因為我iPhone 17
[04:28] 我那時候本來要換
[04:29] 然後我本來跟這個
[04:31] 反正電信業的朋友說
[04:32] 你9月第一批就給我
[04:34] 沒錯
[04:34] 結果他忘了
[04:35] 然後忘了之後我就賭氣
[04:36] 到現在我就沒換
[04:37] 都摔到一個
[04:38] 要換明年
[04:39] 我怕記憶體漲價
[04:40] 好
[04:40] 我就是擔心這個事情
[04:42] 對
[04:42] 但是我有看到蘋果
[04:43] 他有去跟三星
[04:44] 對他有鎖記憶體
[04:45] 對
[04:45] 談合約
[04:46] 我想說太好了
[04:47] 這樣我還有機會
[04:48] 不愧是美貌與才智並重
[04:50] 有做產業分析
[04:51] 因為我上個月才換
[04:52] 我就是想說
[04:54] 是不是很怕I18會漲價
[04:56] 而且我做言調
[04:57] OPPO VIVO小米中興華為
[04:59] 全部漲兩成
[05:00] 是不是
[05:00] 那三星跟蘋果因為有鎖
[05:02] 你可以等
[05:03] 因為我有問
[05:04] 三星跟蘋果有鎖
[05:05] 鎖記憶體
[05:06] 所以他們沒漲價
[05:07] 而且他們因為記憶體漲嘛
[05:09] 他們的價格
[05:10] 他們本來訂高價
[05:10] 就是價格彈性的敏感度
[05:13] 可以吸收
[05:13] 是
[05:14] 你那些OPPO小米
[05:15] 你來不及了
[05:16] 因為聽到沒有
[05:17] 因為都已經漲兩成
[05:18] 但是销量也掉
[05:20] 因为就是大家知道
[05:21] 涨价当然有抗性
[05:23] 对L、S、华硕
[05:24] 其实都掉
[05:25] 这个消费型杀得稀里糊涂
[05:27] 那苹果没有涨
[05:29] 可以买
[05:30] 但是橘色的也缺货
[05:31] 对
[05:32] 所以我觉得可以等一等
[05:34] 苹果跟三星的确是没有涨价
[05:36] 但是题外话
[05:37] 就顺便带给大家
[05:38] 如果说你们要换手机
[05:39] 反正你就是涨价
[05:42] 除了苹果跟三星都涨
[05:44] 因为苹果很厉害
[05:45] 苹果在手机的记忆体上面
[05:47] 我记得他之前是先跟凯夏谈
[05:49] 然后后来最近不是有传出
[05:51] 苹果要再跟Intel和三星
[05:52] 去谈一些金元代工的下单
[05:54] 那他跟三星的部分聚传
[05:56] 就是要跟他交换一些记忆体的合约
[05:58] 所以我就在旁边
[06:00] 一边看着一边想
[06:01] 那我还是等iPhone18
[06:03] 你不要再吃瓜了
[06:04] 他就算谈了
[06:05] 万一这个搞不好
[06:08] 记忆体涨价又超乎预期
[06:10] 你有听
[06:12] 那我讲一个私下的
[06:14] 苹果也跟美光
[06:15] 他把它明年2027
[06:17] 今天才5月
[06:18] 对啊
[06:19] 他booking他2027的
[06:20] 手机的记忆体产
[06:22] 对对对
[06:22] 手机的
[06:23] 蛮猛的
[06:24] 反正他两个都电大
[06:26] 电大就压克
[06:27] 那回过头来讲
[06:29] 怎么讲到这里
[06:30] 我们第一个题目
[06:31] 为什么
[06:31] 我们是问对整体盘试
[06:33] 因为我必须讲说
[06:35] 这一个月
[06:36] 4月以来到5月
[06:37] 我们不是常常跟大家分享
[06:38] 然后还有一个很大的重点
[06:40] 等一下这个队长
[06:41] 一定是非常的驾轻就熟的
[06:43] 就是我也提醒大家
[06:44] 我们就不预设立场
[06:45] 因为目前我们都没有看到
[06:47] 当然黑天鹅
[06:48] 无法预料这个事情
[06:49] 一定要讲
[06:50] 它才会叫黑天鹅
[06:51] 或是灰犀牛
[06:52] 灰犀牛就是有一点点
[06:54] 你可能觉得有点味道
[06:55] 例如像现在大家觉得
[06:57] 灰犀牛可能是通膨的问题
[06:59] 但是因为在我们的景气
[07:01] 以第一季或者是四月份
[07:03] 现在陆续结出来的
[07:04] 基本面成绩
[07:05] 真的都太好了
[07:06] 所以我们还是站在
[07:08] 我不预设这一波的高点
[07:10] 跟AI红料吃到什么时候
[07:11] 我只是看
[07:12] 有没有产业现在是
[07:13] 轮动下来以后
[07:14] 他休息一段时间
[07:15] 例如说等一下
[07:17] 队长也会讲记忆体
[07:18] 或者是我前一阵子
[07:19] 一直跟大家讲
[07:20] 我比较买得下去的
[07:21] 叫做封测概念
[07:22] 我们等一下也会就
[07:23] 产业的轮动
[07:24] 来跟大家分享说
[07:25] 现在我们没有办法
[07:27] 教大家什么做空
[07:28] 真的看很坏
[07:29] 要崩盘了
[07:30] 四万二就是太贵
[07:31] 不能进
[07:31] 我们只会告诉大家
[07:33] 我们如何从这样子的
[07:35] 高位阶里面
[07:36] 去选择相对合理的产业
[07:39] 以及或者是用工具
[07:41] 好的
[07:41] 那我继续回答第一题
[07:43] 其实我的看法跟赵华
[07:44] 其实有点像是英雄所见略同
[07:46] 英雌所见略同
[07:48] 所以很简单
[07:49] 我等一下讲几个数据
[07:50] 对大盘是看多
[07:52] 我刚刚讲了走五年
[07:53] AI今年也才第三年
[07:55] 也就是说你在手机时代
[07:56] 其实毛利率最高的是
[07:58] 苹果这种品牌
[07:59] 我们其实只能做零组件
[08:00] 甚至有时候传出
[08:01] 一颗苹果就台湾
[08:03] 但是都是零组件
[08:04] 到了电动车时代
[08:06] 比亚迪特斯拉
[08:07] 其实也是一个半壁江山
[08:09] 我们台湾没有自由的品牌
[08:11] 说实话
[08:12] 保时捷还比纳斯捷还多
[08:13] 所以我们台湾的电动车呢
[08:15] 基本上呢
[08:16] 寥寥可数
[08:17] 甚至是这个败下阵来
[08:18] 那你说我们的网络
[08:20] 这个物联网
[08:21] 这个PC home
[08:22] 其实大家也都知道
[08:23] 这个网家
[08:25] 甚至是一些被虾皮
[08:27] 被淘宝打得落花流水
[08:28] 好
[08:29] 那我们过去存钱的时候
[08:30] 我们过去被中国吸纳资金的时候
[08:33] 我们过去也曾经赚过中概股的钱
[08:36] 所以每一个产业典范移转
[08:38] 都有不同的国家兴起
[08:39] 其实说兆元产业
[08:41] 我们最爱赵了
[08:42] 全世界的人最爱
[08:43] 现在真的进入到赵的时代了
[08:45] 对
[08:45] 你用八赵九赵
[08:46] 这个
[08:47] 这个Magnificent Seven
[08:49] 壮丽七勇士
[08:50] 或是
[08:51] 那个Incredible Eight
[08:52] 超级八巨头
[08:53] 要连续讲
[08:54] 超级八巨头
[08:55] 所有的七八巨头
[08:57] 博通Meta
[08:58] Google
[08:58] 亚马逊
[08:59] 全部都跟那个
[09:01] 一照我们台湾的
[09:02] 台积电买晶片
[09:03] 其他七个都是软体
[09:05] 好
[09:05] 过去是软体
[09:06] 别人吃肉
[09:07] 我们喝汤
[09:08] 我们台湾没有什么软体
[09:09] 然后你看
[09:10] HTC也败下载
[09:11] 那这一次轮到我们上场
[09:13] 那你反而确场
[09:14] 这不是很奇怪吗
[09:15] 我们最美丽的主持人
[09:17] 终于要拿起主持棒
[09:17] 上去当然就不能确场
[09:19] 干嘛还吃螺丝
[09:20] 就是我要上场了
[09:21] 我给大家打一个强心针
[09:23] 所以刚刚赵华讲
[09:24] 就是我们的GDP是超英敢美
[09:27] 就是全世界的
[09:29] 以我们的GDP马首是瞻
[09:30] 那做这些零组件
[09:32] 不要说智慧型手机
[09:33] 智障型手机
[09:33] PC NB手机平板
[09:35] AI伺服器
[09:36] 全部都是我们
[09:36] 该我们上场的时候
[09:38] 大家还在那边紧张
[09:39] 那就错了
[09:40] 所以不要担心
[09:41] 我觉得也许已经开始有一点
[09:44] 有点插血统的理论
[09:46] 我讲一个数字很快讲
[09:47] 去年4月9号4月12号
[09:50] 台股23000跌到17000
[09:52] 大家记住17000
[09:54] 那个是国安基金进场
[09:55] 涨到现在41000
[09:57] 你就乘以34000就是100%
[10:00] 涨了140%
[10:01] 融资是那个时候最低的2000
[10:04] 到这个月之前
[10:07] 融资都没有跟上
[10:08] 那今天融资4700 4800
[10:10] 我们就讲一个大概的数字
[10:12] 应该是4700左右
[10:13] 4800
[10:14] 刚刚好就是140%
[10:16] 是
[10:16] 所以equal
[10:17] 也就是说融资终于在这个月疯狂了
[10:21] 散户开始加进来
[10:23] 这个花波鱼儿开始开户
[10:24] 上个月开户好像
[10:25] 挺说也是创业率新高
[10:27] 还有就是我们刚
[10:28] 之前有跟大家提到的
[10:29] 像什么不限用途的贷款
[10:31] 股票拿去直接等等的
[10:33] 都已经压好压满
[10:34] 很多的资金公司
[10:35] 其实利率都调得很高了
[10:37] 然后ETF也买了
[10:38] 但是这一次我觉得
[10:40] 如果equal了
[10:41] 其实是刚刚还不到热
[10:43] 因为以前
[10:44] 我们用以史为鉴
[10:45] 以前所谓的陌生段的狂热
[10:47] 就是买早餐
[10:49] 他还会推你股票
[10:50] 我觉得现在
[10:52] 有吗还没吧
[10:53] 你到哪里走路
[10:53] 真的非常多人在问
[10:55] 然后星巴克很多人在讲股票
[10:57] 可是我讲数据
[10:58] 我们就讲过去是融资
[11:00] 要超过大盘涨幅10%以前过热的指标然後可能要到這樣的程度所以4800讲简单一点加个481就大概5200你不要觉得很慢
[11:14] 搞不好龙子一热
[11:15] 两三天又过高了
[11:17] 所以这个部分
[11:18] 我是用这个数字来看
[11:20] 而且现在
[11:21] 不过现在有很多的隐形杠杆
[11:23] 我觉得在去年对等关税的时候
[11:25] 我们就见识到了
[11:26] 很多人那时候
[11:27] 连买美债都出场
[11:30] 为什么
[11:30] 因为他可能用期货
[11:31] 来买
[11:32] 然后他可能用刚刚讲到的
[11:34] 他是用这个不限用途的贷款
[11:36] 甚至有人是理财型的房贷
[11:37] 对理财型的房贷
[11:39] 尤其是后来
[11:40] 因为我们是先热了一波房市
[11:42] 对不对
[11:42] 再热一波股市
[11:43] 那很多人买了房子
[11:44] 觉得我没有钱啦
[11:45] 那赶快把房子拿去抵押
[11:47] 贷款出来啊
[11:48] 那这一波房市会冷
[11:49] 就是我干嘛买房子啊
[11:50] 昨天晚上我在跟这个
[11:51] 同学聚餐
[11:52] 大家就说
[11:53] 谁要现在再买房子啊
[11:55] 真的
[11:55] 因为现场有几个
[11:56] 其实财力是不错的
[11:57] 就在问说
[11:58] 要不要买房子
[11:59] 因为刚好看到
[12:01] 然后他们就有点考虑
[12:03] 然后旁边就有同学说
[12:04] 干什么这钱不要拿去房地产
[12:06] 你现在管做股票不好吗
[12:08] 明年一栋变两栋
[12:10] 相信魏哲家明年换新家
[12:11] 一人一称的台积
[12:14] 怎么台积五万五
[12:15] 所以现在的话
[12:18] 隐形的杠杆其实也是大的
[12:20] 如果再加上融资
[12:22] 等于是说
[12:23] 我们也不想说泼冷水
[12:25] 就是现在势头真的很好
[12:27] 但是一旦有刚刚讲的黑天鹅
[12:29] 或灰犀牛或是something wrong
[12:31] 那这个解杠杆的压力是会大的
[12:34] 不过目前就是一个顺行往上的状态
[12:37] 对
[12:38] 所以我最后做一点小结论
[12:39] 其实我觉得大家
[12:41] 古惑仔听众朋友
[12:43] 其实非常幸运
[12:44] 因为赵华总是在这边耳提面命
[12:46] 这么年轻
[12:47] 然后当妈妈这边唠叨
[12:48] 但我觉得
[12:49] 很像七八十岁的阿嬷这边
[12:52] 叮咛你们
[12:53] 出去要小心
[12:54] 要带雨伞
[12:55] 我觉得真的是很好
[12:56] 所以扑拉杠杆不容置
[12:57] 但是我自己觉得
[12:59] 刚刚以前的杠杆
[13:00] 这个大家放在心上
[13:02] 说实话
[13:03] 黑天鹅跟灰犀牛都不会跌
[13:05] 因为知道的东西
[13:07] 例如说我知道通膨
[13:08] 我知道滑鼠
[13:08] 我这次已经没有降息的预期了
[13:11] 甚至连那个海峡
[13:13] 荷姆斯海峡都还没有弄完
[13:14] 就一直涨了
[13:16] 我认为真正的都看不到
[13:18] 都看不到
[13:19] 真的不知道是哪一条
[13:20] 可能你只能相信川普
[13:21] 如果你现在空手的话
[13:22] 就相信
[13:23] 空手就嫌自己持股太少
[13:26] 持股满的人又嫌自己没有做杠杆
[13:28] 然后做杠杆又说
[13:29] 自己没有做两倍杠杆
[13:30] 六杯干干
[13:31] 现在真的是风气有点重
[13:34] 你一股我一股
[13:35] 台积直冲五万五
[13:36] 但我最后讲一个大盘
[13:40] 我觉得还有一个好事
[13:42] 就是这次都没有奇怪的股票
[13:44] 就以前我们老主力
[13:45] 就会有一种乱拉的
[13:47] 这次其实大家FOMO
[13:49] 可是很多很冷很专注
[13:51] 例如说联发科我这些朋友
[13:52] 他们一直在专心工作
[13:54] 那前世其实就做高股息
[13:56] 做ETF
[13:56] 做主动行
[13:57] 买我们姚姐
[13:58] 或者是买我们这些
[13:59] 封閉型基金像我
[14:01] 我就覺得很驕傲
[14:02] 封閉型基金很猛
[14:02] 對 因為或者是某一些
[14:05] 不是說封閉型就是主動基金
[14:06] 主動式的ETF
[14:07] 或者是一些主動型的基金
[14:09] 是沒有像ETF可以交易的
[14:11] 那我們以前也是主動型的基金的
[14:13] 我們就覺得
[14:13] 我們終於出頭天了
[14:15] 因為以前都被人家笑
[14:16] 那個我選50檔 0050
[14:20] 就市值最大的50檔
[14:21] 然後手續費收不贏高
[14:23] 然後還比你每天在那邊目的物高
[14:25] 在那邊扣公司扣了要死要活
[14:27] 然後結果績效好像還
[14:28] 然后大家都看他
[14:30] 然后再来
[14:30] 去年不是有940之乱吗
[14:32] 前年
[14:32] 然后大家就说
[14:33] 策略选股就好了
[14:34] 然后调一调
[14:35] 买个高股息
[14:36] 多少人爱
[14:37] 你们这些主动型的基金经理人
[14:39] 就在旁边喝汤
[14:40] 终于我们现在出头贴
[14:43] 大家发现
[14:44] 有在靠公司的人
[14:45] 还是迹象比较好
[14:46] 所以我在讲
[14:48] 这个是隐形和利多
[14:49] 这些钱进来
[14:51] 其实再大都容得下
[14:53] 你看
[14:54] 981它已经两三千亿
[14:57] 981快要逼近三千
[14:58] 因为实在是涨太快了
[15:00] 漂亮的数字
[15:01] 2000多
[15:02] 可是我觉得没有问题
[15:03] 你知道为什么吗
[15:04] 因为他买的是三台
[15:05] 台积电台达电
[15:07] 这个甚至是这个台光电
[15:09] 他都是买最大
[15:11] 未纳量最好
[15:12] 然后呢业绩最好
[15:14] 所以这一次很少
[15:15] 一些奇奇怪怪的什么
[15:17] 以前热身案啊
[15:18] 博达案啊
[15:18] 那些主力乱炒
[15:19] 然后炒上去炒下来
[15:21] 很多散户死掉
[15:22] 然后呢很多人受伤
[15:23] 我觉得反而我们台股
[15:25] 散户法轮化
[15:26] 更健康有利于我们走得更长更远
[15:29] 所以我觉得有利多有利空
[15:31] 那大家就选好股票
[15:33] 大概是这样
[15:33] 至少以目前
[15:35] 虽然我们一路上都有请大家
[15:38] 如果真的不会选股
[15:39] 要不就是选一定跟AI相关的指标龙头股
[15:43] 热门产业这几个
[15:44] 每天都在数
[15:45] 对不对
[15:45] 半导体相关的
[15:47] 从这个晶圆代工到风策到通路都可以
[15:51] 最温吞的都会涨
[15:53] 那其实记忆体也是半导体的一环
[15:55] 然后半导体的设备股
[15:56] 完全受惠于台积电的资本支出
[15:58] 以及美国各大厂的资本支出
[16:01] 都跟我们的设备有高度的相关
[16:03] 对不对
[16:03] 这个是一组了
[16:05] 另外一组就是PCB
[16:07] 也讲了一整年
[16:08] PCB也一直强调
[16:10] 是台湾在全世界市占率
[16:12] No.1的一个产业
[16:14] 我们的PCB不是弱的
[16:15] 我们有非常多上中下游
[16:18] 都有参与到PCB的
[16:20] 不管是载板类的
[16:21] 一般的板子也好
[16:22] AI伺服器的板子
[16:24] 台湾的PCB是厉害的
[16:26] 厂商也是多的
[16:27] 光这两大块就吃饱喝足了
[16:30] 真的做不完
[16:31] 你PCB拉出来
[16:32] 还有上游的间点
[16:34] 大量
[16:35] 然后那个同模基板
[16:37] 对CCL那也是PCB的上游
[16:38] 然后那AI相关的
[16:40] 当然你去延伸到像电源类的台大店
[16:42] 那今天有一个好不容易起来的
[16:45] 叫光宝科
[16:46] 我想大家终于觉得
[16:48] 天啊终于有轮到光宝科的一天
[16:50] 然后像低轨卫星
[16:53] 其实我们本来就有低轨微星供应链
[16:55] 但是SpaceX给了它很大的光环
[16:56] 只是低轨微星最近就因为SpaceX
[16:59] IPO案里面的一些公开文件
[17:01] 让大家有点震荡
[17:02] 但它也吃香喝辣至少半年以上
[17:04] 对不对
[17:05] 所以围绕的在我们讲的这些
[17:08] 主要跟AI高度相关的材料升级涨价
[17:12] 它都不是小趋势跟小产业
[17:15] 我觉得是这一波里面大家最幸福的
[17:17] 那刚刚讲到主动式的ETF
[17:19] 也有好多人会问我说
[17:21] 那他一下子规模长那么大
[17:23] 他就会怎么样
[17:24] 变成最后人踩人
[17:26] 大家如果有一天不买了什么
[17:28] 可是我觉得目前看起来
[17:30] 他还是一个永动机的状态
[17:32] 目前
[17:32] 对
[17:33] 统一你说3000亿的规模大不大
[17:36] 说大不大
[17:37] 但是其实还好
[17:38] 因为涨的是刚讲的大型全资股的时候
[17:41] 他的钱有地方去
[17:42] 他去联发科
[17:43] 他去台达店
[17:44] 他去太光店
[17:45] 那今天为什么主动是看起来都比较弱
[17:48] 因为有很多的高价股
[17:49] 今天有吃别的
[17:51] 就剛剛講的建設期紅
[17:52] 他們難免就會有踩到
[17:54] 有一天是台光電疊7%
[17:55] 大家就有點踩到對不對
[17:57] 好 踩到沒關係
[17:58] 因為他們的持股可能都幾十檔
[18:01] 踩到幾檔沒關係啦
[18:03] 疊2% 1%而已啦
[18:04] 對啊 換別的
[18:05] 而且記憶體也都大股票喔
[18:07] 是
[18:07] 所以有很多的大股票
[18:08] 可以讓這些資金換的話
[18:10] 就會長得叫做名門正派
[18:12] 是
[18:12] 我覺得這一波的氣氛
[18:13] 為什麼兆華會比較
[18:15] 不像以前
[18:15] 因為我是比較謹慎的人
[18:17] 為什麼會比較積極樂觀
[18:18] 在跟大家講要買
[18:19] 就是因为长得叫名门正派
[18:21] 是的
[18:21] 好
[18:22] 那我们今天就顺着造法的题目
[18:25] 我们聊一些
[18:26] 我心目中的ABCD是看好的
[18:28] 好啊好啊
[18:29] 然后再聊散热这个部分
[18:31] 那我也很认同
[18:32] 其实就是名门正派
[18:34] 那这件事情
[18:35] 我们就先来开始进入产业
[18:37] 那我自己认为
[18:38] 其实就是产业资金的轮动
[18:40] 那台股当然市值十几兆
[18:43] 一百多兆
[18:44] 然后呢
[18:44] 有四兆的这个化波鱼
[18:46] 资金是充沛的
[18:47] 那我自己认为呢
[18:49] 几个族群
[18:50] 例如说ABCD
[18:51] A就是AI
[18:52] 那B就是ABF
[18:54] 那C是光CPO
[18:56] 那D是DRAM
[18:57] 我自己认为
[18:58] 例如说CPO和ABF
[18:59] 今天在修正
[19:00] 甚至AI有些商业在修正
[19:02] 反而记忆体是
[19:03] 这个
[19:04] 这个
[19:05] 从长冰釜
[19:06] 对
[19:06] 那其实呢
[19:08] 这个挫折值过程
[19:09] 在历多
[19:10] 大涨早已决定
[19:11] 对
[19:11] 大涨早已决定
[19:12] 其实在上个礼拜
[19:14] 上上礼拜就已经现端了
[19:15] 然后例如说群联
[19:16] 千张大户增加六个人
[19:18] 上上礼拜
[19:19] 那其实已经没人在问了
[19:21] 其实大家就觉得
[19:22] 因为你看
[19:22] 你的风策也一直涨
[19:24] 设备也一直涨
[19:25] 台积电也一直涨
[19:27] 甚至连发科都涨
[19:28] 大家会发现可用之兵很多
[19:30] 结果呢
[19:30] 记忆体被弃卢比锡
[19:32] 不会的
[19:32] 我们节目还是说
[19:34] 对他们的获利很好
[19:35] 加上美光海力是这么强
[19:37] 完全正确
[19:38] 还有汇融
[19:39] 全联对应汇融
[19:40] 是
[19:41] 所以其实呢
[19:42] 有时候我自己觉得
[19:43] 有一点像是这个
[19:46] 资金的轮动
[19:47] 资金的轮动
[19:48] 那这一次来讲的话呢
[19:50] 这一题我刚刚讲
[19:50] 这个几个礼拜
[19:52] 两个礼拜前
[19:52] 两个礼拜前
[19:53] 其实筹码就已经现端
[19:55] 而且后天群联跟怡鼎都要开法说
[19:58] 昨天是华邦电法说
[20:00] 今天直接给你一根账听
[20:01] 没错
[20:02] 那我就简单
[20:03] 倒着讲
[20:04] 我很少讲筹码
[20:05] 可是突然讲
[20:06] 行情的发展往往是事后才被解读
[20:08] 可是筹码可见端倪
[20:10] 所以我刚刚讲
[20:11] 群联在两个礼拜前
[20:12] 千张大户增加六个人
[20:14] 千张大户就是买一千张群联
[20:17] 18億
[20:18] 可以買到18億
[20:20] 真的
[20:21] 隊長你
[20:22] 我沒有
[20:22] 六分之一是張杰隊長
[20:24] 我是被洗掉
[20:24] 我第二個講
[20:26] 10張以下的賞戶少了
[20:29] 9700多個
[20:30] 因為有點
[20:31] 我就那9700
[20:32] 有點漲起來了
[20:34] 就覺得
[20:34] 好啊好啊
[20:35] 獲利就跑了
[20:36] 因為賞戶套太久
[20:38] 套太久
[20:38] 洗太久
[20:39] 後來發現
[20:39] 一漲一點點
[20:40] 1500漲到1800
[20:42] 那我就舉一個
[20:44] 我的媽媽
[20:45] 張媽媽也是賞戶
[20:46] 他呢
[20:47] 一开始
[20:48] 2408拿雅科
[20:50] 对
[20:50] 跌破月线的时候
[20:51] 我跟他说就换股
[20:52] 只要新欢足够好
[20:54] 哪有救爱忘不了
[20:55] 其实那时候
[20:56] 我记得队长也有讲
[20:57] 因为毕竟是形态转弱
[20:59] 是
[20:59] 先走一趟比较好
[21:00] 然后我说你可以卖一半
[21:01] 你剩下来可以买更便宜
[21:03] 他说不要
[21:03] 你不是说看好
[21:04] 业绩很好
[21:04] 我不换股
[21:05] 讲了三个礼拜不换股
[21:07] 我跟他说
[21:08] 你看一下硬体的
[21:09] 半导体
[21:09] 这个巨汉
[21:10] 终于他在上个礼拜
[21:13] 忍不住他换股了
[21:15] 然后南亚科就起涨了
[21:17] 对
[21:18] 他就是被洗掉那场
[21:19] 所以我觉得有时候
[21:21] 好可惜
[21:21] 南亚科我觉得形态整个好准
[21:22] 对
[21:22] 有点像是听众朋友
[21:24] 你要做功课
[21:25] 你就每个礼拜做
[21:26] 要买就不要做
[21:27] 我觉得这半调子就最麻烦
[21:29] 一样再用科斯托拉尼的话
[21:31] 跟大家分享
[21:32] 他说只有集长线
[21:34] 跟所谓的这个比较果断的短线
[21:36] 会赚钱
[21:37] 没有错
[21:38] 就一下要换不换
[21:39] 那我做长线的
[21:41] 套牢到最后
[21:42] 每一战争一紧张
[21:43] 就说我不要
[21:44] 我要换股了
[21:45] 你要就是一开始时间就换股
[21:47] 要不然就凹住
[21:48] 你看凹住
[21:49] 现在去年又回到2100
[21:50] 你一下要凹一下不凹
[21:52] 又短又长了
[21:53] 很尴尬
[21:53] 真的强烈推荐大家去看一下
[21:56] 科斯托兰尼的
[21:57] 一个投机者的告白
[22:00] 那后来我记得
[22:01] 不知道天下海商周
[22:02] 那商周吧
[22:02] 有出他的三套曲
[22:04] 对
[22:04] 那个时候我们还有介绍过
[22:07] 这三套
[22:07] 就三本书的一套
[22:09] 对我这边还有对没有要送书抱歉没有要送书我来说我最近在看证券心理学就是三套书里面其中一个对对对我觉得他的那些法则虽然这个多久了
[22:20] 他已经过世好久了
[22:22] 真的
[22:22] 可是到现在都非常非常适应
[22:24] 他讲的是股市心理学
[22:25] 对对对
[22:26] 所以他是套
[22:27] 股市真的就是心理学
[22:28] 我们刚刚讲那么久
