[00:00] 歡迎收聽趙華宇股貨載第1023集
[10:11] 有一天中興電漲停
[10:12] 今天試電漲停
[10:14] 昨天亞力漲停
[10:15] 然後今天還有九鼎電力漲停
[10:17] 所以他身為一個精神指標
[10:20] 在知道AI缺電
[10:21] AI需要用電的情況下
[10:23] 他天天創新高
[10:24] 別人跟著輪流漲停
[10:25] 挺有意思的
[10:26] 那電源雙雄今天都漲停
[10:28] 剛剛有講到
[10:29] 那BBU也來了
[10:30] 順達漲停
[10:31] ASKY盤中漲停
[10:32] 電的這一塊
[10:33] 是不是在2026年
[10:35] 還是一個蠻強烈的趨勢
[10:38] 沒有錯
[10:39] 我們看到這一次的這個電力的一個需求
[10:43] 主要來自於這個AI
[10:46] AI的這個基礎建設
[10:48] 那麼現在呢
[10:50] 除了這個我們的這個魏哲嘉
[10:53] 魏總之外
[10:55] 馬斯克也說嘛
[10:57] 所以其實呢
[10:58] 我覺得現在大家
[11:00] 因為AI是不得不發展的一個趨勢那麼AI呢他的一個電力需求也就當然也就是持續的一個走高所以我們認為說在整個這個產業的發展上
[11:13] 以我個人來講
[11:14] 我就是很專心的在看電力這個族群
[11:17] 那麼電力這個族群
[11:19] 其實說真的
[11:21] 它分了很多的一個區塊
[11:23] 那麼像剛剛所提到的
[11:25] 這種所謂的重電
[11:27] 這個主要就是一些電線電纜
[11:29] 還有繼電器
[11:31] 那麼還有像是這個配電盤
[11:33] 變壓器
[11:34] 這些相關的這些的一個零元件
[11:37] 那麼這零元件呢
[11:39] 其實對於這個電廠呢
[11:41] 他在蓋電廠時候的一個使用上
[11:44] 就會非常的需要
[11:45] 那麼這次呢
[11:47] Elon Musk甚至他自己都說
[11:49] 他自己要蓋電廠
[11:50] 他沒有想要等這個
[11:53] 什麼都要自己弄
[11:54] 對對對
[11:54] 他要去弄什麼渦輪機啊
[11:56] 自己要去做這個發電廠
[11:58] 他沒有想要再等這個政府的計劃
[12:01] 因為AI的這個腳步不能停
[12:04] 你只要一慢下來
[12:05] 很可能就會被大家追上
[12:08] 所以他這邊來講
[12:08] 他決定自己要蓋電廠
[12:10] 那麼大家想想看
[12:13] 如果說這個Elon Musk
[12:14] 他有這種想法
[12:15] 其他大廠
[12:16] 他不會有這種想法嗎
[12:17] 會哦
[12:18] 對
[12:19] 如果說這又是一個必經的
[12:22] 一個必然會發生的事情
[12:24] 那我就趕快去做一個部件
[12:26] 所以其實在整個infrastructure
[12:28] 持續的一個成長情況之下
[12:31] 我覺得電力相關的這些的一個
[12:33] 重電相關的個股
[12:34] 應該會持續的一個走多
[12:37] 那所以剛剛趙華所提到
[12:39] 包括像是華晨
[12:40] 包括像是試電或中興電等等
[12:43] 甚至包括像是東元吧
[12:46] 我覺得這些都他大同
[12:49] 慢慢慢慢的這些
[12:52] 本來在重電這一塊
[12:54] 沒有說琢磨很深的這些的一個個股
[12:58] 或者公司
[12:59] 因為這個產業的一個趨勢
[13:01] 是如此的發展
[13:03] 他們也不得不跟進大家的一個腳步
[13:06] 所以這部分我個人覺得
[13:08] 大家可以當做一箇中長線的
[13:11] 一個持股的一個標配
[13:13] 我個人認為是標配
[13:14] 因為他必須要有
[13:16] 那第二個環節就是
[13:18] 現在大家在考慮的
[13:20] 就是說在儲能的這一塊
[13:22] 儲能這一塊
[13:23] 因為電費越來越貴
[13:25] 你想這個電力如果說不夠
[13:28] 我們就講用一般的這種供需結構去看
[13:31] 如果需求很大
[13:32] 供給不夠
[13:33] 那最後就是調整價格了
[13:36] 這一般所謂的一個個體經濟的一個所謂的基礎理論
[13:40] 供需結構
[13:41] 那麼電費往上做調整
[13:44] 那對於一些企業來講
[13:46] 可能就會增加他們的成本
[13:48] 所以現在呢
[13:49] 在整個這個表後儲能相關的一個需求
[13:53] 最近在業界也持續的發酵
[13:56] 那表厚除能相關的當然啦
[13:58] 一些除能櫃相關的一個廠商
[14:01] 例如說之前跟大家分享過的
[14:03] 萊寶或者是萊影
[14:05] 或者其他的一些像是臺達店
[14:08] 他們也都有在做類似
[14:10] 但是他們在純度
[14:11] 或者是他比重上沒那麼高的話
[14:14] 基本上還是
[14:15] 我目前接觸到
[14:16] 還是就是以這個萊寶跟萊影為主
[14:19] 那因為他們有搭配非常多的暗廠
[14:24] 所以在這部分
[14:25] 他們也起步比較早
[14:27] 所以我覺得這部分
[14:27] 大家是可以去做關注
[14:29] 那麼至於說今天大漲的
[14:31] 大家還會關注到就是BBU
[14:35] 那BBU說實話
[14:37] 已經成績很長一段時間
[14:38] 我們剛好昨天
[14:40] 有一位聽眾有傳訊息問我
[14:43] 我不曉得你聽到了沒有
[14:44] 因為你沒有回我
[14:44] 他就是在問ASKY
[14:46] 所以我們昨天有花一點篇幅講
[14:48] 但我也沒料到
[14:49] 今天會因為盤這麼好
[14:50] 他們就全體大復活
[14:51] 因為我還是建議說
[14:53] 你還是看看
[14:53] 有沒有這個落底的訊號
[14:55] 會比較好
[14:55] 那ASKY今天這樣
[14:57] 長勢就是有點V
[14:58] 不過順達是已經有點回溫
[15:00] 本來就前兩天就有點回溫
[15:02] 所以我覺得
[15:03] 這個族群能不能延續呢
[15:05] 這個就靠維泰來幫我們分享
[15:07] 好
[15:08] 如果說就產業面來講
[15:10] 我跟大家分享一個訊息
[15:12] 因為我有個學生
[15:14] 當然也是我的朋友
[15:15] 他是在某一家BBU的
[15:18] 這個電磁芯的公司上班
[15:21] 他在1月4號那一天
[15:23] 就跟我講說
[15:24] 他們今年的Forecast已經排完了
[15:27] 所以總公司要他們去排2027年
[15:29] 對
[15:31] 所以他就必須要去問客戶
[15:32] 你2027年要多少貨
[15:34] 因為現在電磁性這部分
[15:36] 2026年基本上
[15:37] 他們的產能全部都booking完了
[15:38] 被人家booking完了
[15:40] 所以基本上
[15:42] 在整個BBU相關的這個產業來講
[15:46] 基本上是我個人認為
[15:48] 是沒有太大的一個疑慮
[15:50] 因為大家的整個需求上都非常的好
[15:53] 我是從最上游的電池
[15:55] 新的這一塊
[15:56] 去做這個double check
[15:58] 但是為什麼現在
[16:00] 這個就像剛剛
[16:02] 趙法所提到的
[16:04] 就是有投資朋友在問
[16:05] 說為什麼BBU
[16:06] 已經沉寂很長一段時間
[16:08] 事實上在2026年
[16:11] BBU它面臨到一個
[16:13] 很大的一個分水嶺
[16:15] 就是HVDC的一個採用
[16:18] HVDC它是用
[16:20] 800伏以上的
[16:22] 這個所謂的一個高壓
[16:24] 所以在過去
[16:26] 這些本來就
[16:28] 比較專長在一些所謂的一個低
[16:30] 低電壓的這些所謂的BPU廠商
[16:33] 他們現在呢都開始要去
[16:35] 想要去
[16:37] 更改
[16:37] 他們的設計
[16:39] 要去符合就是最新的這個HVDC
[16:42] 相關的一些規格
[16:44] 所以現在你說
[16:45] 過去能夠拿到
[16:47] 就是新一代的HVDC的這個
[16:50] 過去能夠拿到GB200或GB300這些BPU廠商
[16:54] 他會不會接下來拿到HVDC的這個訂單
[16:58] 說實話不一定
[17:00] 我們只能夠說
[17:04] 在過去有做過的人
[17:06] 他們會比較有這個經驗
[17:08] 他們是比較有可能會接到單
[17:11] 那麼現在的狀況就大家都在送樣
[17:14] 可是呢
[17:15] 在過去電壓都還沒有這麼高的情況之下
[17:20] 你要去測那個BBU
[17:21] 它除了要去測那個測報之外
[17:24] 會不會測報
[17:25] 還要在電池組的上下會不會影響到
[17:28] 然後整個的溫度會不會影響到
[17:30] 你一排報了之後
[17:33] 會不會影響到其他排
[17:34] 光是做上一代的BBU的這種所謂的測試
[17:38] 都要花很多很多的時間
[17:40] 更不要說現在在800伏的這個架構之下
[17:43] 所以我只能夠說
[17:46] 現在大家就只能等
[17:47] 是
[17:47] 就只能等
[17:48] 那最快大概五月份六月份
[17:50] 會有一些
[17:51] 可能會有一些新的名單
[17:53] 跑出來
[17:54] 但是目前大家都不敢說
[17:56] 花落誰家
[17:58] 所以大家也就只能夠說
[18:00] 有低的話我買一下
[18:02] 但是你叫他市場上
[18:04] 要去做大幅度的追加
[18:06] 我個人認為一般來講
[18:07] 如果真的懂產業的人
[18:09] 大概不會去做這個事情
[18:10] 但是呢
[18:12] 我要說的事情是
[18:14] 因為這一次有點
[18:15] 算是重新洗牌
[18:16] 所以你過去
[18:18] 我剛剛有提到
[18:19] 你過去接得到單子
[18:20] 當然有比較大的機會
[18:21] 有機會再接到
[18:22] 可是有可能是過去沒接到
[18:24] 今天有機會接到
[18:26] 所以像這次除了臺達店在漲之外
[18:29] 它漲很合理
[18:30] 因為800VHVDC
[18:32] 它本來就有在做
[18:34] 而且說實話龍頭接不到不太可能
[18:36] 因為規格是它開的
[18:38] 是它跟黃仁勳建議的
[18:40] 對嘛
[18:40] 所以臺達店一定是
[18:41] 遊戲規則它定的
[18:43] 有時候龍頭的好處在這裡
[18:44] 雖然龍頭會遇到
[18:45] 可能第二供應商
[18:46] 第三供應商來競爭
[18:48] 可是有新的東西
[18:49] 他應該第一個會拿到
[18:50] 對
[18:50] 因為規格是他開的
[18:52] 所以基本上他一定
[18:53] 他會長是很正常的
[18:55] 而且他
[18:55] 真的啊
[18:57] 現在只是說
[18:58] 這些所謂的BBU廠商
[19:00] 他能不能夠跟臺達店搭上邊
[19:03] 是
[19:04] 能不能夠獲得臺達店的認證
[19:06] 是
[19:06] 例如說像新勝利
[19:07] 新勝利
[19:08] 很多人在講他
[19:09] 對
[19:09] 因為他就是跟
[19:10] 他就是臺達店
[19:11] 他們就是
[19:12] 就是有人傳說
[19:14] 臺達店說他不錯
[19:15] 是
[19:15] 就是
[19:16] 他一直在講這個題材
[19:18] 感覺上應該是真的啦
[19:19] 對對對
[19:20] 但是
[19:21] 現在
[19:22] 要跟他
[19:23] 要跟他競爭的對手
[19:24] 也很多囉
[19:25] 對啦
[19:25] 然後呢
[19:27] 在Power Supply的部分
[19:29] 也就不是隻有臺達電啦
[19:31] 現在連康書都要出來啦
[19:32] 康書最近也漲很多
[19:33] 對不對
[19:33] 系統店也說他要做啊
[19:35] 系統店是結合那個
[19:36] 加白玉嘛
[19:37] 系統店因為之前
[19:38] 也會有一些業內
[19:39] 一直講說
[19:40] 注意一下系統店
[19:41] 感覺上也是有在爭取什麼嘛
[19:43] 對
[19:43] 才會傳出這種
[19:43] 對嘛
[19:44] 他就結合加白玉嘛
[19:45] 對不對
[19:45] 然後
[19:46] 順達本來就有嘛
[19:47] 對
[19:47] 對不對
[19:48] 然後所以現在
[19:48] 我跟大家講
[19:49] 就是這個洗牌
[19:50] 還沒有洗到最後
[19:52] 是
[19:52] 最後花落誰家還不知道
[19:54] 好
[19:54] 對
[19:55] 但如果資本比較雄厚的
[19:56] 全部都買
[19:57] 就不會落高
[20:00] 確實剛剛點名到了幾家
[20:03] 就是新勝利加百裕
[20:04] 對不對
[20:05] 這一組
[20:06] 然後順達
[20:07] 我昨天有提到說
[20:08] 其實我比較看不懂順達
[20:09] 說他本意比對我來說
[20:10] 真的相當高
[20:11] 可是也因為順達
[20:12] 有拿得到一些新的案子嘛
[20:14] 所以這個應該也是確定
[20:16] 因為法人很喜歡順答
[20:17] 那SKY
[20:18] 我覺得他可能會比較辛苦
[20:20] 就是說
[20:20] 這個老大哥
[20:21] 可能會被人家一起在搶東西
[20:24] 所以他要維持這個領先地位
[20:26] 大家會有點concern
[20:28] 但他今天當然盤中也有表態
[20:29] 他們都不是一開盤就表態的
[20:31] 都是今天可能盤真的很熱
[20:33] 然後資金早啊早啊早
[20:35] 然後到了10點11點
[20:37] 突然覺得這東西好像
[20:38] 好久沒有漲了
[20:40] 也符合AI題材
[20:41] 對不對
[20:41] 然後就通通拉起來
[20:42] 但接下來誰有拿到業績
[20:44] 這件事情
[20:45] 以及有沒有傳出
[20:46] 跟大廠真正進行合作
[20:48] 可能會決定了
[20:49] 他接下來能不能走得遠
[20:51] 那我覺得也不囉嗦
[20:52] 就大家還是可以
[20:54] 關注一下法人籌碼啦
[20:55] 如果今天投信跟外資
[20:57] 尤其是投信
[20:58] 他相對喜歡的
[20:59] 尤其現在主動式基金
[21:00] 很聰明啊
[21:01] 主動式基金現在
[21:02] 就是很猛啊
[21:03] 為了績效
[21:04] 就到處在找
[21:05] 有沒有誰低估了
[21:06] 然後我就來拱
[21:07] 因為你拱到天上的時候
[21:08] 人家可能會踩你嘛
[21:09] 所以通常也是跟
[21:10] 黃金右下角學習
[21:12] 到處在找
[21:13] 有題材黃金右下角
[21:14] 如果今天頭信又重新回注到
[21:16] 這一個BBU的這個族群
[21:18] 我覺得他們的路
[21:19] 就會相對比較兇悍
[21:20] 我覺得這個是
[21:21] 你可以讓法人幫你做篩選
[21:25] 因為他們肯定
[21:26] 摳完公司以後
[21:27] 會有他們的想法
[21:28] 我覺得
[21:29] 但是BBU肯定
[21:30] 它還是一個主流
[21:32] 就是它不會因為
[21:33] 整個2026年都沒有它的戲
[21:35] 我覺得是不至於的
[21:36] 對
[21:37] 那不過剛剛我們也有講到
[21:38] 像重點
[21:39] 這邊想要再追問維泰
[21:41] 因為華晨是精神指標嘛
[21:42] 可是華晨本一比60倍以上
[21:44] 天天創新高
[21:45] 其他像中興電 試電 亞力
[21:48] 可能是接下來三個大家注意的
[21:50] 還有低價組就是大同跟東元
[21:53] 還有蔓延到電線電纜
[21:56] 例如大亞今天漲停板
[21:58] 很多人覺得重電漲到後來
[22:00] 電線電纜也會來
[22:01] 而他們都是幾十塊的公司
[22:03] 你覺得可以在今年做這樣的聯想
[22:06] 還是我們就鎖定在
[22:07] 以華晨為主然後中興電 亞力 試電的迴圈我個人認為做投資其實應該產業的主軸要抓住
[22:20] 但是標的部分
[22:22] 倒可以靈活一點
[22:23] 我是覺得是這樣
[22:25] 因為其實
[22:25] 市場上面的資金
[22:27] 會是很靈活的在跑
[22:29] 沒有錯
[22:29] 對
[22:30] 所以你其實
[22:30] 你要單押華晨
[22:32] 或者是你要
[22:33] 每檔都有
[22:35] 中興電
[22:36] 我覺得其實也都可以
[22:38] 那像這裡面這樣
[22:40] 我個人其實對中心店
[22:41] 其實比較有興趣
[22:43] 因為它真的就是本一比低
[22:45] 然後獲利
[22:47] 然後再手訂單又多
[22:48] 對
[22:48] 而且它在整個佈局上
[22:50] 包括像氫能源
[22:52] 對
[22:52] 它其實有很多東西都走在前面
[22:55] 對
[22:55] 就是什麼時候會開花結果而已
[22:57] 什麼時候市場願意
[22:58] 讓它連續性的上漲
[23:00] 對
[23:00] 那這部分可能就是
[23:04] 大家少少佈局
[23:06] 至於說其他的一些
[23:09] 例如說亞歷
[23:10] 或者是大亞
[23:15] 等等這些的個股
[23:16] 我覺得基本上就
[23:17] 借一下愛倫的
[23:21] 用這動能交易
[23:23] 看形態其實都不錯
[23:25] 但亞歷漲多了
[23:26] 對
[23:27] 我就用那個方式去做操作
[23:29] 但其實我不是不會
[23:30] 只是說我個人的習慣
[23:32] 你本來就會
[23:32] 你開盤扒法
[23:33] 你知道我們在盤中很忙
[23:36] 就是對那種事情就是
[23:37] 沒辦法盯那麼緊
[23:39] 而且有些人是看得到吃不到
[23:42] 所以我就覺得
[23:43] 與其講那些讓人家看得到吃不到的
[23:45] 乾脆我們就講一些
[23:46] 讓大家可以好好的穩穩的操作
[23:49] 然後賺到
[23:50] maybe一個波段的機會
[23:52] 所以我覺得這個就是看每個人
[23:55] 但基本上我覺得這些
[23:57] 產業只要是對的話
[23:58] 基本上大家不需要太過度的擔心
[24:02] 那就是說把大家的這個資金控管好
[24:06] 然後呢成本呢
[24:08] 儘量不要說過度的追高
[24:11] 基本上因為這種股票
[24:12] 第一個就是
[24:12] 以目前的行情來講
[24:15] 就大家很熱
[24:15] 就連漲一天兩天
[24:17] 搞不好就休息個三四天
[24:20] 所以你不小心追高了
[24:21] 難過的是自己
[24:23] 難過的是自己
[24:26] 不是我
[24:26] 難過自己
[24:27] 所以我覺得
[24:28] 這部分就是大家可以自己去調整一下
[24:31] 每個人的一個操作的節奏
[24:33] 好那像PCB的部分
[24:35] 對不對
[24:35] 之前如果大家覺得
[24:37] 上游好貴
[24:38] 漲好多
[24:38] 今天其實也多多少少有迴盪
