[00:00] 欢迎收听赵华与古惑仔第1087集
[03:38] 如果你真的持股也不算低的
[03:41] 真的不用在这个市场最high的时候
[03:44] 硬要去做加码的动作
[03:46] 那为什么还是觉得
[03:48] 这个蛮容易回档的
[03:50] 其实很多的个股
[03:52] 包含联发科或者是台达电
[03:57] 我非常看好没错
[03:58] 可是你可以看到台达电
[04:00] 最近的股价长什么样子
[04:02] 今天也都很强
[04:03] 对批发批发
[04:05] 今天回档他照样在创高
[04:07] 对
[04:07] 我常常讲
[04:09] 这样的情况下
[04:10] 他明天的法说
[04:11] 到底要说出什么
[04:12] 才能隔天开高
[04:14] 对
[04:14] 大家要去思考这个问题
[04:17] 就是短线真的涨太多
[04:19] 就是现在最大的压力来源
[04:21] 那但是当然啦
[04:23] 就是说不代表说
[04:24] 它一定会趋势反转
[04:26] 但是震荡的幅度加大的
[04:28] 这个几率是高的
[04:30] 那我会觉得
[04:32] 我到最后自己都会觉得很纳闷
[04:35] 就是这个市场一直往上走
[04:38] 我就要跟大家讲说
[04:39] 先冷静一下
[04:41] 那回过头来啊
[04:42] 昨天OpenAI好了
[04:44] 他讲出这样的讯息
[04:46] 大家又开始负向解读
[04:47] 我又要来安慰说
[04:49] 其实也没有那么出现太大的
[04:52] 好像也不是新的消息
[04:55] 之前本来就有一点点这样的问题
[04:57] 对应该最主要的关键点就是
[04:59] 先给大家几个概念
[05:01] 就是他的使用户还在持续成长
[05:05] 但是现在问题在哪里
[05:07] 在于他的市占率
[05:09] 其实他之前市占率都有80几%
[05:11] 他掉到现在剩下60几
[05:14] 但是他自己家的用户总数
[05:18] 还在往上走
[05:19] 所以你就知道
[05:20] 这个AI的成长速度有多快
[05:22] 就是它从80级掉到60级
[05:24] 但最后总数还是增加的
[05:26] 那重点也不是说
[05:28] 大家使用AI不用了
[05:30] 重点是因为
[05:31] 大家在使用的过程当中
[05:34] 谁比较好
[05:35] 大家在那边转来转去
[05:36] 所以变成OpenAI
[05:38] 看起来没有像
[05:39] 这个两年前感觉
[05:41] 好像就非它不用的那个感觉
[05:44] 所以自然它的成长力道
[05:46] 可能会趋缓
[05:47] 所以他們昨天會講出這樣的狀況
[05:50] 也不是太意外
[05:51] 那我常常覺得
[05:52] 對沒有錯
[05:53] OpenAI具有一定的
[05:55] 很重要的指標性意義
[05:57] 但是如果真的
[05:58] 現在慢慢的可取代者
[06:01] 已經慢慢出現了
[06:02] 如果代表未來
[06:04] 它真的狀況持續往下走
[06:06] 也不代表這個整個
[06:07] 整個AI動能就充實結束
[06:10] 我還是要強調
[06:11] 看的是這個AI的總量
[06:13] 只要大家還在使用
[06:15] 就是使用人口還在持續增長
[06:17] 那四大云端业者就会持续投钱
[06:20] 回到台湾的这个所谓的硬体厂商的部分
[06:24] 自然就有获利空间
[06:25] 当然最后还是要提到就是目前的角度
[06:29] 就今天的指数我也蛮意外
[06:31] 下半场还可以又拉上来
[06:34] 真的是
[06:35] 对啊 盘中还翻红
[06:36] 这个我真的是无话可说
[06:38] 强到不可思议
[06:39] 但是要提醒大家
[06:40] 就过往经验
[06:42] 这种氛围在翻转
[06:44] 就会在甚至一天就会出现
[06:46] 所以现在强势呢
[06:48] 也真的也不要太乐观
[06:50] 也不要一直觉得
[06:50] 这个所谓的怪力率过高
[06:53] 这个东西已经不管用了
[06:55] 就是怪力率过高的问题
[06:57] 就是不真的事实
[06:58] 所以代表着风险是偏高的
[07:01] 我常常讲
[07:01] 就是说如果你持股低
[07:03] 那即使怪力率高
[07:05] 你还是得买
[07:06] 但是如果你持股已经不低了
[07:08] 就不需要一定要在
[07:10] 全市场最high的时候
[07:12] 硬要去做加码的动作
[07:14] 后续来讲震荡整理
[07:15] 尤其刚刚提到
[07:16] 无论是台达电
[07:18] 联发科
[07:19] 或者是刚刚提到
[07:20] 四大云端业者
[07:22] 上一次的资本支出
[07:23] 讲的这么高的数字
[07:26] 让大家觉得很惊讶
[07:27] 这一次要再往上提高
[07:30] 真的很难
[07:31] 联准会也一样
[07:32] 我也不太相信鲍尔会
[07:34] 讲出什么比较偏戈的言论
[07:37] 他偏音我觉得合理
[07:39] 但是理论上要偏戈有难度
[07:41] 对 这个礼拜还包括联准会
[07:43] 利率决策会议
[07:44] 应该是Borrow的最后一次主持
[07:46] 应该
[07:47] 我的说法是说
[07:49] 油价在这么高的水位
[07:51] 他怎么可能说出割派的言论
[07:53] 所以理论上是偏阴
[07:55] 只是说偏阴
[07:56] 大家也都在预期当中
[07:57] 所以不见得对股市有冲击
[07:59] 但无论如何
[08:00] 就是涨这么多
[08:02] 无论从台湾的法说
[08:04] 到美股的财报
[08:06] 到联准会的动向
[08:08] 都很难说出惊喜
[08:10] 让现在这个位阶再往上挺进
[08:13] 所以我个人觉得在这里
[08:15] 这个礼拜先观察一下吧
[08:17] 然后如果有拉回再做布局
[08:19] 否则我会建议短线
[08:20] 可能先稍微就是呈现光旺的态度
[08:24] 因为AI达人嘛
[08:26] 当然对AI是乐观的
[08:28] 我也必须说
[08:29] 这个OpenAI这件事情
[08:31] 它不是新闻
[08:32] 我还记得明翰常常讲一句话
[08:34] 不是最新的利空
[08:35] 它就不能算利空
[08:37] 我觉得这个是很有道理的一句话
[08:39] 你看它这件事情
[08:41] 之前有没有造成甲骨文重挫
[08:43] 其实有
[08:44] 因为大家一直觉得
[08:45] 甲骨文账上那一些未实现的合约
[08:48] 有很大一部分来自OpenAI
[08:50] 那OpenAI可能付不出来
[08:51] 但是后来甲骨文自己也有出来澄清
[08:54] 他有去强调他的财务体质
[08:56] 没有问题这件事情
[08:57] 因为当时这个不只影响到甲骨文的股价
[09:00] 是影响到甲骨文的债性
[09:02] 这个是一个严重的事情
[09:05] 就是为什么大家说宁愿当债主
[09:07] 不一定愿意当股东
[09:08] 就是债性反而有时候会比他的股价
[09:11] 更加的影响到大家的权益
[09:14] 差点这个就要被降频了
[09:16] 所以赶快出来做澄清
[09:18] 当然我必须讲
[09:20] OpenAI的事情
[09:21] 不能说是完全都不要理他
[09:24] 这个当初开的那些支票
[09:25] 如果真的都不能兑现
[09:27] 自然是严重
[09:27] 而且也包括
[09:28] 挥达要投OpenAI的事情
[09:30] 后来把金额减少了
[09:31] 也觉得这家伙
[09:32] 可能没有像想象中这么靠谱
[09:35] 但是我觉得这段时间
[09:37] 如果用比较高的制高点来看的话
[09:39] 就是刚刚明汉哥讲的
[09:40] AI的发展跟应用
[09:42] 我想是毋庸置疑
[09:44] 所以大家如果觉得
[09:45] OpenAI没有那么可信任的时候
[09:47] 他们就会把资金
[09:48] 去做其他的分散投资
[09:50] 例如说
[09:51] 辉达他可能就跑去
[09:52] 买了一些细光子的公司
[09:54] 他就把钱
[09:55] 他有钱
[09:55] 重点是今天
[09:57] 会提出资本支出的
[09:59] 这些大厂们
[09:59] 是真的有钱的
[10:00] 所以今天
[10:01] 如果你今天OpenAI不堪用
[10:03] 他们一定还是有
[10:04] 别的变通的方式
[10:05] 我不用你OpenAI
[10:07] 也会有别人
[10:07] 开发新的软体出来
[10:09] 对不对
[10:09] 所以我觉得事情没有这么的
[10:13] 不会比第一次听到更加严重
[10:16] 对
[10:16] 但是因为刚好也过热
[10:18] 我们昨天也聊到一件事
[10:20] 事情就是很奇怪
[10:21] 你在转的时候
[10:22] 你会觉得都不会停了
[10:24] 你在叠的时候
[10:24] 也觉得都不会停了
[10:25] 好
[10:26] 可是事情都会有一个转弯
[10:28] 例如在叠的时候
[10:29] 发生什么事
[10:30] 可能川普就表示他想和谈
[10:33] 其实那一天
[10:34] 即使大家有点觉得被他耍了
[10:36] 因为后来伊朗说没这事
[10:38] 可是可以看到
[10:39] 那一天几乎就是一个拐点
[10:40] 就是他想要谈
[10:42] 那大家觉得这个事情
[10:43] 终究要结束
[10:44] 不会更严重
[10:45] 就拐点了
[10:46] 这个是下跌时的拐点
[10:48] 那上涨时的拐点呢
[10:49] 也很可能
[10:50] 就是也许明天华尔街发现
[10:53] 四大运动院院者是好
[10:54] 但没有多好
[10:55] 或是没有比想象中
[10:57] 更惊艳的好
[10:58] 跟台积电法说一样的话
[10:59] 那可能又会跌了
[11:00] 就很奇妙的在乖离大
[11:02] 或是跌到一定程度的时候
[11:04] 会出现某个事件
[11:05] 让他踩个刹车
[11:06] 我觉得啦
[11:08] 我还是认为说
[11:09] 这个拉回最重要主因
[11:11] 八九成真的就是涨太多
[11:13] 那这个时候就要找一些理由
[11:15] 因为这些老师都不是很重要
[11:18] 因为刚才提到
[11:19] OpenAI这个问题
[11:20] 其实半年前
[11:21] 从Gemini突然串出
[11:23] 大家就已经知道了
[11:24] 对
[11:24] 因为就看到它的市占率在掉
[11:26] 而且他还推了很多邮回方案
[11:28] 希望大家不要气他
[11:29] 因为那时候大家就有感
[11:30] 因为就使用者有感
[11:32] 因为很多人就跳槽了
[11:33] 所以你也知道
[11:34] 之后他家会有压力
[11:36] 这必然的
[11:37] 那但是對台股來講是沒有什麼太大影響性
[11:41] 因為記得一件事情大家就台灣的部分比較在意的是使用者的總量
[11:47] 因為你不管是用這個所謂的Google的還是用OpenAI的軟體
[11:52] 到最後他們硬體都要持續增加
[11:54] 所以最後結論呢
[11:56] 當然人家會覺得可能會有一點點中間的所謂的派餅的變動
[12:00] 因為如果你今天走OpenAI就是走輝達的GPU
[12:04] 那如果你走Google的部分
[12:06] 可能就是走Google TPU
[12:08] 所以部分的个股会影响
[12:11] 但台湾几乎都是跨产业在时
[12:14] 没错没错
[12:14] 回过头来
[12:15] 我觉得有压力的应该是在回答
[12:17] 因为它是GPU
[12:19] 没有错
[12:19] 但是它这几年也发现
[12:21] 所以它在TPU的部分
[12:23] 也有大量的耕耘
[12:25] 所以最后我的看法都是一样
[12:27] 就是记得刚刚最早提到
[12:29] OpenAI讲完
[12:31] 并不是说它最近的
[12:32] 这个所谓的客户量开始衰退
[12:34] 它是增长的幅度减缓而已
[12:37] 那所以呢
[12:38] 一样的问题就是
[12:39] 你也不用担心说
[12:41] OpenAI它搞不好会倒
[12:42] 其实它最主要的
[12:44] 现在的问题是
[12:44] 这个AI大饼
[12:45] 增长速真的很快
[12:47] 所以你也不用担心它倒了
[12:49] 它只是说
[12:50] 没有想象那么乐观而已
[12:52] 未来市场的焦点
[12:53] 就慢慢不会放在它身上
[12:55] 会慢慢转去Google
[12:57] 各样的这些
[12:58] 目前高速成长的个股
[13:00] 但回过头来
[13:01] 我刚刚讲台湾
[13:03] 其实你也不用猜的太明显
[13:04] 就是无论你是GPU的这个机柜
[13:08] 还是TPU的机柜
[13:09] 最后都是台湾出的
[13:11] 所以结论并不会有太大的差异
[13:13] 其实这个事情我们早就讨论过了
[13:15] 就是之前还有一个雷
[13:17] 就是在挥打GPU
[13:19] 那后来大家都要自研晶片
[13:20] 大家觉得GPU市占率就会下滑
[13:23] 会被人家侵蚀
[13:24] 毛利也不可能那么高
[13:25] 然后我们就讲过了
[13:26] 你管它
[13:27] 大家知道ASIC不是台湾厂商也受惠
[13:30] 只要整体的饼是大的
[13:32] 以前大家都说台湾做代工没有自己的品牌怎么样怎么样的现在我们的代工就是个品牌这句话不是今年才发生的其实以前台积电就说过这样的话了
[13:44] 就是台积电代工是不是个品牌
[13:46] 当然是啊
[13:47] 你一定要找台积电
[13:49] 你才拿得到最先进的制程
[13:51] 对不对
[13:52] 所以这个事情
[13:53] 台湾反而是
[13:55] 不管你要发展GPU
[13:56] TPU
[13:57] 各家有自己的晶片
[13:59] 马斯克说他的自研晶片
[14:00] 以后会是全世界最多的
[14:01] 没有关系
[14:03] 台湾都会有
[14:04] 我觉得这个事情也是支持
[14:07] 为什么这一波我们可以
[14:09] 就是修正也没有太多
[14:10] 就上来的一个很大原因
[14:12] 不过就是涨多了
[14:14] 涨多了
[14:15] 如果我们在一个
[14:16] 我们的基本面非常良好
[14:19] 然后多头区是没有改变的前提下
[14:22] 遇到回档
[14:23] 那就是找买进机会
[14:25] 这个事情真的是从
[14:27] 就今年以来不停的强调
[14:29] 因为大家很容易在有一点回档
[14:31] 就开始没有信心
[14:32] 好像上去的时候又很formal
[14:34] 那这边的话
[14:34] 我们就一个产业一个产业
[14:36] 来问明汉哥
[14:38] 我们先问的就是细光子好了
[14:40] 因为细光子前一波
[14:42] 真的叫做没有一天要回档的
[14:44] 而且最厉害的就是
[14:45] 就算公布了一些财报营收
[14:47] 并没有说多漂亮
[14:48] 照长不误
[14:49] 联亚可以到3000块
[14:51] 这些事情都让大家觉得
[14:53] 这个要怎么上车
[14:55] 但最近回档了
[14:56] 很多都是在月线附近
[14:59] 甚至破季线了
[15:00] 那要不要在这个位阶
[15:02] 去找自己喜欢的CPU
[15:04] 我觉得CPU
[15:06] 我觉得一起讲
[15:08] 我觉得它可以跟谁一起讲
[15:09] 连发哥
[15:10] 发哥
[15:11] 他们有一个共通特点就是
[15:13] 明年成长应该就是板上钉钉
[15:16] 应该不太会有太大的意外
[15:19] 明年会喷出
[15:20] 但今年的动能其实不怎样
[15:23] 大概两个都是一样
[15:25] 就是发哥跟这个CPU
[15:27] 那今年CPU今年还有点贡献
[15:30] 联发科是几乎今年TPU几乎不太会有
[15:34] 所以这个角度呢
[15:36] 我常跟投资人讲
[15:37] 记得一件事情
[15:38] 就是股价它会提早反映现实面
[15:42] 就是半年
[15:43] 那如果所以会有一个问题
[15:46] 就是假设明年
[15:47] 而且我讲的明年
[15:48] 不代表明年的1月1号就开始喷出
[15:51] 所以如果就现在4月
[15:53] 要去反映明年的角度
[15:55] 我觉得有点言之过早
[15:57] 当然当大家确认
[16:00] 它就是会有一波的上扬
[16:02] 但是它会有一个问题
[16:04] 就是它不像现在一直有数字的个股
[16:08] 它可以涨多跌少
[16:10] 涨多跌少
[16:11] 不断的垫高
[16:12] 持续创高
[16:13] 这种族群就是一股作气的持续盆
[16:16] 结束之后它会拉回
[16:18] 而且会休息比较久的时间
[16:20] 因为很简单的道理
[16:22] 就是你涨很多
[16:24] 我在過程會說吹噓說明年有多厲害
[16:27] 這認不認同 認同
[16:28] 但它股價漲了
[16:30] 在這個過程當中
[16:31] 你不知道到哪裡才超漲
[16:33] 所以它就是一股作氣一直往上衝
[16:35] 當你一回來的時候
[16:38] 這個才是考驗的開始
[16:39] 就是告訴大家激情結束了
[16:41] 我們來檢視
[16:42] 這一段超漲到底要跌到哪裡才要止穩
[16:46] 問題來了
[16:47] 就是今年的獲利其實是沒有明顯增長
[16:50] 所以你用明年的獲利
[16:52] 大家又没有那么自信
[16:54] 明年到底是获利成长六成还是八成
[16:56] 大家谁说的都不准
[16:58] 所以就会导致拉回的空间相对大一些些之外
[17:02] 重点是同个题材要再炒
[17:05] 相对来讲就很难了
[17:07] 因为讲明年一定OK一定OK
[17:10] 年初炒一波
[17:11] 年终要再炒一波
[17:13] 第二波就很难上
[17:14] 所以最后通常我觉得
[17:16] 下一次再转强
[17:19] 又有像这次有这么大的一个波段
[17:21] 他理論上應該是要在
[17:23] 他真正獲利進來的半年那一次
[17:26] 因為那一次來講
[17:27] 第一就是數字要進來了
[17:29] 所以如果今天我是主力
[17:31] 我就在那個時間點
[17:32] 我就比較有自信了
[17:34] 我今天提早三季我就進場
[17:36] 再炒第二次
[17:37] 相對來講我就會擔心
[17:38] 我沒辦法一鼓作氣
[17:40] 直接去接上現實面
[17:42] 那如果剩下半年呢
[17:44] 我就開始轉
[17:45] 把這個股價慢慢買
[17:47] 讓它轉強之後
[17:48] 那后续这个数字要进来
[17:52] 他就有机会接上真正的这个
[17:55] 无论营收或财报的数字
[17:57] 所以结论来讲就是CPU啦
[18:00] 跟这个发哥来讲
[18:01] 如果转入可能都要等待下半年
[18:05] 才会再找机会
[18:07] 所以我觉得投资人自己
[18:09] 这个所谓的节奏的部分
[18:11] 要稍微拿捏一下
[18:12] 我也觉得最近的CPU
[18:14] 会让我觉得比较怪怪
[18:16] 大家还记得吗
[18:17] 之前我一直说
[18:18] 等他们到际线
[18:19] 因为那一次是博通
[18:21] 在也是电话会议的时候
[18:23] 提到说
[18:23] CPU他觉得要2028年
[18:25] 然后而且这个
[18:26] 不会有很快的光镜同退
[18:28] 而是光同并进
[18:29] 那一次CPU有先杀
[18:31] 可是那个时候的势头
[18:32] 实在太强了
[18:33] 就杀个一两天吧
[18:34] 就马上恢复上涨
[18:36] 不用说什么月线
[18:37] 可能有得到十日线而已
[18:38] 但今天如果大家
[18:40] 把CPU的图打开来看
[18:41] 真的长得比较不一样
[18:42] 我刚刚随意的
[18:43] 因为CPU这个族群
[18:44] 后来搞得很大
[18:45] 就有人有设备也叫CPU
[18:47] 有人是LED也叫CPU
[18:48] 有人是传输线
[18:50] 他也叫CPU
[18:51] 我就讲比较正统的几家
[18:52] 例如说光圣里亚
[18:54] 华星光
[18:54] 上权
[18:55] 这个应该就是耳熟能详的老CPU
[18:58] AI有老AI
[19:00] CPU有老CPU
[19:02] 我刚看了几乎
[19:04] 强的就是接近月线
[19:07] 然后中的就是破月线
[19:09] 然后像光圣是破季线
[19:11] 真的这一次的回荡幅度比较深之外
[19:13] 也不要忘记一件事
[19:14] 之前CPU真的有非常多的
[19:16] 那只主力家投信
[19:17] 在一路的拱上去
[19:19] 无限上纲的拱上去
[19:21] 这波回档
[19:22] 投信都在卖
[19:23] 而且20分钟分盘
[19:25] 投信还是想办法卖
[19:26] 我觉得这是比较可怕的
[19:28] 因为如果大家有做过
[19:29] 20分钟分盘
[19:30] 就知道那有多麻烦
[19:31] 你想买
[19:32] 会很乐意去圈钱
[19:34] 因为你一定是非常肯定
[19:35] 非常想买
[19:36] 但是你想卖
[19:37] 那也是非常想要卖
[19:39] 才会愿意圈钱
[19:40] 在那边20分钟撮合
[19:42] 在那边卖
[19:42] 如果CPU它20分钟分盘
[19:45] 投信还能卖到上百张
[19:47] 你就知道他们多想卖
[19:48] 我就不说哪一档了
[19:51] 真的是上百张在卖他
[19:53] 所以现在的话
[19:54] 就是感觉上筹码
[19:55] 真的是比较松动
[19:56] 那这样的态势
[19:58] 恐怕就会像明汉哥讲的
[20:00] 他回档
[20:01] 因为我们很难设限说
[20:02] 他本一笔从100变成80
[20:05] 叫做合理吗
[20:06] 不知道
[20:07] 所以不妨等一等
[20:09] 因为太多被关了
[20:10] 反正交易也不方便
[20:12] 等一等
[20:12] 如果筹码沉淀下来
[20:14] 而也有所谓的领头羊
[20:16] 我还蛮重视这件事情的
[20:17] 就是族群里面
[20:18] 有没有哪一个领头羊
[20:19] 他率先往他的前高迈进
[20:21] 像记忆体就有一点点
[20:23] 这样的现象
[20:24] 那也许这个族群
[20:25] 他又会整个大复活
[20:27] 现在看起来是压力比较大一点
[20:29] 可是对于非常喜欢CPU
[20:31] 之前绝都没有参与到的
[20:32] 也不妨等他下来
[20:34] 如果有稍微沉淀的话
[20:35] 也许就是大家入手的时机
[20:36] 对啊
[20:37] 那上次那一波
[20:39] 什么都赚不到嘛
[20:40] 对不对
[20:40] 那这一波也许
[20:41] 我们就从半山腰开始
[20:43] 也是一个想法
[20:44] 这CPO
[20:45] 那刚有点名到记忆体
[20:46] 就顺势来讲记忆体好了
[20:48] 昨天我也跟大家分享说
[20:50] 我觉得记忆体这一波
[20:51] 看起来也会是一个
[20:52] 比较整齐回来
[20:53] 是因为有人创新高
[20:54] 因为宇瞻在模组场里面
[20:56] 创新高
[20:57] 今天谁来了
[20:58] 旺红来了
[20:59] 其实旺红今天创历史新高
[21:01] 但是被压回来
[21:02] 那群联还不错
[21:04] 有从头抢到尾
[21:05] 那旺红至少是收红的
[21:07] 可是像模组类的
[21:09] 今天反而在威刚跟实权
[21:10] 公布了第一季的季报
[21:12] 明明就是吓死人的成绩
[21:13] 实际上27块
[21:15] 微钢30块
[21:16] 可是两档就是被打下来
[21:19] 因为市场的感受是
[21:20] 模组厂你可能低价库存卖完
[21:22] 那如果说你低价库存卖完
[21:24] 你后面的库存的价格比较高
[21:26] 那不就是毛利会被侵蚀
[21:28] 就没有那么看好了
[21:30] 会有这样一些说法
[21:31] 那这边的话
[21:32] 不晓得明翰哥怎么看
[21:34] 机体这个族群
[21:35] 其实最主要关键点
[21:37] 就是要提到
[21:39] 毕竟它是所谓的循环性产业
[21:42] 所以循环性产业一定是报价为王
[21:45] 就是报价就代表着
[21:47] 他们的一个获利的一个趋势
[21:49] 那这个整个去年第三季开始
[21:53] 这个报价上扬到今年的一月底之后
[21:56] 就开始持续回档
[21:58] 到现在这个趋势还是没有太大的改变
[22:00] 所以你会看到记忆体的股价
[22:03] 老实讲这几个月以来
[22:05] 应该说今年以来
[22:06] 因为我刚刚提到一月底
[22:07] 一月底之后
[22:08] 整个相关族群的表现
[22:11] 其实是输大盘的
[22:12] 当然说老实讲
[22:13] 有回党
[22:14] 但是也不是说呈现空头
[22:16] 他现在就是横向整理
[22:17] 但是横向整理过程当中
[22:19] 只是说是创历史新高
[22:21] 所以代表着资金
[22:22] 就是不喜欢这个族群了
[22:24] 其实应该说表达的蛮明显的
[22:28] 那这是比较重要的关键点
[22:30] 另外就是提到
[22:32] 最近如果这些记忆体的法说会
[22:35] 都会讲到说
[22:36] 第二季他们的看法都还在持续往上
[22:39] 对
[22:40] 都很乐观
[22:41] 对我就要讲到有一个问题
[22:43] 这个是所谓的现货价跟合约价的不同
[22:47] 因为公司走的都是合约价
[22:49] 那我不知道怎么去形容
[22:50] 就是说我们简单来讲
[22:52] 因为这一次的这个报价上涨了十倍
[22:55] 我们就假设原本是十块
[22:57] 现在涨到一百块好了
[22:59] 那会有个问题就是合约价
[23:01] 永远它的反应都会比现货价要慢
[23:04] 所以也许现在合约价只涨到50而已
[23:07] 然后现货报价是从10块涨到100之后
[23:11] 现在已经回落到80
[23:12] 因为80还是比50高
[23:14] 所以他下一季的合约价还要必须往上提
[23:17] 是很合理
[23:18] 所以你看到财报营收都还是会持续创高
[23:22] 但是现货价再往下代表着
[23:25] 你了不起撑一到两季
[23:27] 之后你从50再往上调
[23:31] 调到60 70
[23:32] 我80继续跌
[23:33] 过一段时间跟你死亡交叉就换你了
[23:36] 你就合约价就必须往下调
[23:38] 所以现货价才是领先指标
[23:41] 只是现货价会超涨之后
[23:44] 合约价目前还在持续往上调
[23:47] 没有跟上
[23:48] 但是结论就是提到
[23:50] 你只要现在现货价还在跌
[23:53] 它的股价就会受到压抑
[23:55] 之后如果假设现货价跌破合约价
[23:58] 代表合约价也往下调
[24:00] 那股价就会有更大的压力出现
[24:03] 所以我常常讲
[24:04] 就是说对这个产业
[24:06] 因为这个产业就是报价为王
[24:08] 所以你也不要预设立场
[24:10] 就是看多或看空
[24:11] 其实都不用
[24:12] 因为每天就有报价
[24:14] 那现在就是正在回荡
[24:16] 而且趋势不变
[24:17] 所以简单来讲
[24:18] 就是里面的人
[24:19] 就是必须保守一些些
[24:22] 那后续除非看到报价出现转强
[24:26] 那也许会有另一个波段的出现
[24:29] 如果没有
[24:30] 它就是会长这样
[24:31] 那當然先從會從製造商像南亞科華邦店就會直接受到影響
[24:37] 那後面的模組廠畢竟是跟他們買料的
[24:41] 所以當他們不行了
[24:42] 這些模組廠其實也慢慢會開始有轉入
[24:45] IC段會比較晚一些些
[24:48] 而且他們那些還有這個flash的部分
[24:51] 那no flash的部分感覺會跟這邊可能稍微一點落差
[24:56] 但是其實就過往經驗
[24:58] 其实落差时间也不会太久
[25:01] 最终整个记忆体族群
[25:03] 还是会跟着下来
[25:05] 那记得一件事情就是
[25:07] 这一次起涨是先从低润
[25:10] 低润涨很久之后
[25:12] 这No Flash才跟上
[25:13] 所以代表着这个先上先跌
[25:16] 代表着后上后面也会跌
[25:18] 这个趋势是不会有太大的改变
[25:21] 所以结论就是这样
[25:23] 就是说这一个族群
[25:25] 因为报价在下降
[25:27] 所以就是稍微保守觀望一些
[25:30] 也不是不能買
[25:31] 你只能在強勢的時候去賺價差
[25:34] 但是如果他有出現回檔的時候
[25:38] 就切記你就必須出場
[25:40] 不要往下貪平
