[00:00] 歡迎收聽趙華與古惑仔第1032集
[06:45] 記得一件事情你也不用去猜說他未來會怎樣
[06:50] 市場講什麼你也先不用聽
[06:52] 你只要看當下在去年的獲利
[06:56] 因為財報也出來了
[06:57] 那這個1月的這個營收的部分也都公佈完畢
[07:01] 那如果你看到財報也不是很好
[07:04] 那營收也普普而異
[07:06] 那股價也漲了
[07:08] 那不管他任何的題材
[07:10] 我都會覺得如果數字都還沒跟上來
[07:12] 你就必須要可能要開始做下車的動作
[07:16] 至於回過頭來
[07:18] 如果說基本面好
[07:19] 那營收穫利數字都很漂亮的
[07:22] 記得一件事情
[07:24] 要減碼不要因為哪個股票是獲利或不獲利
[07:28] 下去做這個所謂的決策
[07:31] 答案真的不是
[07:32] 只要它基本面很好
[07:34] 你就要不斷的抱著
[07:35] 那如果不對
[07:36] 該下車就下車
[07:38] 不管獲利狀況
[07:39] 所以記得一件事
[07:40] 我覺得年後
[07:41] 我個人覺得這個應該是年後該做的事
[07:44] 通常股市比較不會一刀切開
[07:47] 就是年前年後出現很明顯的變化
[07:50] 除非真的是我們在休假期間
[07:52] 這十幾天有比較
[07:54] 國際間有比較明顯的這個動向
[07:57] 否則我覺得這個趨勢來講還會往上
[07:59] 當然啊
[08:01] 可以看到在這個前三天會有這麼大的壓力
[08:04] 不斷提到就是因為漲太多的壓力
[08:07] 那這個有稍微修正
[08:09] 來到月線之後稍微呈現滋味
[08:11] 這也是過往的跡象
[08:13] 但是記得最後剩下5個交易日
[08:15] 過往經驗也一定可以預期的
[08:18] 就是一定會量縮
[08:20] 然後開始會慢慢的震盪幅度會減少
[08:23] 因為如果在最後的關鍵點
[08:26] 假設比如說美股大漲
[08:28] 那我們一定會漲得比它少
[08:29] 因為這時候追你就會怕
[08:30] 因為會不會我現在追在這個高點
[08:33] 然後馬上風光回來
[08:34] 搞不好就往下衝了
[08:36] 一樣的問題
[08:37] 假設這兩天美股突然又開始快速下跌
[08:41] 臺股也會跌比較少
[08:42] 搞不好回來又回來了
[08:43] 所以我就跟大家提到
[08:46] 說未來的五個交易一定會呈現量縮
[08:49] 震盪的幅度縮小
[08:50] 這都是合理的現象
[08:51] 那至於要自己的持股
[08:54] 還是要檢視回歸基本面
[08:56] 那即使現在沒有數字的
[08:58] 我覺得不用擔心
[08:59] 通常會到年後
[09:01] 所以你也可以抱著過年
[09:02] 我覺得沒太大疑慮
[09:03] 但是回來之後
[09:04] 到底好壞就要一刀切割之後
[09:07] 到底要不要留
[09:08] 或應該要減碼
[09:10] 其實我覺得年後
[09:11] 就是很重要的一個決策時間點
[09:14] 其實我有看到大家很多的心聲
[09:17] 包括說也會有人講說
[09:19] 都在講熱門的族群
[09:21] 有些冷門的怎麼都不聊
[09:22] 其實我必須講
[09:24] 有時候有一些投資的觀念跟法則
[09:27] 例如說你對這個產業
[09:29] 我們其實不管冷門熱門的產業
[09:32] 其實多少都會講到
[09:33] 它的法則其實不容易有很大幅的改變
[09:36] 只是它在盤面上的熱度
[09:37] 會有很大的改變
[09:38] 大家就會發現一件事情
[09:40] 真的要賺自己認知裡面
[09:42] 可以賺到的錢
[09:43] 那我們講的一些
[09:44] 我和明漢協理
[09:45] 喜歡講的熱門產業
[09:46] 它肯定是除了熱門之外
[09:48] 它還有數字
[09:49] 我覺得這個是我們比較愛講的
[09:51] 像今天太陽能非常厲害
[09:52] 可是太陽能我們真的少講
[09:53] 會留給誰講
[09:54] 我都留給林漢為講
[09:55] 因為海爾哥他是題材獵人
[09:58] 他常常會說
[09:59] 他也知道這東西的獲利不好
[10:00] 可是因為盤面很熱
[10:01] 例如說我記得他那時候來
[10:03] 最早開始講的是神盾集團
[10:05] 那你說你不喜歡這家公司
[10:07] 沒有基本面
[10:08] 或者是數字都沒有開出來
[10:10] 可它就是會漲
[10:11] 那你要的是會漲
[10:12] 還是你很在意基本面的會漲
[10:14] 我覺得那個是每一個人的
[10:15] 法則真的不一樣
[10:17] 就像最近有很多人
[10:18] 傳訊息給我是為什麼
[10:19] 是因為他們本來都不想要買記憶體
[10:21] 可是因為這個盤面上
[10:23] 記憶體實在太熱了
[10:24] 雖然我們每天都在講說
[10:25] 記憶體的趨勢和報價
[10:27] 目前沒有改變哦
[10:29] 缺貨沒有改變哦
[10:31] 就像雖然長江儲存說它要量產
[10:33] 或者是各家可能都有一些投產計劃
[10:36] 但目前看來是沒有改變
[10:37] 市場上的供需
[10:38] 還是非常吃緊
[10:39] 只是股價容易高檔
[10:41] 大幅震盪
[10:42] 所以可能不要買的人
[10:45] 就也許都不買
[10:46] 或是很厲害的人
[10:47] 他每天沖沖樂
[10:48] 也很開心
[10:48] 像我分享過的
[10:49] 幫我改衣服的老闆娘
[10:51] 但我收到蠻多人是
[10:53] 果然一進去
[10:55] 就遇到記憶體回檔
[10:56] 當天就覺得受不了
[10:58] 當天就會覺得
[10:59] 到底為什麼我要去買
[11:00] 你看我今天一進來
[11:02] 就吃一根蝶蜓
[11:03] 然後偏偏記憶體
[11:05] 在前兩天
[11:05] 是連續兩天的大幅回檔
[11:07] 是很少見的
[11:08] 因為通常回一天就上去了嘛
[11:09] 所以有人說
[11:10] 我也有
[11:11] 我看到有一個寫是
[11:12] 兩天就虧20%
[11:14] 對
[11:15] 真的太不巧了
[11:16] 就真的買在
[11:17] 那個這兩根的前面
[11:18] 所以他就說
[11:19] 沒關係就停損出廠
[11:20] 但更加的認識到
[11:21] 自己可能就不適合這個產業
[11:24] 好
[11:24] 我要講的是說
[11:25] 現在盤面上真的有非常多
[11:27] 可以投資的標的
[11:29] 你想要用人們的蹲點
[11:31] 你就要非常的有耐性
[11:32] 例如說
[11:33] 像最近開始有人在問
[11:34] 銀建股了
[11:35] 其實銀建股啊
[11:36] 雖然
[11:36] 整個2025年的買氣
[11:38] 真的非常爛
[11:39] 到現在也沒有完全的
[11:41] 有很明顯的復甦
[11:42] 可是有些銀建股
[11:43] 它的入賬狀況
[11:44] 其實是好的
[11:45] 那如果根據之前教大家
[11:47] 去研究銀建股
[11:48] 用殖利率的想法
[11:49] 其實有一些標的
[11:50] 大家可以去篩
[11:51] 可它可能就不是
[11:52] 我們每天會討論的事情
[11:54] 因為它目前在基本面上面
[11:55] 就不是盤面上
[11:56] 可以讓你在賺錢上面
[11:58] 一方面又在順風車上
[11:59] 一方面又熱
[12:00] 一方面又有基本面
[12:01] 一方面錢又都在這裡
[12:03] 所以像我們剛剛聊到
[12:05] 像今天盤面上
[12:05] 可能我跟明翰
[12:06] 也常常提到的
[12:07] 就是無料在AI
[12:08] 例如散熱終於大復活了
[12:10] 對不對
[12:10] 那高麗好猛
[12:11] 高麗一直在唱歷史新高
[12:13] 那齊鴻也唱歷史新高
[12:15] 半材類的
[12:16] 對
[12:16] 臺光店今天的漲停板
[12:17] 真的很猛
[12:18] 包括比較落後的定影
[12:19] 今天的漲停板
[12:20] 然後一路不回頭的
[12:22] 這個錦碩新興南店
[12:24] 錦碩是漲停板
[12:25] 所以PCB
[12:26] 它也圍繞著一整年
[12:27] 其實沒有什麼問題
[12:29] 所以還有低軌衛星
[12:31] 對
[12:31] 所以如果現在
[12:32] 以盤面上這麼多的熱點
[12:34] 那只有老AI漲不起來
[12:35] 所以你看協理會覺得
[12:37] 假如大家都覺得自己買的是自己喜歡的產業
[12:41] 也還沒有打算在年前停利
[12:42] 你個人會覺得這些熱門產業的延續性
[12:46] 在今年哪一些你會覺得是比較好的
[12:49] 好 這樣子
[12:50] 我覺得比較容易區分
[12:52] 我個人把這個市場分成三類
[12:55] 就是現在你的焦點的族群
[12:58] 一個就是我們講的AI族群
[13:01] 就是獲利很好
[13:02] 也許有些在漲
[13:04] 也許沒漲
[13:05] 但我覺得不重要
[13:06] 反正我把它當作一個
[13:07] 所謂的獲利好的長線族群
[13:09] 另外一個族群呢
[13:11] 就是從這個去年12月開始
[13:13] 有很多我剛剛提到的
[13:14] 就是也許到年底再講說
[13:17] 今年會很厲害
[13:18] 但是數字還沒進來的
[13:20] 那這個陸陸續續也都有轉強
[13:23] 那這是第二個族群
[13:25] 第三個族群就是記憶體
[13:27] 記憶體要自己特別一個族群
[13:29] 因為它
[13:30] 你不能說它沒有獲利
[13:31] 好到不行啊
[13:33] 可是你可不可以把它
[13:34] 拉到第一個族群
[13:35] 我覺得好像也不太行
[13:36] 因為第一個
[13:36] 它有最大的壓力來自兩個
[13:39] 第一個是因為
[13:40] 它真的短線的
[13:42] 所長的這個怪力率真的太大這是第一件事情第二件事情是因為我覺得它基本面跟這個AI的部分老實講是有落差的因為現在記憶體
[13:54] 我們講的是臺廠
[13:56] 如果你今天是
[13:57] 這個所謂三星海力士或美光
[14:00] 他們就是做AI HBM
[14:01] 我覺得它這個是一個長期趨勢
[14:03] 這是不會錯
[14:04] 但是回過頭來臺廠的部分
[14:07] 並沒有辦法做到AI的HBM
[14:09] 所以它主要是這個DDR4
[14:12] 就是我們講消費性記憶體
[14:13] 因為產能轉到這個AI之後
[14:17] 短線的工兵營修
[14:18] 老實講
[14:19] 它就是一個比較特殊的
[14:20] 它是一個短線
[14:22] 但它實際上人家又有獲利支撐
[14:24] 如果就這三個角度而言
[14:27] 這個操作邏輯
[14:29] 我覺得持有的人會
[14:31] 這個心理的態度會有點不一樣
[14:33] 第一個呢
[14:34] 這個AI族群
[14:35] 其實相對來講
[14:37] 抱有的會相對比較悶一些些
[14:39] 因為特色來講
[14:40] 就是他們獲利很好
[14:41] 但大家是輪動
[14:43] 其實老實講
[14:44] AI族群在盤面不算強
[14:46] 剛剛提到
[14:47] 也許PCB還算OK
[14:49] 或者什麼
[14:49] 我剛剛講散熱
[14:51] 可是散熱族群
[14:52] 除非你
[14:52] 簡單講
[14:53] 除非你很厲害
[14:54] 哪裡強往哪裡跑
[14:55] 你說散熱現在強
[14:57] 前一段時間也是
[14:58] 很弱
[14:58] 那時候有提醒
[15:00] 對
[15:00] 他算是AI裡面
[15:02] 獲利表現真的非常好
[15:04] 然後有點被委屈到
[15:05] 對 是
[15:05] 我就說
[15:06] 這個族群
[15:07] 抱有這個AI族群的人
[15:09] 會覺得稍微有點悶
[15:10] 但是該賺的錢
[15:11] 其實也都還有給你
[15:12] 只是它的表現並不是很強
[15:14] 第二個階段的
[15:16] 就是剛剛提到
[15:17] 獲利還沒有數字
[15:19] 但是題材性有
[15:20] 所以等於是年底到現在
[15:22] 表現還不差的
[15:23] 我覺得這些族群
[15:25] 操作上就困難度
[15:26] 就明顯拉高了
[15:28] 簡單而言
[15:28] 我們比較舉簡單例子
[15:30] 比如說連點
[15:31] 就是突然很強很強
[15:32] 世界先進今天也是法說變法會
[15:35] 對
[15:35] 那結論就是
[15:36] 其實我們本來就
[15:37] 其實你要買這種族群
[15:39] 本來就可以知道
[15:40] 會有這樣的現象
[15:41] 只是我講的是
[15:43] 原本是農曆年回來之後會醒
[15:46] 結果沒想到沒辦法
[15:47] 因為他法說就把後面的講清楚
[15:49] 大家那天講完就醒了
[15:52] 其他人到年後
[15:53] 就算公司不講也會醒
[15:55] 這是每年的畢竟的過程
[15:57] 所以你如果你在第二族群
[15:59] 風險就會相對比較高一些些
[16:01] 所以我們剛剛最早的跟大家講
[16:03] 年後如果你是有第二族群
[16:05] 就是26年的夢很好
[16:07] 但是就一月營收都還沒進來的
[16:11] 你就考慮應該要做解碼
[16:12] 至於第三族群
[16:14] 如果記憶體
[16:15] 這個真的
[16:17] 剛剛趙華提的就是
[16:20] 你要賺你該賺的錢
[16:22] 是不是適合
[16:23] 這真的是看個人
[16:24] 有些人每天進來
[16:25] 記憶體就賺大錢
[16:26] 對不對
[16:27] 有些人就是
[16:28] 很會抓節奏
[16:29] 對
[16:29] 有些人就是
[16:30] 就是每天看
[16:31] 真的終於受不了
[16:33] 一進去就賠錢
[16:34] 那我提醒大家
[16:37] 就是說
[16:37] 如果我會建議
[16:38] 如果你真的
[16:39] 不適合賺短線財的
[16:41] 真的就旁邊看就好
[16:42] 你要能夠慢慢的
[16:45] 能夠拒絕這樣誘惑
[16:46] 我覺得這是投資必經的過程
[16:49] 因為你就不適合這樣的操作
[16:51] 如果你真的要做記憶體
[16:54] 我之前就提到
[16:55] 除了這個報價要看
[16:58] 這樣報價的狀況應該是
[17:00] 說我個人整個架構
[17:02] 應該說還在漲
[17:03] 但是漲是真的明顯趨緩
[17:05] 所以長線的風險
[17:06] 確實不斷升高
[17:08] 我要先提醒大家
[17:09] 但是第二個問題
[17:11] 就是寒場的股價
[17:13] 就是三星海力士
[17:14] 剛才提到連續吞兩根
[17:16] 我個人覺得第一根吞是合理
[17:19] 昨天吞就非常不合理
[17:21] 我每次在講
[17:22] 做記憶體有個最安全
[17:24] 也不算最安全
[17:25] 相對安全的操作邏輯
[17:27] 就是當臺灣的相關個股大跌的時候
[17:31] 但是你看到寒場的股價是紅的
[17:34] 那天進場相對來講
[17:36] 就是很安全的時候
[17:37] 很容易賺到錢
[17:39] 舉個例子就是前天
[17:40] 其實當時韓廠壓力很大
[17:42] 大家是一起下殺的
[17:44] 到昨天即使還沒看到美光
[17:46] 昨天其實韓廠的股價就已經
[17:48] 直跌反彈
[17:49] 結果我們的還在持續下殺
[17:52] 就代表其實這已經出現不合理現象
[17:54] 所以代表昨天才是一個
[17:57] 比較好的進場點
[17:58] 那如果你如果把握這個邏輯
[18:01] 其實這個有點
[18:02] 你考試有一個小抄讓你在看
[18:04] 你就是每一次要做的時候
[18:06] 麻煩當下就去查一下
[18:08] 現在正在交易的
[18:10] 這個兩檔的
[18:11] 剛剛提到三星海力士的股價
[18:13] 給你做一個參考
[18:14] 最好的
[18:15] 我剛剛提到最好的一個時間點
[18:17] 就是隻有我們跌
[18:18] 那韓廠還在持穩
[18:20] 甚至還走高的時間點
[18:21] 歷天進場
[18:23] 最起碼很容易賺到短線財
[18:25] 這是比較好的策略
[18:26] 但是重申
[18:27] 我還是覺得
[18:28] 從這個長線的獲利好的區塊
[18:31] 或者是這個年底到年初
[18:33] 這個獲利沒有那麼好
[18:35] 有題材的區塊
[18:36] 最後到記憶體這種所謂的
[18:38] 獲利暴衝
[18:39] 導致股價衝很高的
[18:41] 這個三個族群
[18:42] 我覺得真的適合不同的人
[18:44] 你要先認清楚
[18:46] 你適合哪一塊
[18:47] 如果你今天一直跟不上節奏
[18:50] 我最後還是不斷強烈
[18:51] 你就走第一塊
[18:52] 你也不見得要去搶題材
[18:54] 你也不見得要去搶記憶體
[18:55] 你只要長期能夠獲利
[18:58] 你會發現
[18:59] 反正快錢容易賺
[19:01] 代表也很容易賠
[19:02] 所以長線而已
[19:03] 你不見得在裡面賺賺賠賠
[19:06] 不見得有賺錢
[19:07] 反而穩紮穩打
[19:08] 那你放在那邊也不需要擔心
[19:10] 可以睡著著覺
[19:11] 然後長期而言回頭看
[19:13] 反而搞不好賺的比較多
[19:15] 尤其像這個米漢協理
[19:18] 他是來自國泰
[19:19] 現在法人的報告
[19:21] 對市場上的影響
[19:22] 我個人也覺得是蠻大的
[19:24] 不管內資或外資
[19:25] 因為我們看到
[19:26] 我們最近雖然常常跟大家講栽敗
[19:29] 還邀請婉婷來講栽敗
[19:31] 但今天真鼎科威
[19:32] 它漲停是凱基有出了一份
[19:34] 最新的報告
[19:36] 認為它在這個今年之後
[19:38] 因為真鼎它為什麼
[19:39] 漲得比其他載板慢
[19:40] 是因為它沒有那麼純
[19:41] 它主要是消費性的板材
[19:43] 真的比較多
[19:44] 但凱基還是認為
[19:45] 它在載板這個部分
[19:46] 會有一些明顯的增長
[19:48] 所以就提高了它的目標價
[19:50] 那大家可以注意一下
[19:51] 自己手上的股票
[19:52] 外資或是內資
[19:54] 有沒有比較完整而有利的報告
[19:56] 在promote他們
[19:57] 不管剩下幾天
[19:58] 因為你終究過完年
[19:59] 你還是有股市的
[20:00] 就不用管那幾天的年假了
[20:03] 只要他們有在加持的
[20:05] 我覺得多多少少的延續力
[20:06] 現在看起來在盤面上都蠻好的
[20:08] 而且雖然美股有很多的紛紛擾擾
[20:10] 但有趣的是
[20:11] 例如說大家在擴廠
[20:13] 然後就有人想說
[20:15] 你擴廠歸擴廠
[20:16] 第一是當然產能不一定那麼快開出來
[20:18] 第二是那我們臺廠
[20:20] 有沒有相關的裝置廠商會受惠
[20:22] 我們什麼事情就會想到我們在受惠
[20:25] 前兩天日本青森大學
[20:27] 就說日本青森大學
[20:29] 我們臺廠的探針卡
[20:30] 是不是會收回
[20:31] 昨天其實有跟大家分享
[20:33] 會不會轉單
[20:34] 不會是一瞬間的事情
[20:36] 就是例如說
[20:36] 就算他大學可能
[20:38] 好一兩週
[20:38] 就轉單嗎
[20:39] 其實沒那麼簡單
[20:41] 你一個單
[20:42] 尤其是高科技的東西
[20:43] 你下給這個廠
[20:44] 你要他說
[20:45] 因為大學兩禮拜
[20:46] 我就不下給你了
[20:48] 你還要重新去認證一些
[20:49] 可能沒接過我單的廠
[20:50] 我覺得機會不高
[20:51] 或者是說
[20:52] 有接過你單
[20:53] 但是現在產能
[20:53] 通通放出來給你
[20:55] 這也機會不高
[20:56] 因為探針的產能
[20:58] 現在很緊
[20:58] 所以這些事情都很有趣
[21:01] 但是裡面有真有假
[21:03] 可是你說該產業好不好
[21:05] 我們是可以來認定
[21:06] 例如說真頂KY
[21:07] 它是不是有基本面
[21:07] 其實真頂KY它是
[21:08] 雖然2025年的獲利稍微是不行的
[21:11] 可是整體來說
[21:12] 它還是一家有競爭力的PCB大廠
[21:14] 那探針卡你不管有沒有轉單
[21:16] 它的訂單就是滿滿
[21:18] 從上游滿滿滿到哪裡
[21:19] 滿到像庸志這樣的廠商
[21:21] 都開始在噴了
[21:22] 所以它的本質如果不錯
[21:24] 然後再加上有熱門的題材也好
[21:27] 資金的挹注也好
[21:28] 法人的報告也好
[21:29] 他可能續航力就會非常的好
[21:31] 那不一定是在你年假前
[21:33] 就急著要把它砍掉
[21:35] 當然如果你已經賺了一兩倍
[21:37] 你覺得超讚的
[21:38] 你想要降低長假的壓力
[21:40] 當然適度的獲利了結是不錯的
[21:42] 就像機體確實是兩樣情
[21:44] 身邊人問我要不要買機體的時候
[21:45] 我都會說你只要評估
[21:47] 你能夠忍受
[21:48] 你買的時候可能瞬間是跌停
[21:50] 然後後面又拉起來
[21:51] 那你就去買
[21:52] 對
[21:53] 那結果後來發現
[21:54] 大家的心情過來就會各自不同
[21:55] 我覺得它是一個很好的
[21:56] 很好的考場
[21:58] 你繼續考
[21:59] 你就會知道
[21:59] 你大概會落在什麼樣的位置裡
[22:01] 對應該剛剛提到幾個重點
[22:04] 就是說這個市場的
[22:06] 目前剛剛提到
[22:08] 外資內資的報告會有影響力
[22:10] 但我憑良心講
[22:12] 這個還是因為有一個做夢行情
[22:14] 的一個時間點的一個效益
[22:16] 平時如果股市在震盪的時候
[22:19] 其實法人報告不見得說了
[22:21] 就會有效果
[22:22] 那這有幾個關鍵點
[22:24] 第一個時間點對
[22:25] 第二是因為它產業對
[22:27] 因為三雄漲給你看
[22:29] 然後呢講了一個
[22:30] 我也認同啊
[22:32] 正常來講大家就是講三雄
[22:34] 對 宅版三雄
[22:35] 對 真頂的部分就是它是後進者
[22:37] 而且比例相對也不高
[22:39] 沒那麼純
[22:40] 但是有個問題就是因為它股價便宜
[22:42] 這個時間點就是人家就喜歡買便宜
[22:45] 所以它很容易就轉強
[22:47] 那像這種就我剛剛提到
[22:50] 這種就比較屬於第二類
[22:51] 但是如果今天宅版三雄
[22:54] 我就覺得它是屬於第一類
[22:55] 就是獲利很好
[22:56] 長線動能很強
[22:58] 只是你要不要在這個很熱的時候買
[23:01] 我會建議
[23:02] 如果今天是我
[23:03] 我理論上我會選
[23:04] 我不會選擇在很熱的時候買
[23:06] 但是無論如何你一開始
[23:08] 當你買股票的時候
[23:09] 你就要知道你今天這個標的
[23:11] 是屬於哪一類
[23:13] 那我就剛剛講
[23:14] 宅版三雄其實今年的角度
[23:16] 是可以持續往上看
[23:18] 我覺得是沒有疑慮
[23:19] 甚至當然我覺得外資
[23:21] 也許比較樂觀
[23:22] 會講到說一直到明年底之前
[23:24] 都是OK的
[23:26] 可是我覺得確實它有這樣的一個趨勢
[23:30] 沒有錯
[23:31] 至於剛剛提到的
[23:32] 如果說這個目前的時間點
[23:35] 有辦法搭上這種列車
[23:38] 但實際上它存度又沒有那麼高
[23:40] 一樣問題
[23:41] 我覺得年後的部分
[23:42] 可能市場又會再度減市
[23:44] 這個事情真的是很真實
[23:46] 剛剛因為我有點忘記
[23:48] 凱基給他多少目標價
[23:49] 剛剛看一下是255
