[00:00] 欢迎收听赵华宜古货载第1094集
[07:11] 股价也有震荡
[07:12] 可是事实上
[07:14] 你看看现在台积电的毛利率是几%
[07:15] 67%
[07:17] 对
[07:18] 67%
[07:19] 538在哪里
[07:20] 而且2奈米的量产
[07:23] 比预期中来得顺利
[07:26] 我觉得这就是
[07:27] 非常了不起的一个进度
[07:29] 所以现在没有人在骂了
[07:31] 为什么要让台积电
[07:32] 变成美积电
[07:33] 没有人在骂这件事情了
[07:35] 但是你说
[07:36] 美国政府会不会扶植Intel
[07:38] 也不稀奇
[07:39] 那去年最热门的话题
[07:41] 其实我一度也有担心
[07:42] 因为确实美国政府
[07:44] 是有跟台移电在商量
[07:46] 怎么样来帮助Intel的
[07:47] 对
[07:48] 可是后来这件事情
[07:49] 也是在台移电的法说会上面
[07:51] 有位哲家董事长
[07:53] 讲出一句
[07:54] 目前就是没有
[07:55] 要跟Intel合作的计划
[07:56] 来打破了这个事情
[07:58] 我相信前面有
[07:59] 那么多的讨论不是假的
[08:01] 不是说这件事情是零
[08:02] 然后大家在乱传
[08:03] 一定是他们有经过
[08:05] 一段的努力
[08:06] 抵抗或者是交换
[08:08] 我不确定什么事情
[08:10] 让这样的言论
[08:12] 或是美国的要求
[08:13] 他把它还掉了
[08:15] 那现在你说
[08:16] 美国要求苹果啦
[08:17] 特斯拉啊等等的
[08:19] 或是甚至未来会到
[08:20] 我不知道
[08:20] 都有可能会打进投资intel了吗
[08:23] 不是吗
[08:23] 对
[08:23] 所以要求他们去跟
[08:25] 这个intel下单
[08:26] 我觉得那个是很正常的
[08:28] 正常到不行
[08:29] 但是你说这件事情会
[08:31] 打扰到台积电1.8
[08:33] 甚至1.4奈米的进度
[08:35] intel会又来一个弯道超车
[08:37] 我觉得那真的是两门子事
[08:39] 他只是会让intel的财务体制
[08:41] 我觉得变好
[08:41] 我觉得变好这件事情
[08:43] 所以才會說
[08:43] 如果大家本來就在之前
[08:45] 有低檔買Intel股票的
[08:46] 一直都沒有什麼大問題
[08:47] Intel爆噴的那一天
[08:49] 就是揮打入股它
[08:50] 我記得沒有多少錢
[08:51] 好像50億美元
[08:52] 還是多少錢
[08:53] 小錢而已
[08:54] 對於Intel那個size來說
[08:56] 是小小錢
[08:57] 就刺激它股價
[08:58] 當天晚上大噴
[08:59] 這些事情都是一個脈絡
[09:01] 一直連貫過來的
[09:02] 所以我並不覺得
[09:04] 今天這個事情要視為
[09:05] 好像一個很可怕
[09:07] 台電又怎麼了
[09:08] 沒有
[09:08] 請大家珍惜台電回檔的時間
[09:11] 对请大家珍惜才一定会当时间
[09:13] 如果您不是喜欢大型全支股的
[09:16] 那你就可以去看
[09:17] 现在盘面上很热的中小型股
[09:19] 今天贵买就涨了超过三个百分点
[09:21] 里面当然最厉害的是
[09:23] 记忆体啊
[09:25] 对不对
[09:25] 等一下我会聊
[09:27] 像今天991A就很厉害
[09:29] 因为991A
[09:30] 他的记忆体含量就够
[09:31] 他买了一箩筐的群联
[09:33] 对不对
[09:34] 今天981A相对就比较笨重
[09:36] 他的身体就比较笨重
[09:37] 但今天992A也很厉害
[09:40] 99A又买了什么
[09:41] 等一下我们可以来分享
[09:42] 但我们先请汉伟哥讲一下
[09:44] 盘面上这些题材的轮动
[09:46] 那你会怎么去抓它的节奏感
[09:49] 对 那我们讲说台建这件事情
[09:51] 应该陆续也会发生在台湾相关的
[09:54] 这种领导厂商上面
[09:55] 不然是所谓台达店 台光店
[09:57] 只要是这个领导厂商背的原则
[10:00] 就是随时都会有二公
[10:01] 第二公链的一个上来
[10:02] 那就大家会影响到它的市占率
[10:04] 那我们讲说
[10:05] 其实就像刚刚赵华所说的
[10:07] 大家都可以认真去回听
[10:09] 台建法所會的說法
[10:10] 我記得上一次
[10:11] 魏哲嘉有提到
[10:12] 相關的一個議題
[10:13] 就是像英特爾會不會追上
[10:14] 三星會不會有
[10:16] 這樣的一個追趕的情況
[10:17] 那其實這個
[10:18] 魏哲嘉董事長非常霸氣說
[10:20] 台建煩惱的是
[10:21] 怎麼樣去滿足客戶的需求
[10:23] 也就是說
[10:24] 他們產能
[10:25] 早就訂單都已經滿載了
[10:26] 你說這個
[10:27] 第二大客戶變第三大客戶
[10:29] 訂單從哪邊流到哪邊去
[10:31] 對他整理上來看
[10:32] 他就是說客戶地補的問題
[10:34] 所以你說輝達
[10:35] 然後蘋果
[10:36] 有沒有想要找第二供應鏈
[10:38] 甚至高通
[10:39] 你看过去长期跟三星合作
[10:41] 最后还是回来找台积业
[10:43] 那英特尔本身
[10:44] 自己也找台积业代工
[10:46] 就代表说
[10:47] 我觉得其实以技术能力来看
[10:48] 你是真的不用担心
[10:50] 所谓台积业的问题
[10:51] 只是说你会遇到
[10:52] 就是随时就遇到这种
[10:53] 供应的变化
[10:54] 比方说最近大家最有名的
[10:56] 应该是川湖
[10:57] 川湖跟南郡国际之间的一个
[11:00] 所谓供应链订单的变化
[11:01] 之前南郡国际很强
[11:03] 然后川湖很弱
[11:04] 但你看最近川湖又回到历史新高
[11:06] 所以我觉得其实就是
[11:08] 反映一件事情
[11:09] 大家在这两三年之内
[11:11] 应该都会听到
[11:12] 这样的一个消息面的反复
[11:14] 但你只要记得
[11:15] AI这一块饼是越来越大
[11:17] 所以不管是第一名
[11:18] 第二名
[11:19] 第三名
[11:19] 它市占率掉多少
[11:21] 只要未来营收成长性
[11:22] 都还很好
[11:23] 我觉得其实拉回来
[11:24] 都可以再来买房
[11:25] 不管说你看
[11:26] 老大老二老三
[11:27] 他们的排名怎么掉
[11:28] 股价怎么样变化
[11:30] 只要他们维持一起创高
[11:31] 手牵手一起往上走
[11:33] 那我觉得其实
[11:34] 就不用太过于担心
[11:35] 所以你说
[11:36] 到底台积电好
[11:37] 英特尔好
[11:38] 还是三星好
[11:39] 我觉得这三家都很好
[11:41] 所以你有的其实都续报
[11:43] 那你说哪边要涨多卖一点
[11:45] 然后哪边要加码一点
[11:46] 我就一并来看
[11:47] 不管是在晶圆代工的领域
[11:49] 或机体的领域
[11:50] 其实我觉得他们都有
[11:51] 各有独到的地位
[11:53] 那当然整体上来看
[11:55] 就是你只要确定
[11:56] 未来这几年
[11:57] 整个AI需求没有泡沫
[11:59] 那我觉得任何一家龙头型的厂商
[12:03] 遇到倒霉的事情拉回的时候
[12:05] 都可以再来买方
[12:06] 所以今天盘面上可以看到
[12:07] 比方说像刚刚提到的
[12:09] 川湖又创业率新高了
[12:11] 然后像基壳的领导厂商秦城
[12:14] 最近有一些异路的消息传出来
[12:15] 对
[12:16] 那之前也是基壳传说
[12:18] 也被二公压着打
[12:20] 那现在看起来
[12:21] 好像重新回到这个第一梯队
[12:23] 所以股价又重新回到创高的轨道
[12:25] 所以我觉得大致上来讲
[12:27] 你可以把握这样的原则
[12:28] 台湾在AI供应也没有很多领导的厂商
[12:31] 那如果你过去不敢追高的
[12:33] 那遇到这种比较倒霉的事情
[12:35] 遇到股價可能不理性的擊殺的時候
[12:38] 你只要勇敢承接
[12:39] 但記得要分比不要一試一比那我覺得都會有後面不錯的一个回报所以那个哈尔哥先focus在所谓的第一领导厂商会遇到的状况
[12:50] 其实说所谓的第一领导厂商
[12:53] 台湾在评价最合理的
[12:55] 我个人觉得就是台积电
[12:56] 就是以他技术领先性
[12:58] 世界的独占地位
[13:00] 不能说独占
[13:01] 寡占地位好了
[13:02] 有一部分产品应该是独占
[13:05] 寡占地位
[13:06] 他的毛利率成长的状况
[13:07] 所有的东西综合在一起
[13:09] 可是他的整个本益比
[13:12] 给的可能大家觉得
[13:13] 25倍就高了
[13:14] 这个真的已经算是
[13:16] 全台湾最便宜的龙头星厂商
[13:17] 所以每一次在讨论他的时候
[13:19] 我觉得不是我们
[13:20] 故意不多花篇幅讲他
[13:22] 而是事实就是如此
[13:23] 对
[13:24] 那有遇到状况的时候
[13:25] 其实我们之前也大篇幅
[13:27] 讨论过台积电
[13:28] 但如果人家法书会
[13:29] 不过多久以前
[13:30] 一个月前
[13:31] 还不到一个月前
[13:32] 讲过的话
[13:33] 你就不相信他了
[13:34] 那人家还要怎么样呢
[13:36] 对啊
[13:36] 人家不是法书会上
[13:37] 那一次特别还讲的是特斯拉
[13:39] 因为特斯拉说
[13:40] 他也要做一贯的
[13:41] 这个金元厂
[13:42] 对
[13:43] 而且每一次马斯克讲话
[13:45] 就是他一定会做到
[13:45] 全世界最怎样
[13:47] 他的ASIC
[13:47] 要全世界最多
[13:49] 他金元厂也是会像
[13:50] 他一定一贯化的厂
[13:51] 什么什么的
[13:52] 好
[13:52] OK
[13:53] 都已经在法书会上
[13:54] 好好地跟大家聊了
[13:56] 我觉得大家就不要太在意
[13:57] 这种短线上的变化
[13:58] 而去掌握他金厂的卖一点
[13:59] 但是其他的
[14:00] 好 假设
[14:01] 台光电
[14:02] 台光电是台湾
[14:03] 同伯级版的领导厂商
[14:05] 在世界上的地位
[14:06] 也还不错
[14:06] 对不对
[14:06] 可他常常会传出就是
[14:08] 抖山
[14:08] 抢了他的单子
[14:10] 这件事情从他500块就讲了
[14:12] 讲到快5000块
[14:13] 但是这个来来回回的过程中
[14:16] 其实就很有趣
[14:17] 他就创造了很多的买点
[14:19] 但是你说台光店的本益比
[14:20] 现在是不是非常合理
[14:21] 我就没有办法
[14:22] 非常具体又自信的跟大家说
[14:25] 非常合理
[14:25] 连我们的PCB女王都有讲了
[14:28] 他有时候都不知道
[14:29] 怎么去评估这些厂商了
[14:31] 可是因为每次去的时候
[14:32] 对方就会跟他说
[14:33] 我们现在的获利预估
[14:35] 会比前一阵子告诉你的还要猛
[14:37] 好吧好吧
[14:37] 就在这样的情况下往上走
[14:40] 所以刚刚提到的
[14:42] 不管川湖的例子
[14:43] 这个刚刚讲到台光店的例子
[14:45] 所有在各领域的一线厂
[14:47] 都会有遇到
[14:49] 像最近可能落难的建策
[14:51] 对不对
[14:52] 建策间长停办
[14:54] 但建策的危机
[14:55] 恐怕还要一段时间
[14:56] 来来回回的消化
[14:58] 但是连续跌到上礼拜五
[15:00] 我觉得达人也很厉害
[15:01] 达人有提到上礼拜五
[15:02] 如果跌停没锁住
[15:03] 那可能就是建策短线上面
[15:05] 可以强反弹的时机点
[15:07] 不过无论如何
[15:09] 我们都会讲
[15:09] 这些一线场遇到利空的时候
[15:11] 它的利空跌下来
[15:13] 它会跟它的基本面
[15:14] 再去做一个再平衡
[15:16] 为什么讲到再平衡
[15:18] 因为我要请汉玮哥
[15:19] 讲到记忆体这件事情了
[15:20] 记得之前记忆体在涨的时候
[15:22] 就有提醒
[15:23] 现货价没有再涨了
[15:24] 要注意啊
[15:25] 而且那个时候
[15:26] 其实像美光的股价
[15:28] 也是回挡的
[15:29] 也是回测的
[15:30] 可是后来就觉得不公平了
[15:32] 因为我们的记忆体不断的回测
[15:33] 可是美光海力士是喷出
[15:35] 喷出再喷出
[15:37] 不断的喷出的情况下
[15:39] 我们又结束了第一季财报
[15:40] 好棒赞实在太厉害了
[15:43] 那时候你就会希望
[15:44] 股价跌到这边
[15:45] 跟它的业绩
[15:46] 和国际大厂的脉络
[15:48] 进行一个再平衡
[15:49] 而且会有一些新的消息传出来
[15:51] 例如说
[15:51] 大家为什么要私募
[15:53] 去参加纳雅科的私募
[15:54] 可能在纳雅科
[15:55] 不只是希望我们
[15:57] 做不到产品给他做
[15:58] 也希望纳雅科
[15:59] 有一些技术的转型
[16:00] 往AI的方向走
[16:01] 我觉得这些都是
[16:02] 为什么这一阵子
[16:04] 不停的跟大家讲说
[16:05] 记忆体已经跌到一个平衡点
[16:07] 好那这边
[16:08] 要继续来聊一下记忆体吗
[16:11] 对群联以鼎都是续创历史新高
[16:13] 对那当然
[16:14] 我觉得但记忆体这一块
[16:17] 到今天股价部分
[16:18] 很多都已经要挑战历史新高了
[16:20] 像南卡克今天涨停板301块
[16:23] 那历史新高是326块
[16:25] 对差一点点
[16:26] 所以就代表说
[16:26] 如果这一拜续涨的话
[16:27] 可能南卡克就创新高了
[16:29] 那华邦电经营到117.5
[16:31] 那前波高点我记得是136
[16:33] 所以非常接近
[16:34] 那当然旺宏因为先创高先压回
[16:37] 筹码面还是比较凌乱
[16:38] 那整体上来看
[16:39] 当然我们讲记忆体
[16:40] 其实大家很多答案都谈过了
[16:42] 其实问题永远都不会是
[16:43] 在它的基本面有任何问题
[16:45] 而在说筹码面跟信心面
[16:48] 然后跟现在大家对于记忆体
[16:50] 到底是一个周期循环股
[16:52] 还是真的能够搭上AI成长的列车
[16:55] 这样的一个路线之争
[16:57] 但我觉得整体上来看的话
[16:58] 还是分成几块来看
[17:00] 第一件事情是
[17:01] 最近我们可以陆续看到
[17:03] 你看这个族群有没有转强
[17:05] 就看第一个
[17:06] 有没有创高股票
[17:06] 越来越多
[17:07] 那对利多消息有没有反应
[17:09] 有反应
[17:10] 那美股
[17:12] 韩股
[17:12] 日本股市的基底在创高的时候
[17:14] 台湾股市有没有跟
[17:15] 现在有跟
[17:16] 所以我觉得
[17:17] 以前我们像台湾的基底
[17:18] 跟全球基底是脱钩的
[17:20] 现在我觉得
[17:21] 大家又回到同一个
[17:22] 同条船上面
[17:23] 所以如果美股像美光
[17:25] 现在动辄
[17:26] 就是一天十几趴在飙的时候
[17:28] 那我觉得
[17:29] 当然你看到制造厂的
[17:30] 南亚科跟华邦电
[17:33] 我觉得都是最直接
[17:34] 能够连接的一个相关个股
[17:36] 那力气电因为还有
[17:37] 成熟制程的关系
[17:38] 所以他还要一并来看
[17:40] agrofonder
[17:40] 联电世界先进等等
[17:42] 但是整体上
[17:43] 我觉得机体是有越走越好
[17:44] 那制造厂的部分
[17:46] 因为都还没有创业性高
[17:47] 所以他们的指标
[17:48] 就看所谓的一个美光
[17:50] 海力士跟三星
[17:52] 这些公司的一个上涨
[17:53] 那因为现阶段
[17:55] 华尔街对于
[17:56] 全球机体的公司
[17:57] 从过去大家觉得
[17:59] 是周期循环股
[18:00] 那现在因为AI的一个关键地位
[18:02] 越来越明显
[18:03] 所以大致上很多的评价模式
[18:06] 从韩国的券商到华尔街的券商
[18:08] 都说可能现在的机体
[18:10] 要用本益比来评估
[18:12] 所以如果用本益比评估的话
[18:13] 就会是一个非常可怕的一个情况
[18:15] 因为如果以美光来算
[18:17] 它现在的本益比
[18:17] 大概是9.9倍左右
[18:19] 大概算10倍
[18:20] 但是它明年的获利成长
[18:22] 大概是300多%
[18:23] 所以代表说它股价
[18:25] 如果维持这样的缓步上涨
[18:27] 但明年本益比可能更低
[18:28] 所以为什么现在很多国外的这种华尔街的一个券商
[18:33] 在不断上修美股的机体的一个目标评价
[18:37] 就是因为他们现在是考虑到用本益比来估算国外的一个厂商
[18:42] 那台湾有没有这样的机会
[18:44] 那当然大家就会讲说
[18:45] 那台湾的华邦电南亚科
[18:47] 还有这个旺宏力机电
[18:49] 在整个AI伺服器的占比相对不高
[18:52] 但大家可以留意到
[18:53] 我们讲说你如果是以过去去年的状况来看
[18:57] 我觉得这个说法是合理的
[18:59] 但以今年的情况来看的话
[19:01] 因为整体上的缺货状况太严重了
[19:05] 所以各家的厂商都试着要跟台湾厂商接洽
[19:09] 因为我们还有产能嘛
[19:10] 所以这个所谓的接洽之后
[19:13] 对他们的技术提升
[19:14] 或说供应链的一个相关的
[19:17] 打入供应链这样的状况
[19:19] 我觉得都会有一些比较直接的想象
[19:21] 那最直接当然是南亚科
[19:22] 因为有四个国际的大咖参与他的私募
[19:25] 那我记得我们那时候在达恩就有讲
[19:27] 国际大咖买的价格是224块
[19:29] 所以如果你买比他更低的话
[19:31] 其实我觉得是可以有去报的空间
[19:33] 那现在看起来这个国际大咖也赚钱
[19:36] 那如果说投资人有在相对低档阶的话
[19:39] 我觉得也是有赚钱的空间
[19:40] 那目前来看也就代表说
[19:42] 这些所谓的一个私募大咖
[19:44] 三年之内不卖股票
[19:46] 他们为的是南亚科的产能
[19:48] 跟未来在相关的DDR4
[19:51] 甚至DDR5
[19:52] 甚至说现在也有传闻说
[19:53] 南亚科的HBM4已经做出来了
[19:56] 可能真的有机会
[19:58] 再达到更关键的一个供应链的原件
[20:01] 那当然这个是市场传闻
[20:02] 我们没有办法得到证实
[20:04] 但最少你可以知道
[20:05] 就是说南亚科因为私募的关系
[20:08] 它在整个AI伺服器的供应链的
[20:10] 能见度会越来越高
[20:11] 那这个我觉得它应该是
[20:13] 现阶段在相关的制造厂里面
[20:15] 优先要看待的
[20:17] 因为它股价如果大哥能够先创立新高
[20:20] 而且反而再来买方的话
[20:21] 以南亚科今年的EPS
[20:23] 我们讲说他现在
[20:25] 如果以明年大概四十几块来估算的话
[20:28] 他其实本益比都还超过在五六倍而已
[20:31] 那美光是十倍本益比
[20:32] 所以就代表那尔科
[20:34] 真的用本益比来估算他的话
[20:36] 他应该还有空间
[20:37] 那那尔科如果能够上去
[20:38] 那旺宏啊
[20:39] 华邦电啊
[20:40] 立机电我觉得都有比价的效应
[20:42] 那另外一块当然就是在所谓的模组厂
[20:44] 那模组厂当然大家最关注的就是群联
[20:47] 那上礼拜我跟赵华聊到这个群联的盘董
[20:51] 应该我上礼拜有参加
[20:54] 他跟那个天下杂志合办的一个闭门的会议
[20:58] 我去现场听
[20:59] 那我们听到潘董的说法
[21:01] 他说他还是会积极的参加各家媒体的专访
[21:06] 对
[21:07] 因为他要解释他为什么最近这么频繁的参加专访
[21:12] 原因在于说他在这一次的这个电脑展上面
[21:16] 会发表他的Adaptive的一个新的
[21:18] 边缘运算的这种所谓
[21:20] 机体的解决方案
[21:22] 那他说因为这个方案
[21:23] 他认为是下一个群联成长的关键
[21:26] 但因为这个方案
[21:28] 可能很多的模组厂
[21:29] 甚至大陆的厂商
[21:30] 都有机会去模仿他
[21:32] 所以他担心
[21:34] 如果他现在不曝光
[21:35] 不跟大家讲这个是他做的
[21:37] 他可能未来会被取代
[21:39] 所以他因为这样的关系
[21:40] 他希望说留下很多的证据
[21:42] 只要你未来讲到
[21:43] Adaptive这种所谓的边缘运算
[21:44] 的一个机体的解决方案
[21:46] 就是群联先做的
[21:48] 他可以用这样的方式
[21:49] 得到更多的谈判筹码
[21:50] 所以我觉得
[21:51] 当然这个也代表说
[21:52] 群联他的一个
[21:53] 以盼懂的说法
[21:55] 展望当然没有太大问题
[21:57] 那第一季的财报
[21:58] 我觉得亮眼的地方在哪
[21:59] 第一个就是毛利率
[22:00] 原本市场法轮估
[22:02] 大概是五十几趴的毛利率
[22:04] 就公布出来是六十几个percent
[22:05] 那再来就是说
[22:06] 获利的数字直接飙升到
[22:08] 六十八元左右
[22:10] 那再来就是说
[22:11] 他的库存水位来到七百二十二亿
[22:14] 所以就代表说
[22:15] 群联这段时间里面
[22:16] 他真的是很积极在
[22:18] 做相关的一个
[22:19] 更高的毛利率的产品
[22:21] 搭配上说
[22:22] 他在库存的一个
[22:24] 累积的一个状况
[22:25] 也会让法人
[22:26] 对他有更大的一个想象空间
[22:27] 所以今天股价已经
[22:29] 一字所涨停
[22:30] 所到历史的新高
[22:32] 我认为他以
[22:33] 他在法税上面的说法
[22:34] 应该是在这个
[22:36] 下个月的电脑展之前
[22:39] 他说还有一个更大
[22:40] 更多的利多会释放出来
[22:42] 所以目前来看
[22:43] 我觉得去年
[22:44] 但就当中的指标股
[22:45] 它如果在近期
[22:47] 这个礼拜能够继续创新高的话
[22:48] 我觉得整个机体模组场
[22:50] 都会有一些带动比价的效应
[22:52] 那再来就是以鼎
[22:53] 那我们上次有提到说
[22:55] 以鼎它的三月份的自结获利
[22:57] 是28块非常可观
[22:59] 那结果公司来低级的EPS
[23:01] 是来到将近58块左右
[23:04] 所以就代表说
[23:05] 第一名的群联68块
[23:07] 第二名的以鼎58块
