[00:00] 欢迎收听赵华宜古惑仔第1161集
[02:23] 因为我在想说
[02:24] 上影片版这件事情
[02:26] 一开始的用意是
[02:27] 希望大家看到我们真人
[02:28] 会比较有这个临场感之外
[02:31] 也可以增加像YouTube那边
[02:33] 不知道我们Podcast的人的一些
[02:35] 视听的受众进来
[02:38] 但后来发现
[02:38] 如果我上架却没有附字幕
[02:41] 就会引来有一些的抱怨
[02:43] 觉得那你上架又没有字幕
[02:45] 我还是没有听懂
[02:46] 我觉得其实他讲的也有点道理
[02:49] 我既然要做影片版
[02:51] 就是希望大家可以看到字
[02:53] 那看到字
[02:54] 那现在今天我的人力不足
[02:55] 没有办法看到字
[02:56] 所以我们还是一样空中相会
[02:58] 先来请凯哥讲一下
[03:00] 就是盘走到这边
[03:02] 46000今天是没有守住的
[03:04] 是所谓的盘整要开始了
[03:06] 还是你觉得是运量下一波攻击
[03:08] 我觉得这个是
[03:09] 这个盘到目前为止
[03:11] 其实就有点困顿
[03:13] 其实因为反弹一大段时间
[03:15] 其实你可以看到
[03:16] 我们整个OTC从第一档到现在
[03:18] 大概涨了26.8%
[03:21] 大盘也涨了将近18%左右
[03:23] 所以你说他没有涨
[03:24] 他确实是有涨的
[03:26] 只是当初从V点往上走的时候
[03:29] 基本上大家是
[03:30] 很多人都是被停存股票
[03:32] 所以你根本也来不及
[03:33] 在那个时候去做加码
[03:35] 但是唯一谁没被砍走
[03:37] 就是那个持有现股的人
[03:39] 没错
[03:39] 但是其实他们也没有很开心
[03:41] 为什么
[03:41] 因为他们也是赔了很多
[03:43] 因为那一波下来
[03:44] 基本上我觉得
[03:45] 大家都是受伤的
[03:47] 但是今天谈到这边来
[03:49] 基本上你可以明显看一件事情
[03:50] 就是其实我们的OTC
[03:52] 其实在上面有个际限的压力
[03:54] 这也就是让今天这个大盘
[03:56] 其实OTC早早就已经下来休息了
[03:58] 大盘是中场发觉
[03:59] 好像大家都无心于股市
[04:02] 其实大家好像都不想在市场上琢磨了
[04:05] 其实你可以看到今天很多
[04:06] 包括投信的比较热爱的股票
[04:09] 好像也都失灵了
[04:11] 所以就让这个指数中场是下跌
[04:13] 那我们可以观察一下
[04:15] 目前这个OTC
[04:17] 其实离这个州的大量低
[04:19] 426.3
[04:20] 其实还有一大段的距离
[04:21] 所以我个人不觉得
[04:22] 这个盘死掉
[04:24] 再来就是我觉得
[04:25] 你可以看一件事情
[04:25] 就是目前日韩的月线
[04:27] 都是勾起来的
[04:28] 台股其实月线也是勾起来的
[04:31] 所以基本上
[04:32] 你看州的形态
[04:33] 基本上就是在一个
[04:34] D档KD交叉向上
[04:35] 这时候基本上
[04:36] 它就是一个休息完之后
[04:38] 应该还要酝酿再出发
[04:39] 那你目前看起来
[04:41] 整个美国跟伊朗
[04:42] 目前就是处于一个
[04:43] 相似的情况之下
[04:44] 它短时间也不会有
[04:46] 太大的变化
[04:47] 因為我個人覺得啦
[04:48] 因為川普馬上就要面對期中選舉了
[04:50] 他不可能這時候再去
[04:52] 在這個伊朗這個大糞坑裡面丟石頭
[04:54] 他不會那麼傻
[04:55] 那你看0063R
[04:56] 我們之前特別要提的就是州大量低的部分
[04:59] 他州大量低其實在10.43
[05:01] 目前沒有站回去喔
[05:03] 所以告訴你這個盤基本上
[05:04] 短線到這邊
[05:06] 大家就在等待什麼
[05:07] 等待利多來刺激
[05:09] 沒有利多刺激基本上就會走不動
[05:11] 那今天盤面其實什麼強
[05:13] 就是有題材的強
[05:15] 就是说今天南亚讲说
[05:16] 同步基本还要再调涨
[05:17] 报价涨两成
[05:18] 今天台光台药联贸
[05:21] 包括像京区都涨
[05:23] 但是如果你今天没有这个题材的
[05:26] 基本上感觉就是一滩死水
[05:28] 今天像被动元件就今天全部
[05:30] 昨天大涨
[05:31] 今天全部都拉回来
[05:32] 那我们等一下再讲被动元件
[05:34] 今天除了这个本来就业绩跟趋势
[05:37] 都很正面的CCL好以外
[05:39] 基本上我们看到老AI的
[05:41] 像华硕技嘉人保
[05:43] 今天都还在续强
[05:44] 那今天比較不幸的就是軍工也強
[05:47] 那這個就是大家一向比較不喜歡
[05:49] 就是每次知道他們一強
[05:51] 大家就覺得說又不妙了
[05:53] 就是這盤軍工又出來電擋了
[05:55] 軍工又出來電擋
[05:56] 所以今天這個雷虎長
[05:58] 這個漢翔長
[06:00] 其實你可以仔細觀察
[06:02] 過去的這一周投信在幹嘛
[06:04] 其實投信我之前講過
[06:06] 他們就在去小就大
[06:08] 就是他們把小型股殺出來
[06:10] 去買大型股
[06:11] 再來就是他們都買什麼
[06:12] 他們在買金融股
[06:14] 那我们也才在店上讲说
[06:15] 如果通常金融股资金很集中
[06:18] 就告诉你说
[06:18] 这盘可能也要进入休息的阶段
[06:21] 再加上昨天被动云间又涨
[06:22] 被动云间也是最后一棒
[06:24] 所以大家觉得说
[06:24] 这盘是不是就该结束
[06:26] 但我讲不会大跌
[06:28] 但是你没有利多的不会涨
[06:30] 今天你稍微有点利空就会大跌
[06:32] 就算群联
[06:32] 它配息的这个数字不理想
[06:36] 今天就很可能杀一根几乎快跌停
[06:38] 所以告诉你
[06:39] 基本上现在市场是开始利空再放大
[06:42] 然后力多开始在失灵
[06:44] 所以我觉得这时候
[06:45] 大家也不要太急
[06:46] 就说马上就要出手
[06:48] 但是我个人觉得
[06:49] 其实这盘后面
[06:51] 还有一些题材可以走
[06:52] 就说你看到现在
[06:54] 我想没有人会怀疑
[06:56] AI是主流
[06:57] 一定是AI是主流
[06:58] 只是AI的什么东西在改变
[07:01] 那我们之前有讲过
[07:02] 细电容这个变化
[07:03] 就说未来这个
[07:05] Intel的一米笔
[07:06] 开始量会上来之后
[07:07] 会带进很多的细电容的产品
[07:09] 其实今天像盘中
[07:11] 你可以看到像利基电
[07:13] 有一点在发动
[07:14] 像这个爱普
[07:17] 收盘收最高
[07:18] 那联电其实它是被投信错杀的
[07:22] 所以其实联电也有细电龙
[07:24] 其实很多人都觉得说
[07:25] 好像华邦才会有细电龙
[07:27] 其实不是
[07:27] 其实以细电龙这个东西来讲
[07:30] 基本上以晶圆代工而言
[07:31] 基本上就是利基电跟联电
[07:33] 这两家会有
[07:34] 只是说他们的占比可能不会很高
[07:36] 理论上应该最受惠的会是爱普
[07:38] 因为爱普这个东西
[07:40] 因为它是IP公司
[07:41] 所以明年艾普
[07:42] 因为这个业绩可能就会大爆发
[07:44] 那他今天股价也在涨
[07:45] 所以告诉你其实
[07:46] 市场在透露一些讯息给你知道
[07:49] 只是今天可能就是
[07:50] 大家觉得这气氛很差
[07:52] 你就觉得说
[07:53] 算了不要看
[07:54] 但我就盘中就一直在观察艾普
[07:56] 他上
[07:56] 他前几天打一根跌停之后
[07:58] 就拉起来了
[07:59] 而且他的打跌停是因为
[08:01] 他被处置盘
[08:03] 他变成20分钟一盘
[08:04] 所以你要买
[08:06] 你还要转现金进去
[08:07] 会很难买卖
[08:08] 可是在这很难买卖情况下
[08:09] 它居然逆勢上涨
[08:11] 就告诉你说
[08:12] 有特定的人在买它
[08:14] 所以我觉得其实
[08:15] 很多股票其实
[08:16] 反而20分钟盘
[08:17] 2分钟
[08:18] 反而是
[08:20] 储值盘
[08:21] 储值盘
[08:22] 我们通用储值盘
[08:23] 约下2分钟
[08:24] 储值盘的时候
[08:24] 它的走势是怎么样
[08:26] 因为正常储值盘
[08:27] 因为像这盘
[08:28] 现在气氛盘感那么差
[08:29] 你认为它应该是要跌
[08:30] 可是为什么它不跌还涨
[08:33] 然后今天盘中
[08:33] 利基电也莫名其妙往上拉
[08:35] 当然有人跟我讲说
[08:36] 什么利基电要看300 500
[08:37] 我觉得
[08:37] 这个有点
[08:38] 讓我有點冒冷汗
[08:40] 就是三百五百我覺得不太可能會來
[08:42] 但是我覺得愛普可能再往上爬一層樓應該是有機會好那你可以想一件事情上一波大下殺的時候基本上整個大盤被趕出了
[08:52] 900億的資金
[08:53] 900億的斷頭融資
[08:55] 那本金含上去
[08:57] 大概就是將近2000億
[08:59] 櫃買是400億的斷頭
[09:00] 那你把它含回本金
[09:02] 大概就是800億
[09:03] 其實這個資金不小
[09:05] 這個資金被請出場外之後
[09:07] 他不可能立刻再去跟銀行借錢
[09:10] 因為現在銀行也都管很緊
[09:12] 没有办法马上又去
[09:13] 什么六代同堂
[09:14] 四代同堂
[09:15] 你基本上就属于一个疗伤的阶段
[09:17] 你要怎么样把这个资金
[09:19] 慢慢地滚回来
[09:20] 再来就是
[09:21] 今天大盘谈到这里
[09:22] 其实我必须讲
[09:23] 就是说你要先去检视
[09:25] 你当初幸运
[09:26] 没有被断头那些股票
[09:27] 是不是你现在融资维持率
[09:29] 回到比较正常的水准
[09:31] 你是不是应该把一些
[09:32] 相对比较弱势的股票
[09:33] 或是维持率相对比较低的股票
[09:35] 先做一点解码的动作
[09:37] 这样在下一次
[09:38] 在下杀的时候
[09:38] 你才会有比较多的子弹
[09:40] 去抵抗这个行情
[09:42] 否则你一直always
[09:43] 就是这样的一个维持率
[09:45] 打到120 130
[09:46] 然后又涨回来180 190
[09:48] 然后又掉回去140 150
[09:49] 你的心脏会受不了
[09:51] 真的
[09:52] 这是凯哥一点点给大家的建议
[09:54] 就等于是谈到这里
[09:56] 一定有很多也是
[09:58] 幸好我没有砍在低档区
[10:01] 但抱上来
[10:02] 抱上来你会发现心情会改变
[10:04] 本来说好
[10:05] 下一次我一定要懂得获利了结
[10:07] 不要再抱过一座山了
[10:09] 可是一旦上来
[10:10] 第一个念头是
[10:11] 他都还没有回到原点
[10:13] 虽然我可能已经
[10:14] 把获利有一些回卸回来了
[10:16] 然后第二个是
[10:17] 那感觉上他还会再涨
[10:19] 我现在卖又卖早了
[10:20] 其实我们会一直在这样
[10:22] 心情的轮回里面
[10:24] 不是很好
[10:26] 不是很好
[10:27] 所以这也会造就
[10:28] 这一波上来的那个情绪
[10:30] 就说实话
[10:31] 我觉得也是比较不理想
[10:32] 因为刚刚凯哥也讲了
[10:33] 可能上一波大家去融资
[10:35] 即使各行库我们已经提醒
[10:37] 不断地再加严格条件
[10:39] 利率变高了
[10:41] 股票直接这个利率变高了
[10:43] 然后是额度变少了
[10:44] 有一些像台积电
[10:46] 不给你借了
[10:47] 对不对
[10:47] 不给你质押了
[10:49] 其实这些都不是
[10:50] 一夕之间发生的
[10:52] 是一直讲一直讲一直讲
[10:53] 突然它就发生了
[10:55] 有些做准备的朋友
[10:56] 自然受伤程度就会低
[10:58] 没有做任何准备的朋友
[11:00] 就会非常抱怨说
[11:02] 怎么突然这样
[11:03] 没有没有什么事情
[11:05] 是突然这样子的
[11:06] 它就是累积到后面
[11:07] 它会突然泄洪
[11:09] 对
[11:09] 但是前面每一次
[11:10] 有这样子资金紧缩的情况
[11:12] 我们都有跟各位
[11:14] 做了一些提醒
[11:15] 那同样的
[11:16] 现在竟然
[11:17] 我们也算蛮幸运的
[11:19] 就这波下沙
[11:20] 其实弹得很快
[11:21] 弹到这样的水位
[11:22] 即使很多的股票
[11:23] 也许还没有回到
[11:24] 原本的高位
[11:25] 有些创新高
[11:25] 当然幸运一点
[11:26] 我们买到的股票
[11:27] 是创新高之类的
[11:28] 都OK
[11:29] 就是适度的想想
[11:31] 您的停利机制
[11:32] 到底是什么
[11:33] 如果不想要
[11:34] 抱过一座山
[11:35] 同样的
[11:36] 也会有一些部位
[11:37] 赵老师常常讲
[11:38] 它是累计的
[11:39] 它没有一定要什么马上停利
[11:42] 它是希望部位稳定的长大
[11:44] 将来成为你人生里面
[11:45] 最核心重要的资产
[11:46] 自然你在下跌和上攻的时候
[11:49] 你都不用特别惊慌失措的
[11:51] 做些什么
[11:52] 我觉得到了礼拜五
[11:54] 这件事情真的值得好好的研究
[11:56] 因为我这两天也在做一个调整
[11:58] 这一次有没有什么启示
[12:01] 第一个当然就是
[12:02] 我觉得资产配置
[12:03] 产生了非常大的作用
[12:05] 我都是用现股买卖这件事情
[12:07] 也产生很大作用
[12:09] 这些事情在股票市场急涨
[12:11] 每个人都在杠杆
[12:12] all in喊得满天响的时候
[12:14] 显得非常的没有效率
[12:16] 对
[12:17] 但是那个是配合
[12:18] 我自己的个性来做的事情
[12:20] 所以在下杀的时候
[12:22] 为什么可以心平气和
[12:23] 以及后来我就讲了
[12:25] 昨天有跟大家分享
[12:27] 因为明年
[12:27] 我有两个事情是比较大的
[12:29] 第一个是我买的新的房子
[12:31] 他明年要交屋
[12:33] 所以我要去决定
[12:34] 我的贷款额度
[12:35] 跟我要拿多少现金出去
[12:36] 第二个
[12:37] 明年东森要搬家了
[12:39] 好
[12:40] 东森整个总部
[12:41] 要搬到三重新庄交界的
[12:43] 那个鲜色工站
[12:44] 好
[12:45] 东森搬家是已经其次了
[12:46] 我昨天收到通知
[12:47] 就是明年4月要搬家
[12:48] 那我自己的房子
[12:50] 是明年可能下半年
[12:51] 最晚最晚
[12:52] 第四季一定会交
[12:53] 所以我就开始
[12:55] 必须为我的资产
[12:56] 做一些布局了
[12:57] 第一是我前一阵子
[12:58] 就把我旧的
[12:59] 我现在住的房子的房贷
[13:01] 是全款还清掉
[13:03] 因为我要去预设
[13:04] 我未来谈的贷款条件
[13:06] 我不要任何的卡办
[13:07] 比方说因为是
[13:08] 同时有两屋啊
[13:10] 或什么的
[13:10] 你的贷款条件就变得很不好啊
[13:12] 没有
[13:13] 我原本的房贷
[13:14] 我就先把它清掉
[13:15] 所以未来那一间就可以
[13:17] 以首购的方式谈贷款
[13:19] 但是我也没有要贷好贷满
[13:21] 所以我也会去思考
[13:22] 我要怎么转换资产
[13:24] 那之前有跟大家聊
[13:25] 我有一个防御资产
[13:26] 就是所谓的债券型ETF
[13:28] 那昨天我是决定
[13:29] 那我要把部分的债券型ETF
[13:31] 就留下真正纯币显的
[13:34] 因为说实话
[13:35] 它的息5% 6%
[13:37] 但是它避险功能是好的
[13:39] 所以像前一波在下杀的时候
[13:40] 它就在那里嘛
[13:41] 那当然大家会担心升息环境
[13:43] 但短期间来看
[13:45] 联准会好像也没有真的要升息
[13:47] 所以我会留下一部分
[13:49] 还是依旧是避险资产
[13:51] 那另外一部分
[13:52] 我就会去买
[13:53] 我跟大家聊的
[13:54] 它现在大部分是用资本利得
[13:57] 来帮大家配发息的这些ETF
[14:01] 因为现在台湾的股息
[14:03] 殖利率没有以前好了啦
[14:04] 找到这里平均股息殖利率只有2%多
[14:07] 所以以前我担心说
[14:09] 我拿到一堆股息要克所得税这件事情
[14:11] 他反而在现在很多ETF的设计上
[14:13] 他更会把资本利得拿来配给你
[14:15] 缺点就是他一定会有很大的波动
[14:18] 如果今天遇到市场有大波动的时候
[14:21] 他毕竟以股票为主
[14:22] 所以他也会波动
[14:24] 那优点就是平常没什么事的时候
[14:26] 他配给你就等于帮你做部分停利
[14:29] 然后你也可以拿到现金流
[14:30] 这个现金流不用计入所谓的所得税
[14:33] 所以它还是有优缺点的一体两面
[14:36] 那我之前买
[14:37] 我这边在啰嗦一下
[14:38] 我之前买那些债券部位
[14:41] 它有起到一个功能
[14:42] 什么功能
[14:42] 因为我要交屋前
[14:44] 它会让我的想法变保守
[14:46] 因为我希望我的房子的钱
[14:48] 不要因为市场的波动减损
[14:50] 所以那一块钱
[14:51] 它没有什么变动
[14:53] 它就帮我保住了
[14:54] 我的资产跟稳定有吸收
[14:56] 可是我既然已经算好
[14:59] 我明年要交屋
[15:00] 我可以准备到多少钱了
[15:01] 那未来的房贷
[15:03] 我要怎么付
[15:03] 我想好之后
[15:05] 我会把我的资产
[15:06] 挪到这类型的
[15:08] 所谓用资本利的配息
[15:10] 给大家的ETF商品上
[15:12] 昨天有数了几档
[15:13] 今天我请教了阿格力跟古鱼
[15:15] 他们给了我更多档
[15:16] 所以我六日会来做这个功课
[15:18] 报告完毕
[15:19] 跟大家分享一下
[15:21] 我这几天也是有在思考
[15:23] 我的资金配置的变化
[15:26] 其实你可以看到
[15:28] 其实美国市场
[15:29] 现在其实他们房地产的状态
[15:30] 不是很乐观
[15:31] 所以其实资金其实都在往AI这边跑
[15:34] 所以为什么这个辉达要去跟这个六巨头做这个合作
[15:38] 基本上其实六巨头也希望另外开一个赛道
[15:41] 因为他们在这个美国的房地产的这个利率上面
[15:44] 其实收不到太多的钱
[15:46] 这就是为什么逼着他们要去往AI这一块走
[15:49] 那所以你看他在跟这个六巨头合作之后的
[15:52] NVIDIA的走势开始走强
[15:54] 那我就跟大家讲说当NVIDIA开始走强
[15:56] 其实这盘就告诉你他去一个要正面的
[15:59] 因为其实大家比较担心的是说
[16:01] NVIDIA这件事情做下去之后
[16:03] 会不会造成明显的恶化
[16:05] 就是因为其实你要知道
[16:07] 这个六巨头
[16:09] 他们都是属于财务性投资的公司
[16:12] 他们不是真正的金融公司
[16:14] 他们不是银行
[16:15] 你看什么高盛
[16:17] 什么这些黑石
[16:20] 其实他们都是属于金融投资机构
[16:22] 所以他们就是比较会做的
[16:25] 就是像基建
[16:26] 例如说我盖机场
[16:28] 你跟我融资
[16:28] 然后可是你要知道
[16:30] 机场可以用非常多年
[16:32] 你看我们的一行二行
[16:33] 现在才要开三行
[16:35] 你看这个机场可以
[16:37] 贡献多少的利息
[16:38] 给这些金融投资公司
[16:40] 可是你看GPU这个东西
[16:43] 基本上
[16:44] 严格讲它的迭代是很快的
[16:46] 尤其是在美国限制
[16:48] 它不能把一些产品
[16:50] 卖到中国之后
[16:51] 基本上就有一个风险
[16:52] 就是你的东西
[16:54] 万一是中国也不能买的时候
[16:56] 那你这东西要怎么办
[16:57] 所以这个就会是一个
[16:59] 比较大的问题
[16:59] 不过我觉得你可以短线看
[17:01] 基本上NVIDIA的CDS
[17:03] 其实它并没有明显的恶化
[17:05] CDS其实是正常的
[17:06] 但是NVIDIA涨
[17:08] 可是高盛其实就没有什么太大的涨幅
[17:10] 所以告诉你说
[17:12] 目前看起来NVIDIA有点在回归市场
[17:16] 就是我们从之前的第三季
[17:19] 我们一开始看到是AMD崛起
[17:21] 到现在开始AMD开始下来
[17:23] NVIDIA开始崛起
[17:25] NVIDIA崛起的这个过程
[17:27] 它稍微压制一下Google
[17:28] 但是我不覺得
[17:29] Google就會被他打下去因為你要知道他讓這些金融機構可以買用貸款的方式让这些厂商去买GPU它还是一个成本你还要加计一个利息的成本
[17:41] 那你的Google的TPU
[17:43] 本身它就是相对
[17:44] 就是便宜三成到四成的
[17:46] 成本的情况之下
[17:47] 我觉得厂商未来在
[17:49] 这个战局里面
[17:50] 他还是会去选择一个
[17:52] 相对对他比较有利的一个位置
[17:53] 回过头来我就在讲说
[17:55] 基本上市场还在往前走
[17:57] 还在往前走
[17:58] 其实我们最近可以留意一个
[17:59] 什么东西
[18:00] 我觉得大家可以留意
[18:01] 被投信戳杀的股票
[18:03] 我上次来就讲了
[18:04] 我说投信有点在气小就大
[18:07] 我那时候上次来讲说
[18:09] 可以留意PCB
[18:10] 我讲说金像店好像有点要浮上水面了
[18:13] 从那时候讲完之后
[18:15] 其实金像店就慢慢爬上来了
[18:16] 而且投信有买了
[18:17] 对
[18:17] 你可以看到
[18:18] 这几天被投信戳杀还有谁
[18:20] 还有联电
[18:21] 还有蓝帽
[18:22] 还有金居
[18:23] 还有真鼎
[18:24] 其实这些公司不好吗
[18:25] 他们曾经都被投信追逐过
[18:27] 没错
[18:28] 对
[18:28] 他们曾经都是
[18:29] 投信眼中的梦中情人
[18:31] 可是追到的时候
[18:32] 后来就把他们甩掉了
[18:33] 对
[18:34] 但是他们真的不好吗
[18:35] 不是
[18:35] 只是因为他们现在的策略就是
[18:37] 他们要气小就大
[18:39] 所以你看
[18:39] 他去追逐金融股
[18:40] 这告诉你
[18:41] 其实反而是一件好事情
[18:43] 就是我们去检视这些股票
[18:45] 是不是相对来讲
[18:46] 筹码是有特定的人在买进
[18:48] 或是周大量低
[18:50] 是不是站稳
[18:51] 其实它就是一个
[18:51] 很好的买进点
[18:52] 所以股市其实是
[18:54] OS冷静理智的人
[18:56] 可以赚到钱
[18:57] 而不是一直盲目的追逐
[18:59] 我跟大家讲理由是因为
[19:01] 你不要这时候一直在去追
[19:03] 台光电跟台耀
[19:04] 他们是很好
[19:05] 可是也已经上来了
[19:06] 你也不要这时候一直在去追
[19:08] 什么奇鸿建策
[19:10] 建策当初3000块就说可以买了
[19:12] 现在都已经4000多了
[19:13] 那你就不要一直在追这些股票
[19:16] 就等他们有降温的时候再回来买
[19:18] 这时候你就把目光放到
[19:20] 被投信错杀的股票
[19:22] 我相信他们不会是真的义无可取
[19:24] 而是你这时候就是应该在
[19:26] 不能讲垃圾里面捡黄金
[19:28] 应该讲说在贝壳里面捡珍珠
[19:30] 我觉得这是一个
[19:32] 比较好的操作策略
[19:33] 好 人气我取的概念
[19:35] 因为我们之前就有聊过
[19:37] 凯哥有提到金居对不对
[19:39] 有提到为什么投信
[19:40] 短短的几天
[19:41] 卖了一万多张出来
[19:42] 有提到也可能叫做停损卖压
[19:44] 对
[19:45] 停损卖压也不甘愿
[19:47] 而且有的投信是内归
[19:49] 你砍了不能马上买回来
[19:52] 所以你就会显示出
[19:53] 奇怪咧
[19:54] 怎么卖一卖没有马上回补
[19:56] 当然别家有可能会去回补
[19:58] 这些都是值得观察的
[20:00] 但现在我们不要因为
[20:02] 短暂的他比较谈得慢
[20:04] 以前的神话
[20:06] 好像现在变笑话
[20:07] 我觉得这个就没有必要
[20:08] 还是回归到本职跟AI
[20:10] 有没有往前前进的发展
[20:12] 刚刚凯哥讲了一件事
[20:13] 就是我的心情
[20:14] 如果自己的心态很浮躁
[20:17] 然后觉得很慌乱
[20:19] 说下去也很担心
[20:21] 自己没有砍在高点
[20:22] 然后上来也很担心
[20:23] 自己没有买在低点
[20:25] 那决策会永远都是错误的
[20:27] 这也是为什么
[20:29] 我常常会停下脚步来看一下
[20:31] 这现阶段
[20:32] 我接下来的人生规划是什么
[20:34] 我的资产的组合是什么
[20:36] 来做一些调整
[20:37] 那我刚刚肉讲了一个事情是
[20:39] 当我做这个调整
[20:41] 因为其实大家如果
[20:42] 做到一定的部位的时候
[20:44] 好像没有必要分那么细吧
[20:45] 对不对
[20:46] 就是说你会有钱一直进来
[20:48] 那你可能获利的钱
[20:49] 会再投入等等
[20:50] 你可能没有办法分那么仔细
[20:51] 但是我想要确保的是
[20:53] 我有一块部位
[20:54] 它去对应起
[20:56] 我将来一定要缴的贷款
[20:58] 或是一定要缴的一个什么东西
[21:00] 它可以对应上
[21:01] 当它对应上之后
[21:02] 我接下来另外的部位
[21:04] 我想要冲
[21:05] 我想要买很积极的东西
[21:07] 我甚至那一块有短暂的赔钱
[21:10] 套牢什么
[21:11] 它都不会影响我的生活
[21:12] 所以我可以很放心的
[21:14] 在这一块大做我想要买的个股
[21:17] 我觉得这个对我来说
[21:19] 是一个很重要的事情
[21:20] 所以看起来有点矛盾
[21:21] 你有一块超级稳超级保守
[21:23] 可是你有一块超级冲
[21:24] 那是因为你有一个保本
[21:25] 以及让你知道
[21:26] 你生活不会被影响的东西
[21:28] 我觉得如果大家的资产
[21:29] 有长大的时候
[21:30] 可以来思考
[21:31] 那如果现在资产的部位
[21:33] 还小的话
[21:34] 我觉得就是傻傻做配置就对了
[21:36] 傻傻做
[21:37] 然后呢
[21:38] 刚刚跟凯哥讲的一样
[21:40] 我们观察整个情势
[21:41] AI它会有一点点
[21:43] 时不时利空利多交错
[21:46] 因为例如说
[21:46] 它做这个AI融资平台
[21:48] 大家就会很担心
[21:49] 我花出去的钱
[21:50] 能不能回收
[21:51] 第一
[21:51] 第二是
[21:52] 美国是一个现在是高利率环境
[21:55] 高利率环境对融资
[21:56] 它就是补利
[21:57] 对你背的债越多
[21:59] 你将来还不出来的几率就越高
[22:01] 所以为什么川普
[22:02] 他真的很不希望升息
[22:04] 这个升息是牵一法而动全身
[22:06] 尤其是对高科技要发展的股票来说
[22:10] 对
[22:10] 所以呢
[22:11] 这边的话
[22:11] 一边我们看到发展
[22:13] 一边我们知道风险
[22:14] 但是总体评估来说
[22:16] 明年在这么大量的资本支出下
[22:19] 台厂的获利成绩单
[22:21] 是绝对会往上的
[22:22] 那如果有遇到修正
[22:24] 你为什么要勇敢
[22:26] 因为你现在评价回来
[22:27] 变合理了嘛
[22:28] 那明年再冲就会棒嘛
[22:30] 要是你现在评价
[22:31] 就一直高高在上
[22:32] 就算你明年再冲
[22:33] 你也涨不动了
[22:34] 这就是股票市场
[22:35] 会领先反应的现实
[22:37] 是啊
[22:38] 所以这时候我就说
[22:39] 你要冷静的去找
[22:41] 那些被错杀的股票
[22:42] 或者是它已经涨了一段
[22:44] 可是你之前是买不到的股票
[22:46] 因为前面这一段
[22:47] 有很多股票
[22:48] 每天是跳空涨停
[22:49] 跳空涨停
[22:49] 你根本也没有办法买
[22:51] 这时候你是不是应该很高兴
[22:52] 说他终于不涨了
[22:54] 他终于休息了
[22:55] 对啊
[22:56] 那我们从里面挑一批
[22:57] 好的嗜血宝马
[22:59] 重新再骑上去
[23:00] 对不对
[23:00] 对啊
[23:01] 你之前是流血的产马
[23:03] 对不对
[23:04] 这样不行
[23:04] 你总是要做一点组合的调整
[23:07] 你不能说抱上又抱下
[23:09] 我刚刚讲嘛
[23:10] 你不能说你的融资的持续
[23:12] 被当到130
[23:13] 然后现在说
[23:14] 我用回190 180
[23:15] 你就很开心
[23:16] 觉得没事
[23:17] 其实如果你没有调整
[23:18] 你就还是那样的组合
[23:20] 对
[23:20] 所以这时候就是要做一点组合调整
