[00:00] 歡迎收聽趙華宇股貨載第1043集
[03:17] 還是在主軸這個之上
[03:19] 會有這個疑慮
[03:20] 其實最主要剛剛講的關鍵點
[03:22] 因為美股在跌
[03:23] 如果現在美股是在創高
[03:25] 這樣的格局
[03:26] 大家不會害怕
[03:27] 對吧
[03:28] 對啊
[03:28] 毛毛的
[03:30] 其實最主要關鍵點
[03:31] 是因為美股在跌
[03:32] 那我們
[03:33] 所以我們直接先來回頭
[03:35] 先來講這個
[03:36] 大家毛毛的原因
[03:37] 就是為什麼落差越拉越遠
[03:38] 對
[03:38] 我先講一個結論
[03:40] 長線這不是長線之計
[03:42] 因為我亞股或臺股跟美股
[03:46] 長期而言是不可能脫鉤的
[03:48] 這是必然的
[03:49] 那現在出現什麼現象
[03:51] 為什麼會有脫鉤的效益
[03:53] 其實很簡單
[03:54] 你從美股的結構
[03:57] 或國際資金的結構
[03:59] 會看到兩件事情
[04:00] 第一件事情呢
[04:02] 簡單講美股它的特色
[04:03] 就是現在全資股在休息
[04:05] 但它中小型股非常強勢
[04:07] 其實這個時間點從去年底
[04:10] 接近應該說一月初開始
[04:12] 就有這樣的現象
[04:13] 你可以看到
[04:14] 如果你去看羅素2000指數
[04:16] 明顯就比比如說S&P500
[04:18] 道瓊明顯強勢
[04:20] 它有點短線強勢股漲多
[04:23] 應該說全支股漲多了
[04:25] 大家不太敢買
[04:26] 然後跑去買中小型
[04:28] 我覺得類似臺股
[04:30] 去年12月曾經有一段
[04:32] 就是指數休息
[04:34] 它中小型族群活蹦亂跳
[04:36] 我要提醒大家
[04:38] 這個結構代表是什麼意義
[04:40] 就是還是一個多頭格局
[04:42] 因為如果今天真的有危險
[04:44] 大型不漲了
[04:45] 中小型族群不可能上去
[04:47] 它會反而會更弱
[04:49] 那大型不漲了中小型強勢
[04:51] 代表的是大家覺得
[04:52] 這個上面漲多我不敢買
[04:54] 我要去買那個比較便宜的
[04:55] 那代表的就是大家認為趨勢還在往上
[04:59] 所以這個是在美國國內的現象
[05:02] 第二個我們看到全球的現象
[05:04] 我應該說最近我看到不止一家
[05:07] 兩三家很大型外資
[05:09] 寫了很多我覺得很明顯的報告
[05:12] 就是結論就是什麼
[05:13] 一樣的問題
[05:14] 從去年底他們美股為什麼弱
[05:17] 一個就是資金跑去中小企
[05:19] 另外一塊是資金
[05:20] 現在基金經理要買都不買美股
[05:23] 都買什麼
[05:23] 買新興市場
[05:24] 他把新興市場一抓出來
[05:26] 從去年底之後表現非常強勢
[05:29] 其中又給了兩個族群
[05:33] 一個就是韓國
[05:34] 一個就是臺灣
[05:34] 這兩個就是最重要的關鍵
[05:37] 他給一個數字
[05:39] 就是說在這個所謂的
[05:41] 如果回到美國的一個角度而言
[05:45] 其實這一個月
[05:46] 他們整個企業獲利值上漲了0.6%左右
[05:50] 但是整個新興市場上漲了
[05:53] 調升了10%
[05:55] 那10%很恐怖吧
[05:57] 但是他
[05:57] 我覺得這個也是外資人特別
[05:59] 他給這個數字
[06:00] 他另外給了一個數字是新興市場
[06:03] 但是排除了臺灣跟韓國之後
[06:06] 只剩下1.5%
[06:08] 那你就知道剛剛提到
[06:09] 10%跟1.5%
[06:11] 那其實就是把韓國跟臺灣拿掉
[06:13] 那其實或者是
[06:15] 你很簡單你去網路上查一下
[06:18] 就是韓國出口數字跟臺灣出口數字
[06:21] 現在是用爆衝的噴出
[06:22] 所以經紀人看的都是這些基本面
[06:26] 所以他會導致現在不買美股
[06:28] 跑去回過頭來再買韓國股市跟臺灣股市
[06:32] 那韓國股市也可以看到
[06:34] 在這一段時間真的強得亂七八糟
[06:37] 那我會覺得他其實是
[06:39] 你要回頭看就是他23 24一直都是落後
[06:43] 一直到二五尾才開始急起直追
[06:46] 那現在呢還在往上
[06:48] 其實他們最主要的紅利呢
[06:50] 就是所謂的三星跟海力
[06:52] 是這兩黨
[06:53] 這兩黨大漲
[06:55] 就像臺灣的臺積電一樣
[06:56] 一大漲整個指數就火鋒亂跳
[06:58] 那我會覺得啦
[06:59] 這個記得一件事情就是
[07:02] 第一個就是
[07:03] 其實臺灣比韓國要健康的很多
[07:06] 第一我們漲幅沒有那麼誇張
[07:09] 第二我們今天能上不是兩家造成的
[07:12] 臺積電固然很重要
[07:14] 但是你從整個AI族群
[07:15] 不是隻有
[07:16] 不是隻有這個晶片而已
[07:18] 包含PCB散熱機殼
[07:21] 各式各樣的
[07:22] 我們先不講股價
[07:23] 我再講基本面
[07:24] 就是所謂的營收等等
[07:26] 創歷史新高
[07:27] 所以我說臺灣其實是比較正向的
[07:29] 但是還有第二點要提醒啊
[07:33] 這個東西像現在剛剛提到美股弱
[07:36] 是因為國內資金結構不對
[07:38] 跟國際資金現在
[07:40] 相對來講不在美國
[07:41] 但是我還是我自己的論點
[07:43] 這個東西也沒辦法走太久
[07:45] 我也不會告訴你說
[07:46] 這未來就長這樣
[07:47] 不可能
[07:48] 因為美國還是領導者
[07:50] 這七巨頭如果一直一直一直不漲
[07:52] 我們在漲會越來越害怕
[07:54] 基金竟然在下單的時候
[07:56] 也會到最後會縮手
[07:58] 所以後續比較重要的關鍵點
[08:00] 我覺得還是要等待
[08:01] 這個禮拜的回答法
[08:03] 說看看能不能再把資金
[08:05] 回到這個七巨頭上
[08:07] 那這一段時間
[08:08] 等於是亞股跟美股脫鉤
[08:10] 我是可以接受的
[08:11] 但是我會覺得提醒投資人
[08:14] 如果到了這個
[08:15] 隨時回答了財報之後
[08:17] 回答不再持續往上
[08:19] 但是我們一直往上衝
[08:21] 齊聚頭還在往下
[08:22] 我個人就會可能會稍微
[08:25] 裝比較保守的一個言論
[08:27] 剛剛講到
[08:28] 就是我們現在錢
[08:30] 從美國流向了韓國
[08:32] 臺灣甚至日本
[08:33] 日本其實也有
[08:35] 像日本的話
[08:35] 今天這個日東房跟
[08:37] 一碧店一斐店都漲非常多
[08:38] 我們各自有各自在AI科技上的強項
[08:42] 但是這邊的話
[08:44] 因為最終的話
[08:45] 大型的巨頭都還是在美國
[08:47] 所以這邊明翰才會講說
[08:49] 如果今天美國跟我們真的脫鉤太遠的時候
[08:52] 那要小心一下
[08:54] 但現在我覺得他在驗證了一個
[08:56] 以前我們講的事情
[08:57] 就是美國在發展在做資本支出
[08:59] 不是大家在那邊吵嗎
[09:00] 那時候剛發表財報的時候
[09:03] 就算大家財報很好
[09:04] 也會說你可能會花太多錢
[09:05] 沒辦法回收
[09:06] 那我們就講說
[09:07] 你不要管他能不能回收
[09:08] 我們會拿得到訂單
[09:09] 對不對
[09:10] 人家去開餐廳
[09:11] 弄得富麗堂皇的
[09:12] 然後花很多很多錢
[09:13] 買裝置買鍋碗瓢盆
[09:15] 我們就是賣裝置
[09:16] 跟鍋碗瓢盆的那個人嘛
[09:18] 所以現在這個事情
[09:19] 有完全的
[09:20] 其實在股市上面做驗證
[09:22] 只是漲多
[09:23] 我們還是會稍稍提醒風險
[09:25] 因為你不太可能脫鉤太遠
[09:26] 脫鉤太遠
[09:27] 你一定會有個核心
[09:28] 把它大家拉回來
[09:29] 但現在你也不能說
[09:30] 漲得毫無道理
[09:31] 那剛剛還提到說
[09:32] 臺灣也許還比韓國
[09:33] 還健康一些些
[09:35] 是因為我們雖然也會覺得
[09:36] 好像都是漲臺積電
[09:38] 可是不是
[09:38] 大家看到像今天PCB
[09:40] 是臺灣非常大的一個族群
[09:42] 我們臺灣的PCB產值
[09:44] 在全世界是第一大的
[09:46] 那PCB也在漲的時候
[09:48] 你就知道說
[09:49] 我們還有這一塊
[09:50] 那你說韓股的話
[09:51] 就是記憶體
[09:52] 對
[09:52] 那以前我們常常對比說
[09:54] 臺股跟韓股
[09:55] 我們出口的產業是很類似的
[09:57] 但是後來我們在先進製程上
[09:59] 是超越韓國
[10:00] 但韓國現在返回一層
[10:01] 是因為他們的記憶體的能力
[10:02] 比我們強
[10:03] 但無論如何我們還有PCB
[10:05] 所以我們這兩個國家
[10:08] 其實在出口上面
[10:09] 都是以電子為強項
[10:10] 現在看起來就得到了很大的紅利
[10:13] 對不對
[10:13] 但是又回到剛剛講的
[10:15] 我們可能要看一下匯達的表現
[10:17] 匯達過兩天就禮拜三的凌晨
[10:18] 他會來公佈財報
[10:20] 那以前每次公佈財報即使很好
[10:22] 因為這一波美股都有一點這樣
[10:24] 即使很好市場還是有點失望
[10:26] 但因為最近的話
[10:27] 因為美股很壓抑
[10:28] 會不會匯達財報出來後
[10:29] 反而是帶動另一波的上漲
[10:32] OK 確實趙華講到重點
[10:35] 一開始的破題就講
[10:36] 過往應該說我們不要講太久
[10:40] 就從230有AI以來
[10:41] 其實輝達的財報特色
[10:43] 我個人覺得跟臺積電幾乎是一模一樣
[10:46] 就是你不用擔心它財報不好
[10:48] 你也不用擔心它展望不好
[10:50] 這真的多擔心
[10:51] 它一定都是很好
[10:52] 但是股價不代表一定會漲
[10:54] 而且特色現象我剛剛提到
[10:57] 跟臺積電的整個架構很像
[11:00] 就是股價通常在講得很好
[11:03] 就算開高
[11:04] 後續也會拉回
[11:06] 而且更特別的現象
[11:08] 就他們拉回的整理時間
[11:10] 大概都是一週到兩週
[11:11] 幾乎是長得一樣
[11:13] 然後一兩週之後給你機會
[11:14] 應該說很多去賭財報的人
[11:17] 他事先就上車
[11:18] 而且通常在上車前
[11:20] 他們可能都已經
[11:21] 他們可能比較早上車
[11:23] 在財報前就賺了一段
[11:24] 所以很多人會在財報過後
[11:27] 獲利了結
[11:27] 就會導致他有一定的壓力回來
[11:29] 但是很明顯的現象
[11:31] 就是一到兩週整理過後
[11:33] 又會再度走高
[11:34] 所以我剛剛提到
[11:35] 比較重要的關鍵點
[11:36] 倒不是說
[11:37] 一公佈財報就一定要很強
[11:40] 但是如果公佈財報之後
[11:42] 經過一兩週整理之後
[11:44] 一直沒有辦法上去
[11:45] 我個人覺得故事
[11:46] 真的會有一點不一樣
[11:48] 但比較好的現象
[11:49] 我剛剛提到
[11:50] 通常揮達的財報
[11:52] 容易開高走低
[11:54] 拉回一兩個禮拜整理
[11:57] 其實有一個很重要的關鍵點
[11:58] 通常他都是類似臺積電一樣
[12:01] 在法碩會前大家很期待
[12:03] 所以他特色是最後幾天會非常強勁
[12:06] 那如果沒有出現
[12:08] 那這個後續壓回的力道
[12:10] 自然就會相對比較輕
[12:11] 那加上這一次呢
[12:13] 應該說今年以來
[12:14] 七巨頭表現都是蠻差的
[12:16] 所以我覺得應該說
[12:18] 照理講
[12:19] 我自己覺得
[12:20] 應該在這個會大法碩會
[12:22] 一週左右時間點
[12:24] 會大應該要帶領這七巨頭轉槍
[12:27] 所以應該說目前角度美股跟臺股或亞股脫鉤我覺得在這一個禮拜左右我覺得都是OK的可是到下禮拜結束如果這個情況還在延續
[12:40] 那我就覺得大家有點心理準備
[12:43] 要有點警訊
[12:44] 不要每天因為股價強就覺得很high
[12:47] 就是事情都要有根據
[12:49] 現在能強是有它的道理所在
[12:52] 但是如果一直到下禮拜結束
[12:56] 還是沒辦法轉強
[12:57] 要是我可能會轉為比較保守的一方
[13:00] 好
[13:00] 這個明翰先生的節奏
[13:02] 每次都抓得很好
[13:03] 但是說實話
[13:04] 這一次是強到沒朋友
[13:05] 對
[13:06] 那我們在年前
[13:07] 也有跟大家分享說
[13:08] 如果真的是超級低持股
[13:09] 可能就只能先佈局一些些
[13:11] 熱門的產業股
[13:12] 那如果很有耐心
[13:14] 願意等拉回
[13:15] 或手上已經有固定的持股
[13:16] 也不急於在這個時候
[13:18] 一定要加好加滿
[13:19] 我們身邊當然有加好加滿的朋友
[13:21] 但他們都通常都是短線高手
[13:24] 也不見得說
[13:25] 可以這一個波段都賺保賺滿
[13:27] 但是在短線區間
[13:29] 或者說賺了一點走
[13:30] 在換股的過程中
[13:31] 他們比較靈活
[13:32] 可是大部分朋友可能不一定
[13:34] 只是我們會發現
[13:35] 像今天盤面上
[13:36] 集中的火力
[13:37] 就是這些剛有點名到的
[13:39] 除了臺積電
[13:40] 說實話你會發現臺積電
[13:41] 只要回檔
[13:42] 好像就是買點了
[13:43] 你不買它
[13:44] 它現在里昂又出一個報告
[13:47] 調高到3030
[13:48] 你不趁它回檔不動的時候買它
[13:51] 好像就真的沒有什麼大機會
[13:53] 但是我們還是要講
[13:54] 去年還是有打到季線
[13:56] 或者是打到月線
[13:58] 這種情況
[13:58] 一年出現個幾次不稀奇的
[14:01] 所以也不用說
[14:02] 你覺得它永遠都不會回頭
[14:03] 只是如果你現在手上
[14:05] 真的很低持股
[14:05] 在這樣的環境裡面
[14:06] 覺得很不舒服的話
[14:08] 例如我們剛剛提到的PCB
[14:10] 然後跟AI相關的
[14:12] 不管是伺服器的板材
[14:13] 或者像撥線部的上游
[14:14] 或者像銅箔的上游
[14:16] 等等的
[14:17] 可能都會是現在的顯學
[14:18] 那低軌衛星
[14:19] 對不對
[14:20] 然後還有像這個
[14:21] 所謂的半導體相關的裝置
[14:24] 可能還像是相對比較低
[14:26] 可是我覺得裝置比較
[14:27] 大家比較難抓到它的節奏
[14:29] 因為每一家可能入賬的時間不一定
[14:31] 那細光子就很考驗大家的人品了
[14:34] 因為長到這邊
[14:35] 我也不曉得怎麼講
[14:36] 好幾家公司的本益比
[14:38] 可能都要破百了
[14:39] 對
[14:40] 那可是細光子看起來也是一個顯學
[14:42] 那很多人還會問啊
[14:44] 那為什麼有一些就比較長不動啊
[14:46] 機器人好像一直風沒有吹過來嘛
[14:48] 現在到底是應該去追逐這些
[14:51] 還是盤面上非常熱的
[14:53] 還是去撿那些
[14:54] 有熱門的話題
[14:56] 可是股價還沒有熱的
[14:57] 我覺得這個結論
[15:00] 我覺得這兩塊都可以
[15:01] 可是你要看你自己的屬性
[15:03] 我覺得以投資的時間軸為主
[15:06] 我個人覺得以單位為周來切開
[15:09] 如果你今天的投資的時間
[15:12] 大部分就是一週
[15:13] 或是一週以內的
[15:15] 我個人覺得就直接買
[15:17] 這個目前的市場強勢族群
[15:19] 所以你要這個概念
[15:20] 只是剛剛提到
[15:22] 我們先講這幾大族群
[15:23] 包含PCB ABF
[15:26] 我先講這兩個
[15:28] 我結論就是這兩個是真的AI族群
[15:31] 所以把握原則不要怕高
[15:34] 好 翟板真的很驚人
[15:37] 你不用怕高
[15:38] 因為他沒辦法
[15:39] 因為我結論我自己的感受
[15:42] 就是對我來講
[15:44] 我覺得有信心能夠樂觀
[15:46] 我就必須他要能夠吃AI
[15:48] 他如果沒有吃AI
[15:49] 我就會怕怕的
[15:50] 因為隨時現在熱可能會反轉
[15:52] 那好處就是我們剛剛提到PCB
[15:54] ABF載板
[15:56] 他就確實是有吃到AI
[15:57] 所以代表著後續的動能能夠持續延續
[16:00] 所以我覺得這兩個族群
[16:02] 就相對來講
[16:03] 你怕高的應該用分批買
[16:05] 不是說怕高就不要買
[16:07] 這論點可能不太一樣
[16:08] 另外我們講了
[16:09] 如果說衛星跟CPU
[16:11] 我個人覺得可能跟PCB跟ABF載板
[16:15] 有些許不同
[16:16] 他們是不是吃AI答案是對
[16:19] 可是他們有他們的弱點
[16:22] 就是他並不是
[16:23] 他們應該說
[16:24] 他們最大動人不是現在式
[16:27] 他們的是有點未來式
[16:28] 所以這個故事來講
[16:31] 就會相對來講
[16:32] 我會覺得相對
[16:33] 我個人覺得信虛一些些
[16:36] 但是剛剛提到
[16:37] 如果你現在是在短線操作
[16:40] 這四個族群都是沒有問題
[16:42] 如果你以周的角度下去做操作
[16:45] 都沒有問題
[16:46] 如果你今天用月的角度下去操作
[16:49] 就會建議PCB跟ABF摘板
[16:51] 會比另外兩個族群要來得好
[16:53] 那但是我還不斷強調
[16:56] 就是說如果就整個迴圈而言
[16:59] 我們從去年要進入第四季
[17:02] 就告訴大家每年最好做的
[17:03] 就是四到一這段時間
[17:05] 那其實所謂的一結束
[17:08] 其實到我們
[17:10] 因為我們現在已經來到
[17:11] 二月的尾段
[17:12] 通常我要講一句實在話
[17:15] 三月都還OK
[17:17] 可是三月過了下半旬之後
[17:19] 要幾乎第一季結束
[17:21] 整個指數就一定會降溫
[17:23] 我把握一個原則
[17:25] 是因為年報要出來嗎
[17:27] 也不是
[17:27] 就是這個也不是任何因素
[17:29] 它每年它就有它的節奏存在
[17:32] 就是對
[17:32] 有時候有人會說
[17:33] 你要講邏輯
[17:34] 其實有時候也是有它的邏輯在
[17:36] 對
[17:36] 就應該這樣講
[17:37] 因為它也很大問題
[17:38] 那個所謂的波動的
[17:40] 所謂的節奏是從美國帶過來的
[17:44] 是
[17:44] 所以我就說
[17:45] 過往經驗進入三月之後
[17:47] 等於說應該說進入第二季之後
[17:50] 就會呈現這個休息的階段
[17:53] 然後呢
[17:54] 這個是每年的一個架構
[17:56] 所以我要提醒大家
[17:58] 尤其是我要講一句實在話
[18:00] 我當時有把那個
[18:02] 每年開紅盤之後
[18:04] 股市的節奏畫出來
[18:05] 15個交易日左右
[18:07] 指數是一路往上
[18:09] 但過了15個交易日之後
[18:11] 就慢慢開始轉日
[18:12] 轉平
[18:13] 後續會開始慢慢往下
[18:15] 所以結論而言
[18:17] 就是現在農曆年過完
[18:19] 你會有個現象就是
[18:20] 你之前農曆年前不敢報過
[18:23] 你現在是不太舒服的
[18:25] 因為在打仗
[18:26] 然後你又開始緊張要進或不進
[18:29] 我跟大家講就是
[18:31] 要操作就把握這三週
[18:33] 如果這三週你就是不敢進
[18:36] 那你就乾脆等到第二季之後
[18:39] 有拉回再買
[18:40] 不要等到真的是人家
[18:42] 人家放煙火最後了
[18:45] 要結束了
[18:45] 你才硬衝進去
[18:47] 然後馬上就熄火
[18:48] 我覺得那個反而是風險所在
[18:50] 所以結論就提到
[18:52] 就是說剛剛提到四大族群
[18:54] 目前的短線都是OK的
[18:57] 那長線的一個部分來講
[18:59] 如果目前已經是高持股的投資人
[19:03] 其實我覺得你就持續持有
[19:05] 但是如果比較低持股的投資人
[19:07] 確實應該要持續的
[19:09] 慢慢的持續加碼
[19:11] 只是說進入第二季之後
[19:13] 可以加碼的這個時間
[19:15] 或點位可能會更多
[19:16] 因為看到這個熱門族群
[19:19] 我今天也有不同的朋友在跟我聊
[19:21] 例如說有人就非常喜歡追逐熱門股
[19:24] 他可能今天就覺得
[19:25] 還是照樣去買德宏啊
[19:27] 富巧啊
[19:27] 就撥籤簿上
[19:28] 因為今天日東房大漲
[19:29] 對
[19:30] 所以他們是有根據這樣的聯動
[19:32] 那我之前有跟大家分享說
[19:33] 其實我也在看金居
[19:35] 因為同博以擴產的速度來說
[19:37] 比這個撥籤簿還要慢哦
[19:39] 那金居確實有高階同博的能力
[19:41] 只是他的問題就是在不斷的被分盤交易
[19:44] 不斷被分盤交易
[19:45] 那他今天放出來
[19:46] 我覺得大家可以看看
[19:48] 因為以前會覺得
[19:49] 金居是地表上
[19:50] 跑最快的股票
[19:51] 因為它最先起漲
[19:52] 但是現在快要被什麼
[19:53] 被尖點超車了
[19:55] 快要被德宏超車了
[19:57] 德宏漲了200塊錢
[19:58] 所以相較之下
[19:59] 別人的樓
[20:00] 已經蓋得更高的時候
[20:01] 它好像就沒那麼貴了
[20:02] 這是我個人的小小淺見
[20:04] 但是這個都是在
[20:05] 市場的資金
[20:06] 非常熱的情況
[20:07] 大家可以注意到
[20:08] 今天熱門族群
[20:09] 是一檔一檔去點燈
[20:10] 因為錢跑出來了
[20:12] 然後看到指數
[20:13] 一直漲的時候
[20:13] 大家會慌
[20:14] 所以有很多落後的
[20:16] 或是他比較擦邊的
[20:17] 他不見得是像載板
[20:19] 我們都說載板三雄
[20:20] 可能是最正宗的
[20:21] 可是像例如旁邊的周邊的
[20:23] 然後真頂好了
[20:24] 我覺得真頂沒有不好
[20:25] 可是真頂載板的成分
[20:27] 真的很少
[20:28] 就目前大概10%
[20:29] 明年應該說今年會擴產
[20:31] 可能會到20%中間
[20:33] 但是你比起
[20:34] 不管是新興南電錦朔
[20:36] 你就是載板的比率
[20:37] 是比較低的
[20:38] 可是他今天照樣是大漲
[20:39] 昨天也是一根漲頂
[20:40] 但可能抱他的人
[20:42] 會覺得心裡比較踏實
[20:44] 因為本一比相對
[20:45] 沒有那麼的驚人
[20:46] 我覺得大家都可以去思考
[20:48] 然後像細光子也是
[20:50] 那光盛因為今天就被分盤交易
[20:52] 他有點冷掉
[20:53] 可是華星光
[20:55] 然後破落威
[20:56] 好像破落威也要被關了
[20:57] 然後還有像之前比較弱的
[20:59] 重達KY
[21:00] 迅星KY
[21:00] 又落後不漲
[21:02] 所以今天有一點點是
[21:03] 漲到十一二點的時候
[21:05] 大家開始找
[21:05] 還有誰沒漲
[21:06] 還有誰沒漲
[21:08] 所以有很多是尾盤
[21:09] 好例如記憶體
[21:10] 今天一開盤其實沒有到非常強
[21:11] 可是後來望虹立即點
[21:13] 就有點燈了
[21:14] 所以變成是
[21:15] 在這樣的情況下
[21:16] 我要講的是
[21:17] 如果你本來手上
[21:18] 就非常非常低持股
[21:19] 我真的覺得
[21:20] 不用硬要再漲1000點的這一天
[21:24] 很formal的去買
[21:25] 對
[21:26] 就像你今天早上
[21:27] 如果說你喜歡熱門族群
[21:28] 那其實記憶體有蠻多
[21:30] 是還沒有漲的
[21:30] 但我個人是
[21:32] 沒有特別操作記憶體
[21:33] 今天早上我們
[21:34] 整個早盤非常非常熱鬧
[21:35] 就問我
[21:36] 然後我就說
[21:37] 我個人比較喜歡PCB
[21:38] 我就比較沒有操作記憶體
[21:40] 因為對我來說
[21:41] 這兩個產業的本質
[21:43] 是不一樣的
[21:43] 就是有沒有實機材
[21:45] 和混合著技術材
[21:47] 其實我覺得PCB對我來說
[21:48] 才是有實機加技術
[21:50] 個人淺見
[21:51] 喜歡玩機體的不要罵我
[21:54] 所以漲起來的話
[21:55] 我手上會持有的
[21:56] 就真的是比較多像PCB
[21:58] 還有就是
[21:58] 我比較有骨感的細光子
[22:01] 我覺得骨感很重要
[22:02] 另外還是要不免俗的囉嗦一下
[22:04] 就年前一直提醒大家說
[22:06] 如果你真的不敢參與熱門股
[22:07] 你就去買主動式的ETF
[22:09] 事實上今天主動式ETF
[22:10] 也有人漲三個百分點以上
[22:12] 我覺得至少你就不會缺席
[22:14] 就是你不會說
[22:16] 因為有另外一派
[22:17] 剛剛講的是
[22:17] 有一派買波線布
[22:18] 那很積極的
[22:19] 又有一派說
[22:20] 他都股票都沒有漲
[22:21] 然後我就說
[22:23] 那你要不要配一點
[22:24] 主動ETF幫你賺
[22:25] 或是買一點現在熱門的
[22:26] 他說沒關係
[22:27] 他覺得他快等到了
[22:28] 如果有這種信念
[22:30] 我覺得也沒有問題
[22:31] 可是對我來說
[22:31] 我不喜歡大漲
[22:33] 那麼熱鬧的氣氛中
[22:34] 我是沒參與的
[22:35] 所以我覺得
[22:36] 至少你配置一點
[22:37] 到這種所謂
[22:38] 主動型積極的ETF上面
[22:39] 你不會有這種失落感
[22:41] 就你至少可以參與到一點
[22:42] 當然你個人很積極的
[22:44] 就跟明翰協理講的
[22:45] 也許你就是得
[22:46] 把盤面上熱門的租區
[22:48] 你認同的買一些在手上
[22:50] 對因為確實
[22:51] 照我剛剛提到重點
[22:53] 我結論還是
[22:54] 就是我常常講的
[22:56] 當你攤開看兩點
[22:58] 第一個就是你持股比重
[22:59] 第二就是你持股的AI純度
[23:02] 我只要看到這兩個
[23:03] 我就知道你的績效
[23:04] 因為暫時不好都只是暫時
[23:07] 因為該漲的時間到
[23:09] 它都還是會持續漲
[23:10] 那只是說還有一個
[23:13] 我們之前也跟大家分享
[23:14] 這個也是加券指數的特色
[23:17] 農曆年前呢
[23:18] 通常大型股會比較強
[23:20] 那因為要報股過年嘛
[23:23] 會怕嘛
[23:23] 那就乾脆買一些大型
[23:25] 相對安全一些些
[23:27] 那過往記錄
[23:28] 開盤的一到兩天
[23:29] 指數還是不錯
[23:31] 但是過了這個兩天的
[23:33] 畸形期之後
[23:34] OTC通常會比大盤要來得強
[23:37] 所以大家反而是可以選擇
[23:39] 這種中小型族群
[23:41] 所以代表著這個
[23:42] 我剛剛提及的
[23:43] 大家自己思考一下
[23:45] 過往經驗就是三週的時間
[23:47] 會去長中小型族群
[23:49] 那現在正在快速發酵當中
[23:52] 至於適不適合
[23:54] 我老實講
[23:54] 我真的沒辦法對一個結論
[23:57] 就對所有的這個聽眾
[23:59] 因為每個人的操作屬性
[24:01] 這個進出節奏都不太一樣
[24:04] 所以我剛剛講
[24:05] 就是你要先抓住你
