[00:00] 欢迎收听赵华谊股货载第1121集
[05:33] 因为为什么
[05:34] 因为其实他如果去看
[05:36] 这个所谓的本益比的话
[05:37] 他会觉得
[05:38] 我们以前在看台股的本益比
[05:40] 大概7倍10倍就很好了
[05:43] 可是我们现在动辄是15到20倍以上
[05:47] 甚至有一些高价股的话
[05:49] 它已经来到40倍这样子的一个角度了
[05:52] 很多人看到这个数字都会跟我讲说
[05:55] 老师这个数字让我买不下去
[05:59] 可是我要跟你讲一件事情
[06:03] 如果我们这些产业正站在转型的浪潮当中
[06:08] 其实这个本益比一点都不贵
[06:10] 那为什么我们会觉得
[06:12] 这个本益比不一定是很贵呢
[06:14] 因为本益比在财报投资的角度里面
[06:18] 事实上是有两种的
[06:20] 一种的话叫做过去已经发生的本益比
[06:23] 一个的话叫做未来准备要发生的本益比
[06:27] 那外资跟投资人在看有点不太一样
[06:31] 那我们投资人在看的话
[06:33] 大概就是拿去年赚了多少钱
[06:35] 去除以现在的股价
[06:36] 你会算出一个本益比的数字
[06:38] 那你会觉得这个本益比好高
[06:41] 那你要我去做投资的话
[06:43] 我买不下手
[06:44] 可是你这些外资法人
[06:46] 他是怎么看公司的本益比
[06:49] 他是去看他未来的EPS
[06:52] 能够成长到什么程度
[06:54] 去换算说他现在如果进场去做布局
[06:57] 到底是不是还很便宜
[07:00] 所以当你觉得一家公司的本益比
[07:03] 40倍很贵的时候
[07:05] 有没有想过在外资的眼中
[07:08] 他的本益比可能连20都不到
[07:10] 因为我们在看很多数字的时候
[07:12] 像外资不是会有一些报告吗
[07:15] 很多那个报告一摊出来的话
[07:18] 大家吓都吓死了
[07:19] 比如说什么去年赚10块钱
[07:21] 今年的话呢
[07:22] 估你会赚30块40块
[07:24] 那股价不是就喷上去了吗
[07:26] 我看到比较惊人的应该是联发科
[07:28] 因为发科是今年和去年
[07:30] 比起来是不会成长的
[07:32] 但他把他后年估一片是400块
[07:34] 我那时候就想到底
[07:35] 因为我们也不是不认识发科
[07:38] 我想到底是我们认识发哥
[07:40] 认识的不够
[07:41] 还是怎么了
[07:42] 我们一定是没有看到
[07:44] 他在TPU这一块的一个潜力
[07:47] 但是其实我们在
[07:49] 记忆体产业的话
[07:50] 也有看到类似的现象
[07:51] 因为记忆体产业有些公司
[07:53] 他可能去年前年的话
[07:55] 只赚三块钱五块钱
[07:56] 可是法人竟然估他
[07:58] 今年跟明年会赚多少
[08:00] 会赚到一百多块钱的EPS
[08:02] 那你这个股价
[08:03] 当然就是往上去做喷发
[08:05] 因为对他来讲
[08:06] 现在进去买
[08:07] 简直是以太划算来形容
[08:09] 所以如果说我们在过去投资的时候
[08:13] 你一直执着于说
[08:15] 我就是要买在很便宜的价格
[08:17] 然后我一直拿着过去的财报的数据
[08:22] 套用在目前的个股上面的话
[08:24] 我想你在这一波上涨的过程中
[08:26] 你是会非常失望的
[08:28] 那为什么以前我们看台股这一套是有效的
[08:31] 因为你的成长不会很明显
[08:34] 你有可能去年跟今年
[08:36] 它的一个获利成长率
[08:38] 只有10%或是15%
[08:40] 再加上的话
[08:41] 可能中间产生了一些变动
[08:43] 所以你拿过去的数字来估今年
[08:45] 你觉得还OK吗
[08:47] 是准的
[08:47] 可是你有没有发现
[08:49] 台股在AI的加持之下
[08:52] 我们已经变成了世界的中心
[08:55] 那所有的国家
[08:57] 都要跟我们拿半导体
[08:58] 所有的国家
[08:59] 都要跟我们拿这些相关的材料
[09:01] 才能够去做出
[09:02] 这些所谓的相关AI的一个组件
[09:04] 我们站在一个最核心的位置
[09:06] 你如果在做投资
[09:08] 基本的概念
[09:09] 谁能够拿到产业的关键位置
[09:12] 谁就能够取得调整本益比的机会
[09:15] 不好意思
[09:16] 台股有非常多的公司
[09:19] 全部都站在AI供应链的关键位置上面
[09:23] 所以我们就迎来了这一波
[09:25] 股市往上调整的一个狂潮
[09:28] 其实古鱼是一个乐观派
[09:30] 自从我认识他
[09:32] 我记得后来有人翻出一个
[09:33] 我们以前录那个
[09:34] 村谷debug的影片
[09:35] 那时候我们还在讲两万五
[09:37] 因为那时候才一万多嘛
[09:39] 讲两万五就很扯
[09:40] 就好像现在我们去讲八万好了
[09:42] 对
[09:43] 有那样一个感觉
[09:44] 因为一万多看两万五这样子
[09:46] 结果两万五就过了
[09:48] 已经是四万六
[09:49] 不是两万五了
[09:51] 现在你讲五万
[09:52] 人家还觉得
[09:52] 才讲五万
[09:53] 对你可能讲的不够乐观
[09:56] 对但是我也必须说
[09:57] 我也是看到古鱼
[09:59] 一路以来他会调整他的想法
[10:01] 怎么讲
[10:01] 例如说我们看到
[10:02] 价值投资
[10:04] 大家都会立刻想到巴爷爷
[10:05] 对不对
[10:06] 甚至在两三年前
[10:07] 大家就会拿巴菲特指标来说
[10:10] 股票已经过热了
[10:11] 那巴爷爷他也连续五年
[10:13] 事实上他没有办法投资到AI股
[10:15] 对
[10:15] 因为博客项他们认为
[10:17] 这个评价太贵了嘛
[10:18] 他们也有赚到钱
[10:19] 他们去日本
[10:20] 买了本益比非常低的日本商社
[10:22] 但是说实话
[10:23] AI股一直到最近
[10:25] 博客项才决定
[10:26] 例如说多投资一点Google
[10:27] 因为Google也算是
[10:29] 大型里面的AI股
[10:31] 而且比较看得懂
[10:32] 所以他们来说
[10:32] 看得懂非常非常的重要
[10:34] 那巴野也包括一下
[10:36] 他们坚持了五年
[10:37] 可是古鱼在中间
[10:39] 也许因为你是一个工程师出身
[10:41] 研发工程师出身
[10:42] 你比较能够适应
[10:44] 时代在改变成
[10:46] 就是往科技的路上
[10:47] 尤其是AI的改变
[10:49] 那你现在评价
[10:50] 整个台股的方式
[10:52] 或是各股的方式
[10:53] 你会有什么样的调整
[10:55] 因为刚刚讲到
[10:56] 其实我们以前看什么IC设备
[10:58] 什么IC通路
[10:59] 都是十倍本益比就了不起
[11:01] 现在20倍以下好便宜
[11:04] 整个想法都不同
[11:05] 其实我们会看到像很多的主管机关
[11:10] 不管是金管会
[11:11] 还是相关的一些财政的机关
[11:13] 事实上他们在刺激台股的角度上面
[11:18] 算是非常的强烈
[11:20] 不管是说放宽一些上市的资格
[11:23] 或者是说放宽了你的一些
[11:26] 上市前的财务条件
[11:28] 我们都可以感受到一件事情
[11:30] 就是说呢
[11:31] 你的台股市场
[11:32] 他去引导资金的流入
[11:35] 看起来呢
[11:36] 是会有加速的一个现象
[11:37] 而呢
[11:38] 这个加速的现象啊
[11:40] 对台湾的投资人来讲
[11:42] 他是好处非常多的
[11:44] 各位投资人
[11:45] 你有没有想过一个问题
[11:46] 以前的台股是没人要的
[11:48] 这是一个
[11:49] 我们在讲的是
[11:52] 一个你如果长期在市场待久的时候
[11:55] 你会发现到的一个很有趣的现象
[11:57] 你有没有注意到
[11:58] 现在台湾有很多的公司
[12:01] 他们非常愿意在台股做上市的动作
[12:05] 可是你如果今天把时间再拉久一点
[12:08] 你可能在10年前或是在更早
[12:10] 你去问问看这些公司
[12:12] 他愿不愿意在台股上市
[12:14] 他们是不愿意的
[12:16] 因为为什么
[12:17] 因为台股的本益比太低了
[12:18] 台股的本益比低
[12:20] 对投资人来讲
[12:22] 可能就是说他赚很多钱
[12:24] 我用比较低的价格
[12:25] 就可以买到这间公司的股票
[12:27] 可是呢
[12:28] 对企业来讲
[12:29] 他的股权很容易呢
[12:31] 被稀释掉
[12:32] 因为他
[12:33] 如果要上市的话呢
[12:35] 要拿出他的股权去换现金嘛
[12:37] 可是你本益比如果很低的话
[12:39] 就代表什么
[12:40] 代表我一开始就要试出大量的股权
[12:44] 我才能够拿到呢
[12:45] 我认为足够继续发展的一个资金
[12:48] 那你如果本益比很低的话呢
[12:50] 那你在这一边
[12:51] 他就变成是说
[12:53] 我在台湾上市
[12:54] 我可能要试出30%的一个股权我的拿到的資金才夠可是我如果跑到美國上市的話呢我可能只要釋出10%的股权我拿到的资金才够可是我如果跑到美国上市的话我可能只要释出10%的股权甚至5%的股权我就可以拿到足够的资金
[13:06] 如果你今天你是老板
[13:07] 你的企业要在哪里上市
[13:09] 毫不犹豫
[13:10] 大家都跑到美国
[13:12] 甚至其他的地方去做上市的动作
[13:14] 这样子一来
[13:16] 其实台湾的投资人就失去了
[13:18] 直接去布局这些优秀公司的一个机会
[13:21] 所以你看在这一波
[13:23] 台股成长的浪潮当中
[13:25] 我们的本益比提升了
[13:27] 那你有没有注意到
[13:28] 另外一个现象
[13:29] 在台股市场当中
[13:31] 上市的优秀公司
[13:33] 也跟着全部都变多了
[13:35] 现在挂牌公司
[13:36] 又变得好多好多
[13:37] 对 它变得好多
[13:38] 那你有没有想过
[13:39] 挂牌的公司变多了
[13:40] 不是就是更多的资金
[13:42] 继续涌入到
[13:43] 我们的台股市场里面来的吗
[13:45] 所以其实我们
[13:46] 以资金的角度上面来看
[13:49] 我觉得目前的台股市场
[13:50] 我看到的是一个
[13:52] 正向循环的一个状态
[13:54] 也就是说本益比提升
[13:55] 然后呢
[13:56] 很多的一些长期的投资人
[13:58] 他赚到了钱
[13:59] 他就更有信心
[14:00] 继续去投资台股
[14:01] 而呢
[14:02] 企业的话呢
[14:02] 也因为台股的本益比提升之后
[14:05] 他再也不需要
[14:06] 跑到海外的市场里面
[14:09] 去做募资的一个动作
[14:10] 他可以直接呢
[14:12] 把这些资金
[14:13] 全部都留在台股的市场当中
[14:16] 用更少的成本
[14:17] 换到更多的钱
[14:18] 也为他们保留了后面
[14:20] 再继续募资的一个本钱
[14:22] 所以我觉得在这个角度上面来讲的话
[14:25] 我对台股的后市
[14:26] 是处于非常乐观的一个看法
[14:28] 好 古余他在讲
[14:29] 怎么样去调整这个想法
[14:31] AI的发展他不用调整
[14:33] 因为他对这一行非常的理解
[14:36] 那调整的是整体台股的评价
[14:39] 我觉得这件事情非常重要
[14:40] 你说大家跑到国外去
[14:42] 一方面当然是
[14:43] 你可以享有比较高的本益比
[14:45] 直接领美元
[14:46] 或者是其他国家的钱这样子
[14:48] 然后台股以前还有个问题
[14:50] 其实以前台股的流动性
[14:52] 你不要觉得台股
[14:54] 那个加数太少
[14:55] 也是有一千七八百家
[14:57] 对
[14:57] 一路上来
[14:59] 你就会发现
[14:59] 有些公司没有流动性
[15:01] 对
[15:01] 在台股没有流动性
[15:03] 因为大家的眼光
[15:04] 就像你讲的
[15:05] 可能就是找
[15:06] 这些大型全资股
[15:07] 或者是
[15:08] 这个有次产业
[15:09] 非常热的时候
[15:09] 会热那个次产业
[15:11] 然后风潮过了
[15:12] 又很多都打回
[15:13] 每天成交量
[15:14] 可能几十张几百张
[15:15] 没有流动性
[15:16] 可是现在台股的成交量
[15:18] 来到一兆以上
[15:19] 很多的公司的成交量
[15:22] 都比以前放大了五倍
[15:23] 对
[15:24] 这是一个很重要的事情
[15:25] 我们可以选择的东西
[15:27] 就变得很多元
[15:28] 要不然以前选台股
[15:30] 其实你的选择并不是太多
[15:32] 当你去买一些中小型的
[15:34] 利基型的股票的时候
[15:36] 像以前我们做存股
[15:37] 我们会找到很多冷门股
[15:38] 根本没有流动性
[15:40] 没有流动性
[15:41] 虽然也代表它的价值
[15:43] 可能没有被完全彰显
[15:44] 未来是蛮有期待性
[15:45] 或者值利率很高
[15:46] 可是并不健康
[15:47] 因为有时候你要去卖他的时候
[15:49] 还不好卖
[15:49] 对
[15:50] 好
[15:50] 总之古宇讲的是
[15:52] 一个整体台股的评价
[15:54] 现在我们的思维要改变
[15:55] 以前你觉得本益比10倍很低
[15:57] 现在可能不能这样想
[15:58] 可能20倍以下
[16:00] 他本来就是一个获利成长的公司
[16:01] 那他就很低了
[16:02] 那台股的殖利率也在下降
[16:05] 对
[16:05] 以前殖利率4% 5%
[16:06] 全世界前三名
[16:08] 现在2%多
[16:09] 但是也没有关系
[16:10] 因为你可以享受到
[16:11] 是在成长过程中的价差
[16:13] 是的
[16:13] 对
[16:13] 那如果你真的要殖利率
[16:15] 你还是可以找到相对应的公司
[16:17] 所以现在台股的多元化
[16:18] 其实是更好的
[16:19] 虽然大家说K型的经济
[16:21] 就是好像都涨
[16:23] 一定要占到AI的
[16:24] 没有占到AI的传产
[16:25] 然后甚至没有占到的
[16:27] AI的消费性电子
[16:28] 都非常的惨
[16:29] 可是他也很明白的告诉你
[16:31] 占到AI的公司越来越多
[16:33] 对
[16:34] 所以就不妨往这个方向去想
[16:36] 我觉得这个是一个
[16:37] 整体大方向
[16:38] 但是我不会这样
[16:39] 就放过顾虞的
[16:40] 我们现在再来讲
[16:43] 一些些赤产业
[16:44] 然后我们再来讲
[16:45] 其实投资如果在个股上
[16:47] 大家觉得听起来很困难
[16:48] 我们就去选ETF跟基金
[16:50] 有的股余也是ETF交付
[16:52] 不过昨天来了一个真的ETF交付
[16:54] 就是富王投信的董事长黄昭棠
[16:56] 之前在宝来投信发行0050
[16:59] 我们应该跟他握握手
[17:01] 感谢你发行的0050这个产品
[17:04] 再上赵好爱人说
[17:07] 我们拉回来听这个股货仔
[17:09] 我们来讲一下
[17:11] 例如说最近盘面上比较热门的几个产业
[17:14] 因为后来古鱼来上我达人秀啊
[17:16] 我也发现它变了
[17:17] 它会去找那些成长性很高
[17:19] 可是看起来本一笔高到不可思议的
[17:21] 它有讲过
[17:22] 当然半导体一定有讲过
[17:23] 半导体啦
[17:24] 然后IC设计啦
[17:26] 设备类的有讲过
[17:27] 然后电源类的
[17:29] BBU类的有讲过
[17:30] 对
[17:30] 被动元件有讲过
[17:32] 然后机轨卫星有讲过
[17:35] 还有记忆体不要忘记
[17:37] 记忆体有讲过
[17:39] 这个鱼变得怪怪的鱼
[17:40] 七彩鱼
[17:41] 千万不要这么说
[17:43] 我们是跟着产业的潮流在走
[17:45] 那目前盘面上
[17:47] 因为我们觉得前面的芬芬老老如果过了
[17:50] 过完端午节之后
[17:51] 我们很期待台股的新开始
[17:53] 你会比较着重在哪一些产业
[17:55] 其实呢
[17:57] 如果是现在这个阶段来看的话
[18:00] 看你是要追成长股的角度
[18:02] 还是说呢
[18:04] 你要追一些
[18:05] 现在比较
[18:07] 进入到除息旺季了
[18:09] 也不是除息旺季
[18:10] 一个比较冷门
[18:12] 产业的一个角度上面来看
[18:14] 你还有冷门的东西可以讲
[18:15] 对对对
[18:16] 因为我最近发现到几个
[18:18] 很有趣的东西
[18:19] 什么东西
[18:20] 如果说我们先谈一下热门产业
[18:22] 其实热门产业
[18:23] 我们现在看
[18:24] 整个产业的轮动上面
[18:26] 其实它大概就是从机壳
[18:29] BCB
[18:31] 波线布
[18:32] 记忆体
[18:33] 散热
[18:33] 一路这样子不停地在轮回
[18:35] 但是我们最近在看
[18:37] 大陆那边的一个消息
[18:39] 我们看到一个很有趣的现象
[18:42] 你知道吗
[18:43] 大陆那一边在提供中低阶的MLCC产品的厂家
[18:49] 他们现在纷纷对他所有的客户
[18:52] 去发出一个公告信
[18:55] 那这公告信的内容是在讲什么呢
[18:57] 讲说抱歉我们家的产品供不应求
[19:01] 所以我们从下个月开始
[19:04] 产品的最低涨幅15%
[19:06] 哦 你说最低阶的MLCC
[19:08] 也涨15个percent
[19:10] 对对对
[19:10] 然后呢还有一些产品线的话呢
[19:12] 甚至他一口气调涨了70%
[19:14] 望各位客户见谅
[19:16] 并能够予以尊重跟理解
[19:19] 那你如果呢
[19:20] 对于产能的供应有问题的话呢
[19:22] 我们可以再来做协商跟讨论
[19:24] 那其实呢我们在这个部分的话呢
[19:27] 我们看到了一个很有趣的东西
[19:30] 赵华我问你
[19:32] 记忆体这个产业
[19:33] 它最一开始的时候在炒什么
[19:36] 我问你啊
[19:37] 等一下你要跟我讲答案
[19:38] 就记忆体有没有机会
[19:40] 在这一次真的摆脱景气循环
[19:42] 记忆体一开始
[19:44] 我先回答你的问题
[19:46] 你再回答我问题
[19:46] 就是高阶AI要用HBM
[19:49] 所以排挤到国外这些可以做
[19:51] 像美光三星
[19:53] 他们的产能
[19:54] 所以他们就不做DDR4了
[19:56] 所以我们台湾做DDR4
[19:57] 厂商就鸡犬升天
[19:59] 一开始是这样吗
[20:00] 没有错
[20:00] 现在的话
[20:02] 被动元件也出现了一样的现象
[20:04] 大家都跑去做高阶的MLCC的
[20:08] 结果中低阶的部分
[20:10] 它的产能被排挤
[20:12] 造成了现在出现的供不应求的现象
[20:15] 所以中低阶的这些MLCC
[20:18] 它们开始出现了涨价潮
[20:20] 而且它这一波的涨价潮
[20:23] 预估会跑两年以上
[20:25] 你不觉得这个剧本听起来
[20:28] 套用在记忆体上面
[20:29] 好像也是长成这个样子吧
[20:31] 你觉得可以类比吗
[20:32] 我一直在思考
[20:33] 因为确实在记忆体长很多的时候
[20:35] 有些达人朋友也会讲说
[20:37] 那就看被动元件
[20:38] 会不会复制记忆体的行情
[20:40] 但是我大概可以想象
[20:42] 因为你要有算力
[20:43] 所以你的记忆体的需求
[20:45] 一定会大幅的提升
[20:46] 可是我可能比较难想象
[20:48] 被动元件在AI里面的重要性
[20:51] 会搞到缺货这件事情的原因
[20:54] 其实它缺货的原因的话
[20:57] 主要是产能的排挤
[20:59] 但是记忆体跟MLCC
[21:03] 它有個地方是不太一樣的
[21:05] 記憶體它是硬需求
[21:07] 我們所謂的硬需求指的是說
[21:09] 為什麼現在記憶體
[21:10] 它的量會突然變大了
[21:13] 因為這一次的黃人虛
[21:16] 它在ComputePace裡面
[21:17] 不是拿了一台小機器出來嗎
[21:19] 你說那個個人型的AIPC
[21:21] 它去年的小PC
[21:23] 跟今年的小PC不一樣
[21:24] 它去年的小PC
[21:26] 它跑的是他們家自己的定制系統
[21:28] 跑的是Ninus的這一塊
[21:31] 可是呢
[21:32] 他今年拿出来的话呢
[21:34] 是可以跑Windows的
[21:35] 对啊对啊
[21:36] 他有讲嘛
[21:37] 那你可以跑Windows的话
[21:39] 它是什么概念
[21:39] Windows的市占率最高嘛
[21:41] 那以前的话呢
[21:43] Ninus大部分都是工程师啊
[21:45] 写程式的人
[21:46] 他们才会去用这套系统
[21:47] 去跑一些东西嘛
[21:48] 可是
[21:49] 为什么那套系统拿出来之后
[21:51] 很多人无感
[21:52] 因为Ninus我又不会用
[21:53] 那我去买它干嘛
[21:55] 对哦
[21:55] 可是呢
[21:55] 如果现在是Windows的时候呢
[21:57] 那你就会用了哦
[21:58] 而且呢
[22:00] 请你帮我注意一件事情
[22:01] 以前我们去买小PC
[22:04] 里面的记忆体大概是多少
[22:05] 里面的记忆体
[22:07] 大概8G 16G
[22:09] 这个都算是比较好的一个配置了
[22:12] 32G自己
[22:13] 那台拿出来的时候
[22:14] 你知道它的标配是多少吗
[22:16] 标配是128G
[22:17] 128G是什么概念
[22:20] 以前我买一台小PC
[22:22] 32G我就觉得是高档货了
[22:24] 现在的话直接跟我家四倍的记忆体
[22:27] 而且如果现在这个所谓的AI Aging
[22:31] 变成以后大家都要去用的一套系统
[22:34] 怕死人
[22:35] 所有的PC全部都变成128G
[22:38] 变成标配的时候
[22:39] 那你的记忆体的用量
[22:41] 不是爆炸性的提升吗
[22:43] 所以这是为什么AI的
[22:44] 在这一波浪潮起来之后
[22:46] 大家对于记忆体非常看好的一个原因
[22:49] 那MLCC
[22:50] 其实我比较觉得
[22:52] 它现在是有一点点在复制
[22:55] 记忆体的那一个
[22:57] 产业前期的状况
[22:59] 也就是说它的产能排挤
[23:01] 导致它的中阶跟低阶的MLCC
[23:04] 趁这一波
[23:05] 赶快出现一个涨价潮的状况
[23:08] 可是它这个涨价潮
[23:10] 有点不太一样
[23:11] 因为MLCC这个东西
[23:14] 它可以透过设计去减量
[23:16] 也就是说你今天涨我价
[23:18] 我原本跟你买100颗
[23:20] 我就改设计
[23:20] 看有没有办法透过设计的话
[23:23] 可能我的用量变成一半
[23:25] 甚至变成三分之一
[23:26] 我前期的痛苦过了之后
[23:29] 我透过减量设计
[23:30] 我把我的需求给降下来
[23:32] 它很快就会回温了
[23:33] 所以呢
[23:34] 你今天问我说
[23:35] 记忆体跟LCC
[23:36] 它真的可以百分之百类比吗
[23:38] 我直接告诉你
[23:39] 不可能
[23:39] 因为一个是硬需求
[23:41] 一个呢
[23:42] 不是硬需求
[23:43] 它都差在这个地方
[23:45] 可是呢
[23:46] 短期如果是以炒股价来讲的话呢
[23:48] 我想炒的力道应该是会差不多的
[23:50] 确实很多被动员
[23:52] 见影涨了五六七八倍的啊
[23:54] 对没有错
[23:55] 对啊
[23:55] 你看和生糖
[23:56] 和生糖已经摸到九百块了
[23:58] 对对对
[23:59] 你能想象这个曾经
[24:00] 何生堂也是台股的股王
[24:02] 对
[24:02] 没有想到他有
[24:04] 他可能有机会
[24:05] 借着这一波重返荣耀
[24:07] 对对对
[24:08] 但是我们必须讲的是说
[24:10] 其实你如果是
[24:11] 以一个长期的需求面
[24:13] 上面来讲的话
[24:14] 我觉得记忆体
[24:15] 它是会比较
[24:16] 长期的会出现短缺的一个现象
[24:18] 那MLCC的话呢
[24:20] 比较类似短期的一个题材
[24:22] 所以他前面他讲说
[24:23] 他可能会连续什么
[24:25] 可能会缺货短缺
[24:27] 两年以上的话呢
[24:28] 如果是他MLCC
[24:30] 我会觉得这个就是一个话术的问题
[24:32] 可是如果是记忆体的话呢
[24:34] 其实我去年听我觉得是话术
[24:37] 可是呢
[24:38] 当黄仁鑫把那一台小PC拿出来的时候
[24:41] 我就觉得不是话术了
[24:43] 因为他真的是硬需求
[24:45] 你知道为什么吗
[24:46] 因为当他把那台拿出来
[24:48] 跟我说可以装Windows的时候
[24:49] 我的下一个念头是什么
[24:51] 为什么只给我装128G
[24:53] 你为什么不给我装到256G
[24:55] 甚至512G
[24:56] 不然的话
[24:56] 我没有办法装更大的一个AI模型进去
[24:59] 其实我从旁边看
[25:01] 因为刚刚问了古鱼一个问题
[25:03] 就是记忆体
[25:04] 家家都在说
[25:05] 包括可能华尔街也在讲
[25:07] 例如美光
[25:07] 它以后就不是景气循环股之类的
[25:10] 当然也有研调机构说
[25:11] 他们还是景气循环股
[25:13] 但我必须讲一个比较中肯的话
[25:15] 就是因为AI带动的记忆体需求
[25:17] 是跟以往不同的
[25:18] 我觉得任何的产业都可能是景气循环股
[25:22] 只是因为记忆体
[25:23] 或者像之前讲的面板
[25:25] 他们的景气循环是大赚和大赔的景气循环
