[00:00] 欢迎收听赵华宇股货载第1108集
[02:57] 你就想说
[02:58] 哎呀天哪
[02:59] 然后昨天
[03:00] 这个台股的大盘
[03:01] 又有很大的震荡
[03:02] 大家就觉得说
[03:03] 是不是快要结束了
[03:05] 对
[03:05] 昨天其实感觉蛮恐怖
[03:06] 但是我说
[03:07] 不要因为
[03:08] 美伊的什么风吹草动
[03:09] 就让你自己
[03:10] 开始害怕
[03:12] 我说你要先去看一下
[03:13] 数据
[03:13] 什么数据
[03:14] 其实美伊战争
[03:15] 最敏感其实就是油价
[03:17] 可是油价
[03:17] 其实昨天
[03:18] 并没有太大的动作
[03:19] 就告诉你说
[03:20] 其实市长
[03:20] 对于美伊战争
[03:21] 其实目前并没有什么太大的激情
[03:24] 大家并不因为他稍微有什么动作
[03:26] 就很害怕
[03:26] 但是我还是很担心
[03:28] 真的打下去会不会就跌下来
[03:31] 因为昨天只是说有可能要打
[03:34] 但是还没有打
[03:35] 其实就下来了
[03:36] 换句话说真的打
[03:37] 他可能还是打得震荡
[03:38] 这个大盘到这个地方
[03:40] 其实有点在赶末班车的感觉
[03:44] 赶进度
[03:44] 对就在赶末班车
[03:45] 而且赶的速度越来越快
[03:46] 而且量一直滚出来
[03:48] 量一直滚出来
[03:49] 也就是说越来越多的投资大众
[03:52] 把钱进到市场里面
[03:54] 其实我觉得不管是搭计程车
[03:57] 不管是到医院
[03:59] 哪怕是剪头发
[04:00] 都听到旁边的人在讲
[04:02] 股市市场怎么样
[04:03] 你又没有买股票
[04:05] 你赚多少钱什么
[04:06] 你居然赚几十趴几十趴
[04:07] 到处都听到这个
[04:09] 但是你说这是插协同理论吗
[04:11] 我觉得这个地方
[04:13] 其实我上次有讲过
[04:15] 其实这些点我倒没有害怕
[04:17] 但是到了六月中下旬
[04:19] 我就会开始比较担心
[04:20] 但是这时间点
[04:22] 基本上这两天的大量的高
[04:24] 要很注意
[04:24] 因为今天的大盘
[04:26] 其实so far
[04:27] 也没有占回那天的大量高
[04:29] 没有占回大量高
[04:30] 但是很接近了
[04:31] 但贵买呢
[04:33] 其实大量高还有一段距离
[04:34] 而且今天贵买
[04:35] 其实中场
[04:36] 他还是没有占上均价线
[04:38] 也就是说
[04:38] 今天的老王爷的启动
[04:40] 稳住了大盘
[04:41] 可是并没有稳住
[04:43] OTC大家想要跑的心
[04:45] 就是说
[04:46] 其实大家一边在涨
[04:47] 其实一边就想要
[04:48] 一边想要跑
[04:49] 一边想要跑
[04:50] 但是其实今天上涨的股票
[04:52] 很多都是名门正派的股票
[04:53] 但是我今天其实有稍微看了一下
[04:55] 其实有一些
[04:56] 过去比较冷门的股票
[04:58] 最近也开始动了
[05:00] 例如说像最近的汽车零组件
[05:01] 因为这个关税问题
[05:03] 它也涨了
[05:04] 然后例如说像
[05:05] 这个银造的
[05:07] 风力发电的
[05:08] 也有股票涨了
[05:09] 我就觉得其实
[05:10] 资金有一点点的想要撤离
[05:13] 这个AI这个概念的族群
[05:15] 但是不要忘记
[05:16] computers 涨才正要开始
[05:17] 还没有开始
[05:18] 所以我觉得大家可以稍微看一下
[05:21] 就是说他们在讲
[05:22] 到底是烟火放上去之后就结束呢
[05:25] 还是烟火放上去之后
[05:26] 还可以维持一段时间
[05:27] 那我觉得其实这个时间点
[05:29] 基本上大家都会有股票涨
[05:32] 因为其实资金就在轮动
[05:33] 但是你也不要因为说你的股票不涨
[05:36] 今天不涨
[05:37] 然后你今天就把它卖了
[05:38] 我觉得到底也还不至于
[05:40] 就是说你看被动元件
[05:42] 其实今天就有一点点
[05:44] 涨势开始有点分歧
[05:46] 但是你要想国际我们讲的时候
[05:48] 是不到400
[05:49] 现在国内都已经快要800了
[05:51] 基本上它涨速非常的快
[05:53] 那被动的股票涨那么快
[05:55] 你是要担心的
[05:56] 因为被动变主动
[05:57] 就是被动基金变主动基金的操作模式
[06:00] 这样是会让人害怕的
[06:01] 但是我觉得在这盘里面
[06:04] 其实也不用太难过
[06:05] 就是说其他是很多股票
[06:06] 例如说我们之前是被替金居喊冤
[06:09] 我们说它没有那么的差
[06:10] 这几天它就开始回复原神
[06:13] 出关第一天涨停板了
[06:14] 就告诉你说它其实真的没有那么差
[06:16] 那之前大家一直在嫌晶圆店不好
[06:19] 其实我感觉晶圆店应该也快差不多
[06:22] 晶圆店我们真的是没有觉得他不好
[06:24] 可是筹码上比较投信在卖
[06:26] 大家有耐心一下
[06:28] 因为我觉得啦
[06:29] 当然卖他有一个原因就是因为
[06:31] 他没有接到Google TPU的订单
[06:33] 那Google TPU的订单我上次有讲过嘛
[06:35] 他是落到驴儿光和立成的手上
[06:37] 那我记得那天讲完之后立成就开始大涨
[06:40] 不是凯哥
[06:41] 跟凯哥没有关系
[06:42] 只是市场就是这样子
[06:44] 就是说谁有吃到这块的饼
[06:46] 很确定它就会涨
[06:47] 那他没有吃到
[06:48] 他没有吃到
[06:49] 你可以去想一件事情
[06:50] 第一个是他还没有产能去吃
[06:52] 他产能结算应该都满了
[06:54] 他大部分都否回答
[06:55] 再是他要做CPU的测试
[06:58] 其实他应该是没有过多的产能
[07:01] 可以去否Google TPU
[07:03] 所以为什么立成会接到
[07:05] 是因为立成的产能相对比较空
[07:07] 所以他去接到
[07:08] 所以我觉得基本上
[07:10] 他都是有一个脉络可循的
[07:11] 但是我看到晶圆店就是
[07:13] 我觉得投信已经受不了了
[07:15] 开始在出场
[07:16] 投信砍超凶
[07:17] 那外资就开始陆续在进场
[07:19] 那我觉得就是
[07:20] 常常就是这样子嘛
[07:21] 就是你丢我捡嘛
[07:22] 那就长线的角度来讲
[07:24] 通常外资都比较OK啦
[07:26] 短线当然
[07:27] 投信的力道会比较猛
[07:28] 但长线来讲
[07:29] 基本上外资在护盘
[07:30] 我们可以讲它就是
[07:32] 一个什么
[07:33] 一个所谓的
[07:34] 我说怎么解释呢
[07:37] 我说这个就是外围的资金
[07:38] 简称外资
[07:39] 不是啦
[07:39] 这个就是很亲近公司的外资
[07:43] 也对
[07:44] 很亲近公司的外资
[07:45] 但是他们就是
[07:46] 公司外围的外资
[07:48] 所以他在买
[07:49] 基本上你就不用害怕
[07:50] 但是形态可能开始
[07:52] 还没有明确转上来
[07:54] 但是我觉得
[07:54] 他就开始
[07:55] 开始接近落底的角度
[07:58] 那你就可以多去观察
[07:59] 其实很多股票是这样
[08:01] 就是那个时间点到了
[08:02] 其实你常常会觉得说
[08:03] 不用看不用看
[08:05] 可是等下突然拉一根上去的时候
[08:06] 你会觉得又不好追了
[08:08] 所以往往是在这种
[08:09] 筹码上你就明确感觉说
[08:10] 开始有点触底的位置的时候
[08:12] 你就要去观察说
[08:13] 哪一个价位
[08:14] 是一个好的进场的一个位置
[08:16] 那你就可以开始
[08:17] 做布局的动作
[08:18] 而不是等到他拉上去
[08:19] 例如说像今天
[08:20] 进去拉涨点
[08:21] 你才去追
[08:22] 你怎么追
[08:22] 你根本很难追
[08:23] 所以其实
[08:25] 股票市场上
[08:26] 其实这几天的被动
[08:27] 也开始进入整理
[08:28] 但是我之前跟他讲过
[08:30] 就是我很看好的和生堂
[08:32] 赵婉康的新商店
[08:33] 他们两家都还没有休息
[08:35] 不是太强了
[08:36] 之前也不好
[08:36] 也还没有休息
[08:37] 所以他没有休息
[08:38] 所以告訴你被動員線也還沒有結束
[08:40] 只是進入了很多都被關起來的階段
[08:43] 這群小老鼠被關起來
[08:45] 那大家稍微冷卻一下
[08:46] 所以資金其實就在輪動
[08:48] 可是你看輪動過程裡面
[08:49] 其實最早我們講過了
[08:51] 被動員線那時候在漲的時候
[08:52] 其實AI裡面的ABF開始漲了
[08:55] 可是今天AI的ABF裡面的
[08:58] 景碩它沒有休息
[08:59] 它在繼續往上漲
[09:01] 就告訴你說其實
[09:02] 市場的資金其實還是有的
[09:05] 所以說多頭要結束了嗎
[09:06] 多頭要結束要沒有可用置兵
[09:08] 可是既然还有在涨的
[09:10] 就告诉你说
[09:10] 其实还是有可用之兵
[09:12] 我完全认同凯哥讲的
[09:14] 也是节目在
[09:15] 虽然凯哥十天没来
[09:17] 我们还是每天的
[09:18] 不断跟大家分享
[09:20] 就是接棒的概念
[09:22] 很多人都说
[09:23] 这样不是过热了吗
[09:24] 到处都在讨论股票了
[09:26] 贷款都贷到满
[09:27] 这些风险
[09:28] 我们一定会看到
[09:30] 我们也会提醒大家
[09:31] 可是现在要观察的
[09:33] 第一基本面有没有变化
[09:35] 基本面说实话
[09:37] 还在往上走
[09:37] 大家知道
[09:38] 在今天的凌晨就所谓美股盘后涨最凶的股票叫做
[09:42] 戴尔电脑
[09:44] 戴尔电脑盘后涨了40%
[09:49] 因为他的财报太漂亮了
[09:52] 是一个爆发性的在AI伺服器的部分是年增757%的一个表现而且如果追溯一下其实好像两个月前川普就有提醒大家他喜欢Dale
[10:04] 实在太夸张了
[10:06] 这家公司
[10:07] 他也连带的让今天盘面上
[10:09] 这些老AI除了吃赵云燕之外
[10:12] 就是传统的NB
[10:13] 有切到伺服器的
[10:14] 也因此就大放异彩
[10:17] 所以他是不是一个新的可用之兵
[10:20] 他等于是老AI又转成新接棒
[10:22] 这样的观念
[10:23] 其实我们有讲哦
[10:24] 我们讲讲讲
[10:25] 凯哥也讲过嘛
[10:26] 长到被动元件
[10:27] 你要想想看
[10:28] 谁能够接被动元件
[10:29] 因为他已经是AI里面
[10:30] 吃到涨价升级题材
[10:32] 比较末端的了
[10:33] 那长到他怎么办
[10:34] 轮回来
[10:35] 轮回来伪创广大鸿海
[10:37] 鸿基人宝
[10:39] 轮回来了耶
[10:41] 所以现在台股的这个循环
[10:42] 根本就没有灭掉
[10:43] 景气等号又开出了
[10:46] 这一颗的红灯
[10:46] 就等于是
[10:47] 我们知道有风险
[10:48] 我们也必须承认
[10:49] 现在可能有一点点
[10:50] 泡沫的味道
[10:51] 但是就是因为
[10:52] 一棒接一棒
[10:53] 你又回到
[10:53] 比较低本一笔的老AI
[10:55] 那事情就没办法结束了
[10:56] 对
[10:58] 所以那时候讲说
[10:58] 基本上华人训来
[11:00] 搞不好又会给市场
[11:01] 一个大的一个利多
[11:02] 结果还是有
[11:03] 果然这些老AI
[11:04] 又接上来点火
[11:06] 对
[11:06] 但是不要忘记
[11:07] 老AI点火里面
[11:08] 我们刚刚讲了
[11:08] 其实ABF没有休息
[11:10] 对
[11:10] 也没有休息
[11:11] 所以这个族群
[11:12] 它还是持续的在往下
[11:14] 往下走
[11:15] 再就是
[11:16] 其实大家都在看computers
[11:18] 其实
[11:18] 我常常讲
[11:20] 就是
[11:20] 外行的是看热闹
[11:23] 内行的是看门道
[11:24] 外行的是看
[11:25] 现在Computers在展什么
[11:27] 可是内行的是在看
[11:28] Computers之后
[11:29] 下一次的Computers
[11:30] 可能会展什么
[11:31] 所以它其实都是在提前布局
[11:33] 提前布局
[11:34] 所以今天我们晚一点
[11:36] 会在这个答案秀会讲到
[11:38] 在这个里面
[11:38] 其实未来的Altra
[11:40] 就是Rubin Altra
[11:42] 的角色的扮演就会提升
[11:44] 其实CPU其实是
[11:46] 一直讲一直讲
[11:46] 可是感觉最近都一直在压着
[11:48] 没错
[11:49] 一直压着
[11:49] 但是没有动
[11:50] 但是我觉得就是说
[11:52] 他们应该是第三季
[11:53] 应该就会开始发光发亮
[11:55] 因为其实整个CPU的基板
[11:58] 基本上在第三季会大幅的改善
[12:00] 所以他们的那个缺口
[12:02] 就是生产的缺口的瓶颈
[12:04] 会被去化会被改善
[12:06] 那所以业绩就会开始跳出来
[12:08] 所以我觉得他们可能在第三季
[12:10] 就会是这个
[12:11] 我们刚刚讲AI的伏兵
[12:13] 就是大盘虽然进入第三季了
[12:15] 可能有点上不太去了
[12:17] 可是有一批
[12:18] 之前整理很久的族群
[12:20] 而且是未来趋势亮点的族群
[12:22] 他们又会开始带头点火
[12:23] 那我觉得这样就会让这个盘
[12:25] 基本上就算它是横向整理
[12:28] 你也不会觉得这市场很冷清
[12:30] 还是有很多股票要做
[12:32] 就好像今天有一档股票
[12:34] 他之前有讲过他要做CPO
[12:36] 但是他说时间还没有到
[12:38] 他们只是在进行而已
[12:39] 再过来今天好像也亮灯
[12:41] 谁谁谁
[12:42] 这样会是群创
[12:42] 群创
[12:43] 我们那时候在讲的时候
[12:44] 那时候赵怀佑讲说
[12:46] 真的啦
[12:46] 人家没有那么差啦
[12:48] 对
[12:48] 我说确实他没有那么差
[12:49] 讲到哪一件事情
[12:50] 他确实有做
[12:51] 确实有做
[12:52] 只是人家比较低调一点
[12:53] 不然人家一低调
[12:54] 你就要破人家人水
[12:55] 人家只是要低调
[12:56] 没有说人家要淋湿
[12:58] 但是你看他这几天
[13:00] 就股价还是很强
[13:01] 而且你可以感觉到
[13:02] 就是友达跟群创的形态
[13:04] 其实慢慢是拉出来
[13:06] 不一样的形态了
[13:07] 就像那一天爆大量
[13:08] 其实友达是破大量低的
[13:11] 可是群创并没有
[13:12] 所以你看今天群创
[13:14] 一崩一根就上去
[13:15] 所以告诉你其实
[13:16] 还是有很多股票可以买
[13:18] 不是没有
[13:18] 只是你到底有没有很认真地听我们的节目
[13:22] 还是每次听完之后
[13:23] 然后可能隔一天就忘记了
[13:26] 然后再一天又拉涨停
[13:27] 就突然一想起来说
[13:28] 糟糕赵华跟凯克那天有讲到这一档股票
[13:31] 可是我隔天我睡过头
[13:34] 或是我太忙了又忘记了
[13:35] 好
[13:36] 尤其是常常礼拜五
[13:38] 六日可能就忘记了
[13:40] 真的
[13:40] 其实听我们的podcast
[13:42] 如果大家觉得有帮助的话
[13:44] 我有看到有一些认真的听众
[13:46] 我传信息说
[13:47] 他每一集都做笔记
[13:48] 所以当他们
[13:49] 这样的听众跟我对话的时候
[13:51] 事实上他是很清楚
[13:52] 知道我们聊过哪些公司
[13:54] 哪些股票
[13:54] 原因是什么
[13:55] 例如友达跟群创不一样
[13:57] 这件事情
[13:58] 我们搞不好讲了不下十次
[13:59] 讲到都觉得要得罪友达
[14:01] 对
[14:02] 然后但是还是会有人
[14:04] 在我可能偶尔提到说
[14:06] 友达和群创其实不一样的时候
[14:07] 就会问我说
[14:08] 哪里不一样
[14:08] 什么不一样
[14:09] 我没有听到
[14:10] 但我会觉得有点小猜心
[14:12] 因为我们是
[14:13] 说实话
[14:13] 如果只用文字
[14:14] 传一个讯息给我
[14:16] 留言给我
[14:16] 我没有办法像在Parket
[14:18] 我们两个这样讨论
[14:19] 讲得很清楚
[14:20] 我们多多少少
[14:21] 都有跟产业界的人
[14:22] 有一定的认识
[14:23] 所以我们都会知道
[14:24] 为什么我们会有
[14:25] 不一样的评价
[14:26] 都要讲得很细腻
[14:27] 也不是说就很看坏友达
[14:29] 友达前两天有开股东会
[14:31] 也是有表示
[14:32] 他们在CPU上面
[14:33] 琢磨很深之类的
[14:35] 但这些是很细腻的一些观察
[14:38] 希望大家是认真听
[14:40] 还有就是例如
[14:40] 你用Apple Parket
[14:41] 它就会有把这个单集
[14:42] 可以存下来的
[14:44] 就你觉得这一集
[14:44] 今天真的没空听不完
[14:46] 又觉得很棒
[14:46] 或是有什么重点
[14:47] 还来不及记
[14:48] 就把它存下来
[14:49] 我遇到有人会传给我说
[14:51] 赵华你上次好像有讲一档什么什么
[14:53] 请问是哪一集讲的
[14:54] 我们都已经讲了一千
[14:57] 多少
[14:57] 一千一百零八集了
[15:00] 记得了
[15:00] 甚至我可能在连续好几集都有讲
[15:03] 我还要帮忙大家说
[15:04] 我去帮你找一下
[15:05] 我觉得这样子
[15:06] 其实是对自己的财富跟学习
[15:08] 是蛮不负责任的
[15:09] 所以大家喜欢的
[15:11] 记得善用一些这样的功能
[15:12] 现在AI时代了
[15:13] 那么简单的一个储存
[15:14] 我想是很简单的事
[15:16] 那刚刚讲到多头可用之兵
[15:19] 例如说像CPU
[15:20] 现在最近真的是比较起伏
[15:21] 在休息
[15:22] 可是其实美股的CPU
[15:23] 像昨天我们提到Mavile
[15:25] 虽然财报不错
[15:26] 但也许没有涨
[15:27] 但也没有跌
[15:28] 它就是在很高档
[15:30] 所以我们的CPU
[15:31] 就在等一个火种
[15:32] 我们像传奥运的火把
[15:36] 等它再传回来的时候
[15:38] 它就会动
[15:38] 因此如果您希望资金有效率
[15:41] 你可能就要往比较强势的族群去
[15:43] 但是如果您喜欢守株待兔
[15:45] 其实你就锁定台股
[15:46] 现在这几个热门产业
[15:48] 去守株待兔
[15:49] 不会有问题的
[15:51] 或是你就善用ETF帮你选就好了
[15:53] 对
[15:53] 就说像昨天实际元件大涨
[15:55] 然后可能今天就稍微降一点温
[15:57] 我卖飞了
[15:58] 但是我觉得也
[15:59] 其实也还好
[15:59] 因为我稍微看一下实际元件
[16:01] 其实有蛮多的市场大户都进来了
[16:03] 好买回来买回来
[16:05] 但是就是说
[16:05] 可能我们
[16:07] 就是从角度来看
[16:09] 可能觉得它没有那么的强
[16:10] 但是它就是有大户在里面
[16:12] 而且确实目前看起来
[16:14] 也真的有在缺货
[16:16] 只是说因为去年前两年
[16:18] 确实是功过于求
[16:20] 尤其是中低阶的部分
[16:21] 所以现在大家就在看高阶的部分
[16:23] 一部分是它有做进CPU
[16:25] 一部分它也进入低轨道卫星
[16:27] 所以其实市场上还是可以期待
[16:28] 回到刚刚那个我们在讲说
[16:30] DAO会什么大涨
[16:31] 其实你要知道
[16:33] 其实就黄仁勋的角度
[16:35] 他不是只卖一个高阶的AI伺服器
[16:38] 他不是做一个高阶GPU
[16:40] 他是中低阶高他都做
[16:42] 所以虽然中国市场被卡关了
[16:45] 可是不代表他在别的市场
[16:46] 不会努力的去去挖他的产品
[16:49] 所以Deo大部分就是扮演这个角色
[16:52] 因为Deo大部分都是做中低阶的伺服器
[16:54] 其实在早先中国还在买
[16:57] 所谓的H200的时候
[16:59] 那时候美国还没有解禁之前
[17:02] 现在是美国解禁了
[17:04] 可是中国不买
[17:05] 可是之前是美国还没有解禁
[17:08] 中国也还很想买的时候
[17:10] 其实Dale在这上面扮演很大的角色
[17:12] 就是他做了很多的伺服器
[17:14] 其实卖到了中国去的
[17:16] 可是中国不买
[17:17] 不代表别的地方不会买
[17:18] 还是有很多地方会需要
[17:19] 所以我们刚刚讲说
[17:20] 其实伺服器
[17:22] 其实现在是如雨后春笋般的
[17:25] 不管是高阶的云端伺服器
[17:27] 或是中低阶的伺服器
[17:28] 或是标准型的伺服器
[17:30] 最近的量都有上来
[17:32] 所以告诉你
[17:34] 其实大家为什么会把目光看到CPU
[17:36] 就是因为伺服器上来了
[17:38] 其实它不是只有带动GPU
[17:39] 它会带动CPU的
[17:41] 所以你看CPU
[17:42] 为什么这一波联电
[17:43] 涨这么的多
[17:44] Intel涨这么多
[17:45] 其实它不是没有道理
[17:46] 是有道理的
[17:47] 只是大家就过去都会
[17:49] 觉得他们就是比较拉惨
[17:50] 觉得说他们就没有在GPU
[17:52] 扮演一个很重要的角色
[17:53] 就会忽略它
[17:54] 但是股价在涨
[17:56] 其实是你只要有题材
[17:57] 就会有人给掌声
[17:59] 它不在于限定于一定说
[18:01] 它要非常的高级
[18:02] 只是高级的供应商
[18:03] 它本益比享受的
[18:05] 会比较高一点
[18:06] 我叫你说这盘结束了吗
[18:08] 我看一下信华
[18:09] 他也没结束啊
[18:10] 信华还在高档这边整理啊
[18:12] 扣了两万了
[18:12] 还在那边整理啊
[18:13] 他今天有创新高
[18:14] 对啊
[18:14] 他也没有结束啊
[18:15] 所以你说这盘要死了吗
[18:17] 我觉得还没有啦
[18:18] 我必须讲
[18:19] 真的还没有
[18:20] 但是确实选股的难度有比较高
[18:23] 但是我觉得你跟着我们的古货仔走
[18:26] 或者跟着我们的达安秀走
[18:28] 达安秀跟着凯哥走
[18:29] 基本上都不会差太多啦
[18:31] 你一定都会跟得到
[18:32] 都会跟得到
[18:33] 对我也常常想说
[18:34] 认真听古货仔的朋友
[18:36] 应该是赚了不少钱吧
[18:39] 有啦有啦
[18:40] 有蛮多人传信息过来
[18:41] 感谢的
[18:42] 真的我也很希望
[18:43] 大家可以赚到钱
[18:44] 像今天这样子
[18:45] 掌回到
[18:46] 所谓的老AI身上
[18:47] 我觉得很好
[18:48] 因为又多了一群
[18:49] 大家可以选择的人
[18:51] 就是你抱鸿海
[18:52] 像我记得前两天
[18:53] 我们有讲说
[18:54] 鸿海形态整个还不错
[18:55] 已经往上走了
[18:56] 就有一个人留言说
[18:57] 我从来都没有看过
[18:59] 鸿海涨停
[19:00] 好
[19:00] 这位朋友
[19:01] 今天您看到鸿海涨停了
[19:03] 亮灯给你看
[19:04] 而且也代表之前
[19:05] 告诉大家
[19:05] 他形态不错是真的
[19:07] 因为他今天
[19:07] 是比广达早涨停的
[19:09] 两家公司今天都有股东会
[19:10] 鸿海先这样听
[19:12] 因为鸿海第一季三绿三生
[19:13] 那广达第一季有所谓三绿三将的问题
[19:16] 但广达还是涨了
[19:17] 为什么
[19:17] 广达我相信
[19:19] 他在第二季第三季会扳回一城的
[19:22] 第一季有可能会是他的一个小谷底
[19:24] 广达我那么寄予厚望你要加油
[19:27] 然后他又经过修正了
[19:29] 所以相较之下
[19:30] 他反而是一家还蛮合理的公司
[19:32] 其实广达主要也是卡在记忆体
[19:35] 因为他毕竟NBA用到很多记忆体
[19:37] 那之前他的记忆体确实是有点短缺
[19:40] 没有错
[19:40] 但他其实现在也透过管道
[19:42] 去拿到记忆体
[19:43] 但他记忆体的报价会比较高一点
[19:45] 因为毕竟市场现在是缺
[19:47] 是比较紧俏的
[19:49] 但是至少他是可以出货
[19:50] 那一旦可以出货
[19:52] 他就可以跟客户argue说现在记忆体的报价就是这样子你就是要给我更高的代工价格我才能幫你做大概是這樣所以他大概落後了一季掉兩季應該他慢慢的
[20:02] Margin就會開始回穩了
[20:04] 所以股市總是誤殺之後
[20:07] 還是會給他一點點的機會
[20:09] 畢竟大家在看的又不是看他的NB
[20:12] 大家在看他做伺服器的這一塊
[20:14] 而且不要忘記這次黃仁勳來第一站
[20:17] 就是去廣達
[20:18] 對
[20:18] 就是去看林白麗
[20:19] 對
[20:19] 所以你說他後面
[20:21] 会不会跟他更紧密的合作
[20:22] 这随便想也知道
[20:24] 不然他干嘛
[20:25] 他时间那么的紧凑
[20:27] 除了去夜市以外
[20:29] 他时间都很紧凑
[20:30] 你会觉得很紧凑
[20:30] 可是他一直在吃东西
[20:31] 除了夜市以外
[20:32] 他除了夜市以外
[20:33] 时间都很紧凑
[20:34] 所以他的行程
[20:36] 会把广达排在第一棒
[20:37] 一定有他的原因
[20:38] 我看到昨天有一个很可爱的影片
[20:41] 就是黄仁勋在台湾的
[20:43] 员工总部
[20:45] 不是在跟大家讲话
[20:46] 他就问了一个女员工说
[20:47] 你结婚了吗
[20:48] 女员工说是有
[20:49] 他说那先生在哪里
[20:51] 他说他先生在Media Tech
[20:52] 在这个联发科
[20:53] 然后他就说
[20:55] 怎么样在我们NVIDIA
[20:56] 你找不到对象吗
[20:57] 这样子
[20:58] 然后女生就笑得很害羞
[20:59] 后来才说
[21:00] 女生是联发科去NV的
[21:02] 等等
[21:03] 这就代表联发科的人
[21:05] 都被NV挖走
[21:06] 这件事情是真的啊
[21:08] 对不对
[21:08] 我看到那一支影片
[21:10] 到后来好笑归好笑
[21:11] 觉得挺心酸的
[21:12] 搞不好过不多久
[21:14] 他先生也在NV
[21:15] 其实去年就在讲说
[21:16] Media挖了很多
[21:17] 联发科的高阶的人才
[21:19] 那也没办法
[21:20] 确实因为台湾之前的高阶人才
[21:23] 尤其是IC计算这一块
[21:24] 大部分都在联发科
[21:26] 那你NVIDIA要扩编
[21:28] 你只能从联发科下手
[21:30] 不然从哪里下手
[21:31] 对不对
[21:31] 你难道去从其他的IC设计公司挖人吗
[21:35] 挖到一些阿萨布鲁的
[21:37] 对不对
[21:37] 我今天早上跟一个业界的前辈
[21:40] 在讲这个事情
[21:41] 他就跟我说
[21:41] 你知道联发科进去
[21:43] 他说几乎没有什么经验的人
[21:45] 都很快就年薪就至少200开始起
[21:47] 这样子
[21:48] 他说其实以他们科技来说
[21:50] 这已经算是很厉害了
[21:51] 他说但是还是被NV挖走了
[21:53] 我说当然当然
[21:54] 现在NV是王道
[21:56] 人黄人讯就说
[21:57] 我起那水你又不来吗
[21:59] 我开那水机
[22:00] 起这斤你又不来吗
[22:02] 但幸好发哥的股价大涨之后
[22:04] 应该对于留人有一定的帮助
[22:07] 希望是这样子
[22:08] 我要讲的是
[22:10] 那现在的选择
[22:11] 又从大家可能以前不敢买的小标股
[22:13] 又回到了正宗的大型股
[22:15] 所以我们的选择很多
[22:17] 像我今天看
[22:18] 涨得比较多的ETF
